operator_a,operator_b,mean_G_difference_a_minus_b,ci_low,ci_high,probability_a_better_than_b
Wavelet W1,Intensity Skewness Index,-0.1266891117438469,-0.13142326062000984,-0.11777784961759225,1.0
Wavelet W1,Squared Gradient,0.10602656951764171,0.10339487025335446,0.10848303235001583,0.0
Wavelet W1,Gradient Squared Energy,0.10599432193565478,0.10335714472255256,0.10845256442152874,0.0
Wavelet W1,Mean Intensity,-0.10704907479186551,-0.11275581521490585,-0.09858094566026761,1.0
Wavelet W1,Intensity Variance,-0.007561307045533648,-0.009775396658489687,-0.005612649771101782,1.0
Wavelet W1,Intensity Range Index,-0.022690275545046816,-0.02963925550540924,-0.016809164081163216,1.0
Wavelet W1,Maximal Intensity,-0.129618732414918,-0.13502092743005475,-0.12480796704807667,1.0
Wavelet W1,Laplacian Energy,-0.08933041396535144,-0.09771050983081331,-0.0818575889655335,1.0
Wavelet W1,Mean Absolute Laplacian,-0.09311219391915526,-0.1021693138464286,-0.08438203067558787,1.0
Wavelet W1,Spatial Frequency,0.012675668974115595,0.009294179544061216,0.01595900721493895,0.0
Wavelet W1,Modified Tenengrad,0.09151408197101234,0.08904232520369164,0.09391052892378872,0.0
Wavelet W1,Absolute Central Moment 2,-0.007893985177975507,-0.01010862005867825,-0.0059441193007394935,1.0
Wavelet W1,Absolute Central Moment 4,-0.0028961900894477408,-0.006156460654727516,5.024690340631457e-05,0.973
Wavelet W1,Image Power,-0.08841148155023976,-0.09364412820881021,-0.08013823582177716,1.0
Wavelet W2,Wavelet W3,0.0004593195014522914,0.0004530239515514567,0.000466835840214843,0.0
Wavelet W2,Wavelet Detail Energy (db1),0.0006587409091377531,0.0006581829300776728,0.0006592204232284057,0.0
Wavelet W2,Curvelet Transform Sharpness Index,0.0006827298535273886,0.0006812229460351315,0.0006844364853831476,0.0
Wavelet W2,DCT Focus Measure,0.02025574895015272,0.01618126443636653,0.024210105439115392,0.0
Wavelet W2,Intensity Skewness Index,-0.12584792559590194,-0.1305834385243326,-0.11693814591313548,1.0
Wavelet W2,Squared Gradient,0.10686775566558664,0.10423525305051778,0.1093250763877919,0.0
Wavelet W2,Gradient Squared Energy,0.10683550808359972,0.10419727792870308,0.10929459865631516,0.0
Wavelet W2,Mean Intensity,-0.10620788864392057,-0.11191628439972036,-0.0977394534406039,1.0
Wavelet W2,Intensity Variance,-0.006720120897588712,-0.008933395235954218,-0.004772219701722047,1.0
Wavelet W2,Intensity Range Index,-0.02184908939710188,-0.028796894890279024,-0.015966351271044264,1.0
Wavelet W2,Maximal Intensity,-0.12877754626697308,-0.13417953269988248,-0.12396449322407362,1.0
Wavelet W2,Laplacian Energy,-0.08848922781740652,-0.0968700170491988,-0.08101692077263294,1.0
Wavelet W2,Mean Absolute Laplacian,-0.09227100777121032,-0.1013277140555613,-0.08354250049805331,1.0
Wavelet W2,Spatial Frequency,0.01351685512206053,0.010134635372606882,0.016802361562449988,0.0
Wavelet W2,Modified Tenengrad,0.09235526811895726,0.08988270044195895,0.09475298507685333,0.0
Wavelet W2,Absolute Central Moment 2,-0.00705279903003057,-0.00926661863614278,-0.005103689231359758,1.0
Wavelet W2,Absolute Central Moment 4,-0.002055003941502804,-0.005315898378785271,0.0008938556645683256,0.913
Wavelet W2,Image Power,-0.08757029540229483,-0.0928030760973764,-0.07929636308365878,1.0
Wavelet W3,Wavelet Detail Energy (db1),0.00019942140768546183,0.0001915431027601451,0.0002060293489125481,0.0
Wavelet W3,Curvelet Transform Sharpness Index,0.00022341035207509724,0.00021528838691882226,0.00023032719121292565,0.0
Wavelet W3,DCT Focus Measure,0.01979642944870043,0.01571905179728885,0.023745579848365072,0.0
Wavelet W3,Intensity Skewness Index,-0.12630724509735425,-0.13104955447327565,-0.11740134974039204,1.0
Wavelet W3,Squared Gradient,0.10640843616413435,0.10378034117214442,0.10885893692206561,0.0
Wavelet W3,Gradient Squared Energy,0.10637618858214742,0.1037417526369685,0.10882843014033372,0.0
Wavelet W3,Mean Intensity,-0.10666720814537285,-0.11237415977904043,-0.09819917263830998,1.0
Wavelet W3,Intensity Variance,-0.007179440399041002,-0.009394656621126549,-0.005231686139449382,1.0
Wavelet W3,Intensity Range Index,-0.022308408898554177,-0.029253462656452425,-0.016427969719735487,1.0
Wavelet W3,Maximal Intensity,-0.12923686576842539,-0.13463333339362196,-0.12442455614339229,1.0
Wavelet W3,Laplacian Energy,-0.0889485473188588,-0.09733308582490784,-0.08147522688786954,1.0
Wavelet W3,Mean Absolute Laplacian,-0.0927303272726626,-0.10178963789706165,-0.08400237210013957,1.0
Wavelet W3,Spatial Frequency,0.01305753562060824,0.009675006897866684,0.0163424180243325,0.0
Wavelet W3,Modified Tenengrad,0.09189594861750497,0.08942607225537147,0.09429037759591449,0.0
Wavelet W3,Absolute Central Moment 2,-0.007512118531482861,-0.00972788002131511,-0.005563155669087092,1.0
Wavelet W3,Absolute Central Moment 4,-0.0025143234429550955,-0.005773401743246983,0.00042966206995922795,0.959
Wavelet W3,Image Power,-0.08802961490374712,-0.09325778202545922,-0.07975298693634494,1.0
Wavelet Detail Energy (db1),Curvelet Transform Sharpness Index,2.398894438963542e-05,2.2829955385200024e-05,2.5307794564414372e-05,0.0
Wavelet Detail Energy (db1),DCT Focus Measure,0.019597008041014965,0.015522864152522553,0.023551377895376514,0.0
Wavelet Detail Energy (db1),Intensity Skewness Index,-0.1265066665050397,-0.1312417848673924,-0.11759656196313883,1.0
Wavelet Detail Energy (db1),Squared Gradient,0.10620901475644888,0.10357635140749098,0.1086664229848723,0.0
Wavelet Detail Energy (db1),Gradient Squared Energy,0.10617676717446196,0.10353853750762478,0.10863595470975514,0.0
Wavelet Detail Energy (db1),Mean Intensity,-0.10686662955305831,-0.11257483202455623,-0.0983982196370435,1.0
Wavelet Detail Energy (db1),Intensity Variance,-0.007378861806726464,-0.009592088182445363,-0.005430777784005535,1.0
Wavelet Detail Energy (db1),Intensity Range Index,-0.022507830306239634,-0.029455958429527772,-0.016625239139251805,1.0
Wavelet Detail Energy (db1),Maximal Intensity,-0.12943628717611083,-0.1348385378121032,-0.12462349533219819,1.0
Wavelet Detail Energy (db1),Laplacian Energy,-0.08914796872654426,-0.0975284628324003,-0.08167556884828389,1.0
Wavelet Detail Energy (db1),Mean Absolute Laplacian,-0.09292974868034808,-0.10198635153267425,-0.08420099869589003,1.0
Wavelet Detail Energy (db1),Spatial Frequency,0.012858114212922779,0.009475872590757533,0.016143338625041862,0.0
Wavelet Detail Energy (db1),Modified Tenengrad,0.09169652720981952,0.08922386401475707,0.09409417616477435,0.0
Wavelet Detail Energy (db1),Absolute Central Moment 2,-0.007711539939168324,-0.009925311582633925,-0.005762247313643246,1.0
Wavelet Detail Energy (db1),Absolute Central Moment 4,-0.0027137448506405573,-0.00597452180579506,0.00023470421711036936,0.967
Wavelet Detail Energy (db1),Image Power,-0.0882290363114326,-0.09346187115402928,-0.07995530047831245,1.0
Curvelet Transform Sharpness Index,DCT Focus Measure,0.019573019096625333,0.015499519727530347,0.023526635744536784,0.0
Curvelet Transform Sharpness Index,Intensity Skewness Index,-0.12653065544942932,-0.1312655718621404,-0.11762005298002666,1.0
Curvelet Transform Sharpness Index,Squared Gradient,0.10618502581205926,0.10355321867121615,0.1086414440484989,0.0
Curvelet Transform Sharpness Index,Gradient Squared Energy,0.10615277823007233,0.10351542690691007,0.10861096386115787,0.0
Curvelet Transform Sharpness Index,Mean Intensity,-0.10689061849744796,-0.11259781410508843,-0.09842240460599892,1.0
Curvelet Transform Sharpness Index,Intensity Variance,-0.0074028507511161,-0.00961670170875079,-0.005454388522832244,1.0
Curvelet Transform Sharpness Index,Intensity Range Index,-0.02253181925062927,-0.02948034311553735,-0.016650294940967713,1.0
Curvelet Transform Sharpness Index,Maximal Intensity,-0.12946027612050046,-0.13486218432130517,-0.12464879942168047,1.0
Curvelet Transform Sharpness Index,Laplacian Energy,-0.08917195767093389,-0.09755239506401944,-0.08169920906976043,1.0
Curvelet Transform Sharpness Index,Mean Absolute Laplacian,-0.0929537376247377,-0.10201079156282344,-0.08422413358668665,1.0
Curvelet Transform Sharpness Index,Spatial Frequency,0.012834125268533142,0.00945228991703375,0.016118101182852573,0.0
Curvelet Transform Sharpness Index,Modified Tenengrad,0.09167253826542988,0.08920056368467062,0.0940692369732759,0.0
Curvelet Transform Sharpness Index,Absolute Central Moment 2,-0.007735528883557959,-0.009949925108939352,-0.005785858052469954,1.0
Curvelet Transform Sharpness Index,Absolute Central Moment 4,-0.0027377337950301923,-0.005998053689475474,0.0002094420138001602,0.967
Curvelet Transform Sharpness Index,Image Power,-0.08825302525582222,-0.09348544234011578,-0.07997944103572024,1.0
DCT Focus Measure,Intensity Skewness Index,-0.14610367454605466,-0.1522793280757162,-0.13639164014122565,1.0
DCT Focus Measure,Squared Gradient,0.08661200671543393,0.08297870314636592,0.09033563174653686,0.0
DCT Focus Measure,Gradient Squared Energy,0.086579759133447,0.08294108613147243,0.09030662772918321,0.0
DCT Focus Measure,Mean Intensity,-0.12646363759407328,-0.13324490269260397,-0.11749005538535442,1.0
DCT Focus Measure,Intensity Variance,-0.026975869847741436,-0.030962392483274807,-0.022996407859601522,1.0
DCT Focus Measure,Intensity Range Index,-0.0421048383472546,-0.04952243558998399,-0.03579431051444861,1.0
DCT Focus Measure,Maximal Intensity,-0.1490332952171258,-0.1550600782628246,-0.14293669693106462,1.0
DCT Focus Measure,Laplacian Energy,-0.10874497676755922,-0.1170362311820275,-0.10138150840238247,1.0
DCT Focus Measure,Mean Absolute Laplacian,-0.11252675672136304,-0.12180177742546988,-0.1030316533199945,1.0
DCT Focus Measure,Spatial Frequency,-0.00673889382809219,-0.009951997436451095,-0.003356428184775439,1.0
DCT Focus Measure,Modified Tenengrad,0.07209951916880455,0.0684501894752528,0.07578968876240538,0.0
DCT Focus Measure,Absolute Central Moment 2,-0.02730854798018329,-0.03129532713473603,-0.02332949452308028,1.0
DCT Focus Measure,Absolute Central Moment 4,-0.022310752891655527,-0.026716617243888765,-0.01793642135055568,1.0
DCT Focus Measure,Image Power,-0.10782604435244755,-0.11323385862963405,-0.09900088325189636,1.0
Intensity Skewness Index,Squared Gradient,0.23271568126148862,0.2237771088543818,0.23702512932832634,0.0
Intensity Skewness Index,Gradient Squared Energy,0.23268343367950167,0.22374193209053658,0.23699805708520322,0.0
Intensity Skewness Index,Mean Intensity,0.019640036951981386,0.00826584124869216,0.030763855139884368,0.0
Intensity Skewness Index,Intensity Variance,0.11912780469831324,0.11018402444229089,0.12393754149626846,0.0
Intensity Skewness Index,Intensity Range Index,0.10399883619880006,0.09347392435571808,0.11197256017264946,0.0
Intensity Skewness Index,Maximal Intensity,-0.002929620671071131,-0.012784931357984005,0.0045251937533742305,0.697
Intensity Skewness Index,Laplacian Energy,0.03735869777849544,0.026824596325815995,0.04659526078351269,0.0
Intensity Skewness Index,Mean Absolute Laplacian,0.03357691782469163,0.022897479009665246,0.04392770515639653,0.0
Intensity Skewness Index,Spatial Frequency,0.1393647807179625,0.13016210328311822,0.14535800499983714,0.0
Intensity Skewness Index,Modified Tenengrad,0.21820319371485922,0.20938790391672824,0.2224366114438194,0.0
Intensity Skewness Index,Absolute Central Moment 2,0.11879512656587138,0.10985132018931724,0.12360560480228866,0.0
Intensity Skewness Index,Absolute Central Moment 4,0.12379292165439913,0.1144224969100109,0.12928218318596532,0.0
Intensity Skewness Index,Image Power,0.038277630193607116,0.02707329847811703,0.04923548848521465,0.0
Squared Gradient,Gradient Squared Energy,-3.224758198692196e-05,-3.876969059872296e-05,-2.6948699365747508e-05,1.0
Squared Gradient,Mean Intensity,-0.2130756443095072,-0.21842236801143183,-0.2048504838781606,1.0
Squared Gradient,Intensity Variance,-0.11358787656317537,-0.11589793377606644,-0.11114311119438469,1.0
Squared Gradient,Intensity Range Index,-0.12871684506268852,-0.13517476093475167,-0.1235154285257678,1.0
Squared Gradient,Maximal Intensity,-0.23564530193255973,-0.24032974372229632,-0.23073670041361682,1.0
Squared Gradient,Laplacian Energy,-0.19535698348299316,-0.2036810709290226,-0.1877108309536121,1.0
Squared Gradient,Mean Absolute Laplacian,-0.19913876343679696,-0.20836652731757607,-0.19032732550435286,1.0
Squared Gradient,Spatial Frequency,-0.09335090054352611,-0.0970049662651859,-0.08938020550741697,1.0
Squared Gradient,Modified Tenengrad,-0.014512487546629373,-0.014804104142635185,-0.014248267251481804,1.0
Squared Gradient,Absolute Central Moment 2,-0.11392055469561721,-0.11623018503773092,-0.11147462974219177,1.0
Squared Gradient,Absolute Central Moment 4,-0.10892275960708946,-0.11211665727923634,-0.10589116890744629,1.0
Squared Gradient,Image Power,-0.19443805106788148,-0.19948403444725465,-0.18621179060402196,1.0
Gradient Squared Energy,Mean Intensity,-0.2130433967275203,-0.218389485402176,-0.20480845552048915,1.0
Gradient Squared Energy,Intensity Variance,-0.11355562898118843,-0.11586876634063255,-0.11110663911081639,1.0
Gradient Squared Energy,Intensity Range Index,-0.1286845974807016,-0.135139566413057,-0.12348327008984589,1.0
Gradient Squared Energy,Maximal Intensity,-0.2356130543505728,-0.24029604115255684,-0.2307034197382486,1.0
Gradient Squared Energy,Laplacian Energy,-0.19532473590100624,-0.20364855949240074,-0.18767961841561728,1.0
Gradient Squared Energy,Mean Absolute Laplacian,-0.19910651585481004,-0.2083352498316585,-0.19029314579106738,1.0
Gradient Squared Energy,Spatial Frequency,-0.09331865296153918,-0.09697507545974247,-0.08934616216140613,1.0
Gradient Squared Energy,Modified Tenengrad,-0.01448023996464245,-0.014775592489679863,-0.014210440637578706,1.0
Gradient Squared Energy,Absolute Central Moment 2,-0.1138883071136303,-0.11620098609768459,-0.11143815765862347,1.0
Gradient Squared Energy,Absolute Central Moment 4,-0.10889051202510253,-0.11208372867978451,-0.10585908251432148,1.0
Gradient Squared Energy,Image Power,-0.19440580348589453,-0.1994521205205103,-0.18617977945221123,1.0
Mean Intensity,Intensity Variance,0.09948776774633185,0.09114034936406568,0.10509953781979468,0.0
Mean Intensity,Intensity Range Index,0.08435879924681869,0.07554089983465001,0.09145434790199305,0.0
Mean Intensity,Maximal Intensity,-0.022569657623052512,-0.0310042337156244,-0.015713406526321902,1.0
Mean Intensity,Laplacian Energy,0.01771866082651406,0.0056177758783435144,0.027220459993772487,0.003
Mean Intensity,Mean Absolute Laplacian,0.013936880872710248,0.002181270048009623,0.02423806485229406,0.012
Mean Intensity,Spatial Frequency,0.1197247437659811,0.11096573966422878,0.12618471923069752,0.0
Mean Intensity,Modified Tenengrad,0.19856315676287783,0.19046610814981846,0.203946937301037,0.0
Mean Intensity,Absolute Central Moment 2,0.09915508961389,0.09080813145600748,0.1047685701350893,0.0
Mean Intensity,Absolute Central Moment 4,0.10415288470241776,0.09621355832527934,0.1097785502130068,0.0
Mean Intensity,Image Power,0.018637593241625738,0.014256293112714298,0.02288335684607695,0.0
Intensity Variance,Intensity Range Index,-0.015128968499513168,-0.02195107482217982,-0.0096014089152495,1.0
Intensity Variance,Maximal Intensity,-0.12205742536938437,-0.12742701373106163,-0.11697988604400374,1.0
Intensity Variance,Laplacian Energy,-0.08176910691981779,-0.08981801417425507,-0.07415097298810439,1.0
Intensity Variance,Mean Absolute Laplacian,-0.08555088687362161,-0.0945115970020456,-0.07695632045352907,1.0
Intensity Variance,Spatial Frequency,0.02023697601964924,0.01680301126856594,0.02389583197216696,0.0
Intensity Variance,Modified Tenengrad,0.09907538901654599,0.09673769691435286,0.10135927610544965,0.0
Intensity Variance,Absolute Central Moment 2,-0.0003326781324418588,-0.00033435339913841027,-0.0003310441487767941,1.0
Intensity Variance,Absolute Central Moment 4,0.004665116956085909,0.002081306069471589,0.006623127108754402,0.002
Intensity Variance,Image Power,-0.08085017450470612,-0.08575973581664532,-0.07293449743867549,1.0
Intensity Range Index,Maximal Intensity,-0.1069284568698712,-0.11250088156117082,-0.10092410697336858,1.0
Intensity Range Index,Laplacian Energy,-0.06664013842030463,-0.07593023798952558,-0.05704929867266326,1.0
Intensity Range Index,Mean Absolute Laplacian,-0.07042191837410842,-0.08013177447729686,-0.060003082446218256,1.0
Intensity Range Index,Spatial Frequency,0.03536594451916241,0.029096014343345335,0.042990300262594094,0.0
Intensity Range Index,Modified Tenengrad,0.11420435751605916,0.1090926022357203,0.120783107227763,0.0
Intensity Range Index,Absolute Central Moment 2,0.014796290367071311,0.009268524795654865,0.021618408142576814,0.0
Intensity Range Index,Absolute Central Moment 4,0.01979408545559908,0.014087819911635486,0.02676207407567614,0.0
Intensity Range Index,Image Power,-0.06572120600519293,-0.07293429206012543,-0.057103241230982614,1.0
Maximal Intensity,Laplacian Energy,0.040288318449566575,0.030246254569237886,0.04931249653643829,0.0
Maximal Intensity,Mean Absolute Laplacian,0.036506538495762755,0.02591134820242906,0.04658566923845836,0.0
Maximal Intensity,Spatial Frequency,0.14229440138903363,0.13680852178313224,0.14816629354799793,0.0
Maximal Intensity,Modified Tenengrad,0.22113281438593035,0.21621392229598135,0.22586555223218377,0.0
Maximal Intensity,Absolute Central Moment 2,0.1217247472369425,0.1166472339213616,0.1270941697786044,0.0
Maximal Intensity,Absolute Central Moment 4,0.12672254232547028,0.12164562255106715,0.1319047083452002,0.0
Maximal Intensity,Image Power,0.04120725086467825,0.034989697291311975,0.049387257675250144,0.0
Laplacian Energy,Mean Absolute Laplacian,-0.003781779953803816,-0.009098158688680556,0.0014429356224372875,0.928
Laplacian Energy,Spatial Frequency,0.10200608293946703,0.09470638547202649,0.10991623779199505,0.0
Laplacian Energy,Modified Tenengrad,0.18084449593636379,0.17330579661649084,0.1890944817125438,0.0
Laplacian Energy,Absolute Central Moment 2,0.08143642878737593,0.07381786965408269,0.08948522042014076,0.0
Laplacian Energy,Absolute Central Moment 4,0.08643422387590372,0.07879551137941082,0.09470343923704957,0.0
Laplacian Energy,Image Power,0.0009189324151116744,-0.008922635274889446,0.012752259837203397,0.47
Mean Absolute Laplacian,Spatial Frequency,0.10578786289327084,0.09626699268026372,0.11523243874555954,0.0
Mean Absolute Laplacian,Modified Tenengrad,0.18462627589016758,0.1758657274490034,0.19393967945916982,0.0
Mean Absolute Laplacian,Absolute Central Moment 2,0.08521820874117975,0.07662409970695533,0.09417823204965392,0.0
Mean Absolute Laplacian,Absolute Central Moment 4,0.09021600382970751,0.08150543902380278,0.09956276766865756,0.0
Mean Absolute Laplacian,Image Power,0.004700712368915489,-0.006230915407550955,0.016357905253359818,0.216
Spatial Frequency,Modified Tenengrad,0.07883841299689674,0.07492900509292531,0.08239078337544886,0.0
Spatial Frequency,Absolute Central Moment 2,-0.0205696541520911,-0.02422849653496994,-0.017135403882559457,1.0
Spatial Frequency,Absolute Central Moment 4,-0.015571859063563336,-0.019921996771593786,-0.011518571477598947,1.0
Spatial Frequency,Image Power,-0.10108715052435537,-0.1066263791015295,-0.09254887117195142,1.0
Modified Tenengrad,Absolute Central Moment 2,-0.09940806714898784,-0.10169102992027004,-0.09706942452519168,1.0
Modified Tenengrad,Absolute Central Moment 4,-0.09441027206046007,-0.09766380542190721,-0.09144305597166193,1.0
Modified Tenengrad,Image Power,-0.17992556352125208,-0.18491501604745733,-0.17184522521145681,1.0
Absolute Central Moment 2,Absolute Central Moment 4,0.004997795088527766,0.0024137623388400483,0.006957199521212253,0.002
Absolute Central Moment 2,Image Power,-0.08051749637226424,-0.0854277023646758,-0.07260111555350615,1.0
Absolute Central Moment 4,Image Power,-0.08551529146079202,-0.09049955890792398,-0.07785595754851932,1.0
