domain,operator,family,criterion,raw_value,normalized_value,unit,sample_count,reference_tier,runtime_protocol,candidate_pool
WBC,Image Power,statistical,rrmse_under_additive_noise,0.47643599808965675,0.5273232139865252,dimensionless,25773,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,absolute_peak_localization_error,0.0,0.0,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Tenengrad,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,false_maxima_count,0.4,0.2340425531914894,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,fwhm,1.4333333333333333,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,noise_level,0.34008735023149955,0.6347692012256685,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,steep_to_gradual_slope_ratio,8.262597980658708,0.03712744333700284,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,execution_time_per_slice,0.024175436,0.012309258800404774,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Tenengrad,gradient,steep_slope_width,6.966666666666667,0.7098765432098765,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,curvature_at_peak,1.3272020336431105,0.009792231704342636,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Tenengrad,gradient,rrmse_under_additive_noise,1.384081889607209,0.9542058220174608,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,absolute_peak_localization_error,0.0,0.0,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,range_around_global_maximum,1.0666666666666667,0.03225806451612891,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,false_maxima_count,0.5,0.2978723404255319,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,fwhm,1.6,0.02118644067796611,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,noise_level,0.3243483310374589,0.5966700294787375,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,steep_to_gradual_slope_ratio,6.994079066750081,0.05900264984635148,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,execution_time_per_slice,0.013875011000000001,0.005401884780030249,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Brenner Gradient,gradient,steep_slope_width,6.533333333333333,0.6296296296296295,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,curvature_at_peak,1.2701260024603076,0.0225508450573043,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Brenner Gradient,gradient,rrmse_under_additive_noise,1.4501808597282422,1.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,absolute_peak_localization_error,1.9333333333333333,0.5686274509803921,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,range_around_global_maximum,1.1666666666666667,0.1290322580645161,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,false_maxima_count,1.5666666666666667,0.9787234042553191,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,fwhm,6.933333333333334,0.6991525423728813,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,noise_level,0.475136405325979,0.9616801148519458,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,steep_to_gradual_slope_ratio,1.8982525886546793,0.44150355515208595,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,execution_time_per_slice,0.015629081,0.00657814862816451,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Variance of Laplacian,laplacian,steep_slope_width,3.4,0.0493827160493827,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,curvature_at_peak,0.7169258530169412,0.25147667396372125,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Laplacian,laplacian,rrmse_under_additive_noise,0.8567249939155224,0.5888464904362907,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,absolute_peak_localization_error,1.9333333333333333,0.5686274509803921,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,range_around_global_maximum,1.1666666666666667,0.1290322580645161,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,false_maxima_count,1.5333333333333334,0.9574468085106383,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,fwhm,7.0,0.7076271186440677,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,noise_level,0.4637007938020078,0.9339981276765359,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,steep_to_gradual_slope_ratio,1.8988350969571075,0.44134250421977994,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,execution_time_per_slice,0.036732090999999994,0.020729640729286913,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Sum Modified Laplacian,laplacian,steep_slope_width,3.466666666666667,0.06172839506172842,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,curvature_at_peak,0.7109363071159053,0.2559048259362029,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Sum Modified Laplacian,laplacian,rrmse_under_additive_noise,0.8635623907694069,0.5935835229178967,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,absolute_peak_localization_error,0.03333333333333333,0.00980392156862745,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Normalized Variance,statistical,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,false_maxima_count,0.03333333333333333,0.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,fwhm,3.033333333333333,0.20338983050847453,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,noise_level,0.12108627082604508,0.10463707328525905,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,steep_to_gradual_slope_ratio,2.8675854410437513,0.2640417319156095,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,execution_time_per_slice,0.016117636999999997,0.006905769966303283,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Normalized Variance,statistical,steep_slope_width,8.533333333333333,1.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,curvature_at_peak,0.7495617391246906,0.2285918638908921,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Normalized Variance,statistical,rrmse_under_additive_noise,0.5302936977163134,0.36269088090341606,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,absolute_peak_localization_error,0.0,0.0,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,false_maxima_count,0.4,0.2340425531914894,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,fwhm,1.4333333333333333,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,noise_level,0.34008735023149955,0.6347692012256685,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,steep_to_gradual_slope_ratio,8.262597980658708,0.03712744333700284,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,execution_time_per_slice,0.023999134000000002,0.012191032236496967,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Energy of Gradient,gradient,steep_slope_width,6.966666666666667,0.7098765432098765,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,curvature_at_peak,1.3272020336431105,0.009792231704342636,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Energy of Gradient,gradient,rrmse_under_additive_noise,1.384081889607209,0.9542058220174608,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,range_around_global_maximum,1.1,0.06451612903225805,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,false_maxima_count,0.16666666666666666,0.0851063829787234,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,fwhm,4.133333333333334,0.3432203389830509,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,noise_level,0.07786000554699515,0.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,steep_to_gradual_slope_ratio,1.641761014646588,0.5235220014300355,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,execution_time_per_slice,0.055415889,0.03325883063233708,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Histogram Entropy,entropy,steep_slope_width,8.0,0.9012345679012346,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,curvature_at_peak,0.588588700287855,0.36608067854712933,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Histogram Entropy,entropy,rrmse_under_additive_noise,0.6164849953997145,0.4224052700903014,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,absolute_peak_localization_error,3.2666666666666666,0.9607843137254902,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,GLCM Contrast,texture,range_around_global_maximum,1.1333333333333333,0.09677419354838696,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,false_maxima_count,1.6,1.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,fwhm,8.933333333333334,0.9533898305084745,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,noise_level,0.36096382507875663,0.685304523082147,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,steep_to_gradual_slope_ratio,1.5659491363615117,0.552908784096851,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,execution_time_per_slice,1.4970411549999998,1.0,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,GLCM Contrast,texture,steep_slope_width,3.3,0.030864197530864168,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,curvature_at_peak,0.43639593943918586,0.5893530214778061,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,GLCM Contrast,texture,rrmse_under_additive_noise,0.08603989445878443,0.0549063919992308,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,absolute_peak_localization_error,0.0,0.0,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,false_maxima_count,0.4,0.2340425531914894,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,fwhm,1.4333333333333333,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,noise_level,0.3684628140613721,0.7034571961079978,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,steep_to_gradual_slope_ratio,11.937217757241685,0.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,execution_time_per_slice,0.036999977,0.020909282714624614,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Variance of Gradient,gradient,steep_slope_width,7.166666666666667,0.7469135802469135,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,curvature_at_peak,1.3746115079361985,0.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Variance of Gradient,gradient,rrmse_under_additive_noise,1.2660970303532233,0.8724644630518305,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,absolute_peak_localization_error,0.0,0.0,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,range_around_global_maximum,1.0666666666666667,0.03225806451612891,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,false_maxima_count,0.13333333333333333,0.06382978723404256,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,fwhm,1.9666666666666666,0.06779661016949151,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,noise_level,0.21520242850358745,0.3324624295740189,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,steep_to_gradual_slope_ratio,4.868496966943349,0.12121187863561977,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,execution_time_per_slice,0.20908159,0.13630569237930765,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,steep_slope_width,8.1,0.9197530864197531,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,curvature_at_peak,1.0584632155110052,0.08187826866819281,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier Transform Sharpness Index,frequency,rrmse_under_additive_noise,0.9751412435247615,0.6708867219361262,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,absolute_peak_localization_error,0.6333333333333333,0.18627450980392157,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,range_around_global_maximum,1.1,0.06451612903225805,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,fwhm,5.633333333333334,0.5338983050847458,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,noise_level,0.30929817956560895,0.5602383879212731,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,steep_to_gradual_slope_ratio,2.2580678521333883,0.35784873527613,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,execution_time_per_slice,0.221358443,0.14453844155850723,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,steep_slope_width,5.5,0.4382716049382716,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,curvature_at_peak,0.738637706379735,0.2360268072548695,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Fourier High Frequency Energy Ratio,frequency,rrmse_under_additive_noise,0.8436423496559777,0.5797826738804985,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,absolute_peak_localization_error,0.03333333333333333,0.00980392156862745,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,false_maxima_count,0.7,0.425531914893617,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,fwhm,1.8666666666666667,0.05508474576271186,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,noise_level,0.3169567662812843,0.5787773964212284,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,steep_to_gradual_slope_ratio,5.4265004149984755,0.1001632157297712,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,execution_time_per_slice,0.026939454,0.0141627848563731,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Roberts Focus Measure,gradient,steep_slope_width,5.9,0.5123456790123457,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,curvature_at_peak,1.2206069596500926,0.034586871903702916,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Roberts Focus Measure,gradient,rrmse_under_additive_noise,1.4035374189591274,0.9676848516037745,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,fwhm,2.2333333333333334,0.10169491525423728,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,noise_level,0.3217953445600058,0.5904900592358072,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,steep_to_gradual_slope_ratio,3.965997196671518,0.16779216649409237,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,execution_time_per_slice,0.132830732,0.08517254053552772,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Wavelet W1,wavelet,steep_slope_width,5.433333333333334,0.42592592592592593,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,curvature_at_peak,1.1299776637557373,0.05934720373430706,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W1,wavelet,rrmse_under_additive_noise,1.3151675582255584,0.9064611271899878,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,fwhm,2.2333333333333334,0.10169491525423728,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,noise_level,0.3217953445600058,0.5904900592358072,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,steep_to_gradual_slope_ratio,3.965997196671518,0.16779216649409237,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,execution_time_per_slice,0.146462638,0.09431397628721637,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Wavelet W2,wavelet,steep_slope_width,5.433333333333334,0.42592592592592593,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,curvature_at_peak,1.1299776637557373,0.05934720373430706,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W2,wavelet,rrmse_under_additive_noise,1.3151675582255584,0.9064611271899878,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,fwhm,2.2333333333333334,0.10169491525423728,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,noise_level,0.3217953445600058,0.5904900592358072,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,steep_to_gradual_slope_ratio,3.965997196671518,0.16779216649409237,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,execution_time_per_slice,0.10101218099999999,0.06383530129118956,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Wavelet W3,wavelet,steep_slope_width,5.433333333333334,0.42592592592592593,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,curvature_at_peak,1.1299776637557373,0.05934720373430706,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet W3,wavelet,rrmse_under_additive_noise,1.3151675582255584,0.9064611271899878,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,fwhm,2.2333333333333334,0.10169491525423728,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,noise_level,0.3217956289188377,0.590490747578317,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,steep_to_gradual_slope_ratio,3.9660162588417305,0.16779095876973638,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,execution_time_per_slice,0.135828973,0.08718313446638219,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,steep_slope_width,5.433333333333334,0.42592592592592593,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,curvature_at_peak,1.1299774737703898,0.05934725980217195,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Wavelet Detail Energy (db1),wavelet,rrmse_under_additive_noise,1.3151533373663338,0.9064512748041306,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,absolute_peak_localization_error,0.1,0.029411764705882356,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,false_maxima_count,0.9,0.5531914893617021,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,fwhm,2.2333333333333334,0.10169491525423728,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,noise_level,0.3217956289188377,0.590490747578317,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,steep_to_gradual_slope_ratio,3.9660162588417305,0.16779095876973638,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,execution_time_per_slice,0.133608155,0.08569387353227705,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,steep_slope_width,5.433333333333334,0.42592592592592593,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,curvature_at_peak,1.1299774737703898,0.05934725980217195,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Curvelet Transform Sharpness Index,wavelet_alias,rrmse_under_additive_noise,1.3151533373663338,0.9064512748041306,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,absolute_peak_localization_error,0.03333333333333333,0.00980392156862745,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,false_maxima_count,0.13333333333333333,0.06382978723404256,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,fwhm,1.9333333333333333,0.0635593220338983,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,noise_level,0.24201154913877362,0.39735880455594247,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,steep_to_gradual_slope_ratio,6.030234419359922,0.08177693120733757,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,execution_time_per_slice,0.07025821,0.04321195999131588,seconds/slice,30,not_reference_dependent,r07b_corrected_native_kernel,frozen_32
TBI,DCT Focus Measure,frequency,steep_slope_width,7.966666666666667,0.8950617283950618,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,curvature_at_peak,1.1140999829592166,0.06409975265180545,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,DCT Focus Measure,frequency,rrmse_under_additive_noise,1.032511845344588,0.7106337792033092,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,absolute_peak_localization_error,3.3666666666666667,0.9901960784313726,slices,30,REF-B_fixed_ten_diagnostic,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,range_around_global_maximum,2.066666666666667,1.0,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,false_maxima_count,0.36666666666666664,0.2127659574468085,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,fwhm,8.933333333333334,0.9533898305084745,slices,30,not_reference_dependent,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,noise_level,0.2528819196817776,0.4236725226577351,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
TBI,Intensity Skewness Index,statistical,steep_to_gradual_slope_ratio,0.919771990089634,1.0,dimensionless,30,not_reference_dependent,not_applicable,frozen_32
