domain,stack_index,stack_id,slice_count,submitted_peak,corrected_peak,absolute_peak_shift,submitted_constant,corrected_constant
WBC,7799,WBC_07799,10,9,9,0,False,False
WBC,7800,WBC_07800,10,9,9,0,False,False
WBC,7801,WBC_07801,10,9,9,0,False,False
WBC,7802,WBC_07802,10,8,8,0,False,False
WBC,7803,WBC_07803,10,9,9,0,False,False
WBC,7804,WBC_07804,10,8,8,0,False,False
WBC,7805,WBC_07805,10,9,9,0,False,False
WBC,7806,WBC_07806,10,8,8,0,False,False
WBC,7807,WBC_07807,10,5,5,0,False,False
WBC,7808,WBC_07808,10,7,7,0,False,False
WBC,7809,WBC_07809,10,6,6,0,False,False
WBC,7810,WBC_07810,10,6,6,0,False,False
WBC,7811,WBC_07811,10,9,9,0,False,False
WBC,7812,WBC_07812,10,7,7,0,False,False
WBC,7813,WBC_07813,10,7,7,0,False,False
WBC,7814,WBC_07814,10,6,6,0,False,False
WBC,7815,WBC_07815,10,6,6,0,False,False
WBC,7816,WBC_07816,10,7,7,0,False,False
WBC,7817,WBC_07817,10,6,6,0,False,False
WBC,7818,WBC_07818,10,9,9,0,False,False
WBC,7819,WBC_07819,10,9,9,0,False,False
WBC,7820,WBC_07820,10,8,8,0,False,False
WBC,7821,WBC_07821,10,8,8,0,False,False
WBC,7822,WBC_07822,10,9,9,0,False,False
WBC,7823,WBC_07823,10,9,9,0,False,False
WBC,7824,WBC_07824,10,8,8,0,False,False
WBC,7825,WBC_07825,10,6,6,0,False,False
WBC,7826,WBC_07826,10,6,6,0,False,False
WBC,7827,WBC_07827,10,6,6,0,False,False
WBC,7828,WBC_07828,10,6,6,0,False,False
WBC,7829,WBC_07829,10,9,9,0,False,False
WBC,7830,WBC_07830,10,6,6,0,False,False
WBC,7831,WBC_07831,10,6,6,0,False,False
WBC,7832,WBC_07832,10,8,8,0,False,False
WBC,7833,WBC_07833,10,8,8,0,False,False
WBC,7834,WBC_07834,10,9,9,0,False,False
WBC,7835,WBC_07835,10,7,7,0,False,False
WBC,7836,WBC_07836,10,5,5,0,False,False
WBC,7837,WBC_07837,10,5,5,0,False,False
WBC,7838,WBC_07838,10,6,6,0,False,False
WBC,7839,WBC_07839,10,6,6,0,False,False
WBC,7840,WBC_07840,10,9,9,0,False,False
WBC,7841,WBC_07841,10,5,5,0,False,False
WBC,7842,WBC_07842,10,9,9,0,False,False
WBC,7843,WBC_07843,10,8,8,0,False,False
WBC,7844,WBC_07844,10,8,8,0,False,False
WBC,7845,WBC_07845,10,9,9,0,False,False
WBC,7846,WBC_07846,10,9,9,0,False,False
WBC,7847,WBC_07847,10,7,7,0,False,False
WBC,7848,WBC_07848,10,9,9,0,False,False
WBC,7849,WBC_07849,10,6,6,0,False,False
WBC,7850,WBC_07850,10,8,8,0,False,False
WBC,7851,WBC_07851,10,6,6,0,False,False
WBC,7852,WBC_07852,10,5,5,0,False,False
WBC,7853,WBC_07853,10,6,6,0,False,False
WBC,7854,WBC_07854,10,9,9,0,False,False
WBC,7855,WBC_07855,10,9,9,0,False,False
WBC,7856,WBC_07856,10,9,9,0,False,False
WBC,7857,WBC_07857,10,9,9,0,False,False
WBC,7858,WBC_07858,10,9,9,0,False,False
WBC,7859,WBC_07859,10,8,8,0,False,False
WBC,7860,WBC_07860,10,9,9,0,False,False
WBC,7861,WBC_07861,10,9,9,0,False,False
WBC,7862,WBC_07862,10,6,6,0,False,False
WBC,7863,WBC_07863,10,8,8,0,False,False
WBC,7864,WBC_07864,10,7,7,0,False,False
WBC,7865,WBC_07865,10,6,6,0,False,False
WBC,7866,WBC_07866,10,6,6,0,False,False
WBC,7867,WBC_07867,10,9,9,0,False,False
WBC,7868,WBC_07868,10,7,7,0,False,False
WBC,7869,WBC_07869,10,7,7,0,False,False
WBC,7870,WBC_07870,10,9,9,0,False,False
WBC,7871,WBC_07871,10,9,9,0,False,False
WBC,7872,WBC_07872,10,9,9,0,False,False
WBC,7873,WBC_07873,10,6,6,0,False,False
WBC,7874,WBC_07874,10,5,5,0,False,False
WBC,7875,WBC_07875,10,8,8,0,False,False
WBC,7876,WBC_07876,10,9,9,0,False,False
WBC,7877,WBC_07877,10,9,9,0,False,False
WBC,7878,WBC_07878,10,6,6,0,False,False
WBC,7879,WBC_07879,10,6,6,0,False,False
WBC,7880,WBC_07880,10,7,7,0,False,False
WBC,7881,WBC_07881,10,9,9,0,False,False
WBC,7882,WBC_07882,10,6,6,0,False,False
WBC,7883,WBC_07883,10,9,9,0,False,False
WBC,7884,WBC_07884,10,6,6,0,False,False
WBC,7885,WBC_07885,10,6,6,0,False,False
WBC,7886,WBC_07886,10,7,7,0,False,False
WBC,7887,WBC_07887,10,7,7,0,False,False
WBC,7888,WBC_07888,10,8,8,0,False,False
WBC,7889,WBC_07889,10,7,7,0,False,False
WBC,7890,WBC_07890,10,6,6,0,False,False
WBC,7891,WBC_07891,10,7,7,0,False,False
WBC,7892,WBC_07892,10,7,7,0,False,False
WBC,7893,WBC_07893,10,7,7,0,False,False
WBC,7894,WBC_07894,10,6,6,0,False,False
WBC,7895,WBC_07895,10,6,6,0,False,False
WBC,7896,WBC_07896,10,6,6,0,False,False
WBC,7897,WBC_07897,10,6,6,0,False,False
WBC,7898,WBC_07898,10,6,6,0,False,False
WBC,7899,WBC_07899,10,6,6,0,False,False
WBC,7900,WBC_07900,10,6,6,0,False,False
WBC,7901,WBC_07901,10,7,7,0,False,False
WBC,7902,WBC_07902,10,6,6,0,False,False
WBC,7903,WBC_07903,10,6,6,0,False,False
WBC,7904,WBC_07904,10,8,8,0,False,False
WBC,7905,WBC_07905,10,6,6,0,False,False
WBC,7906,WBC_07906,10,9,9,0,False,False
WBC,7907,WBC_07907,10,7,7,0,False,False
WBC,7908,WBC_07908,10,8,8,0,False,False
WBC,7909,WBC_07909,10,6,6,0,False,False
WBC,7910,WBC_07910,10,7,7,0,False,False
WBC,7911,WBC_07911,10,7,7,0,False,False
WBC,7912,WBC_07912,10,7,7,0,False,False
WBC,7913,WBC_07913,10,8,8,0,False,False
WBC,7914,WBC_07914,10,9,9,0,False,False
WBC,7915,WBC_07915,10,8,8,0,False,False
WBC,7916,WBC_07916,10,6,6,0,False,False
WBC,7917,WBC_07917,10,7,7,0,False,False
WBC,7918,WBC_07918,10,7,7,0,False,False
WBC,7919,WBC_07919,10,7,7,0,False,False
WBC,7920,WBC_07920,10,9,9,0,False,False
WBC,7921,WBC_07921,10,6,6,0,False,False
WBC,7922,WBC_07922,10,6,6,0,False,False
WBC,7923,WBC_07923,10,6,6,0,False,False
WBC,7924,WBC_07924,10,7,7,0,False,False
WBC,7925,WBC_07925,10,9,9,0,False,False
WBC,7926,WBC_07926,10,8,8,0,False,False
WBC,7927,WBC_07927,10,5,5,0,False,False
WBC,7928,WBC_07928,10,6,6,0,False,False
WBC,7929,WBC_07929,10,9,9,0,False,False
WBC,7930,WBC_07930,10,5,5,0,False,False
WBC,7931,WBC_07931,10,9,9,0,False,False
WBC,7932,WBC_07932,10,9,9,0,False,False
WBC,7933,WBC_07933,10,8,8,0,False,False
WBC,7934,WBC_07934,10,9,9,0,False,False
WBC,7935,WBC_07935,10,6,6,0,False,False
WBC,7936,WBC_07936,10,6,6,0,False,False
WBC,7937,WBC_07937,10,7,7,0,False,False
WBC,7938,WBC_07938,10,5,5,0,False,False
WBC,7939,WBC_07939,10,7,7,0,False,False
WBC,7940,WBC_07940,10,7,7,0,False,False
WBC,7941,WBC_07941,10,0,0,0,False,False
WBC,7942,WBC_07942,10,5,5,0,False,False
WBC,7943,WBC_07943,10,6,6,0,False,False
WBC,7944,WBC_07944,10,6,6,0,False,False
WBC,7945,WBC_07945,10,9,9,0,False,False
WBC,7946,WBC_07946,10,9,9,0,False,False
WBC,7947,WBC_07947,10,7,7,0,False,False
WBC,7948,WBC_07948,10,7,7,0,False,False
WBC,7949,WBC_07949,10,5,5,0,False,False
WBC,7950,WBC_07950,10,6,6,0,False,False
WBC,7951,WBC_07951,10,8,8,0,False,False
WBC,7952,WBC_07952,10,9,9,0,False,False
WBC,7953,WBC_07953,10,5,5,0,False,False
WBC,7954,WBC_07954,10,6,6,0,False,False
WBC,7955,WBC_07955,10,5,5,0,False,False
WBC,7956,WBC_07956,10,6,6,0,False,False
WBC,7957,WBC_07957,10,7,7,0,False,False
WBC,7958,WBC_07958,10,7,7,0,False,False
WBC,7959,WBC_07959,10,6,6,0,False,False
WBC,7960,WBC_07960,10,9,9,0,False,False
WBC,7961,WBC_07961,10,9,9,0,False,False
WBC,7962,WBC_07962,10,7,7,0,False,False
WBC,7963,WBC_07963,10,9,9,0,False,False
WBC,7964,WBC_07964,10,7,7,0,False,False
WBC,7965,WBC_07965,10,9,9,0,False,False
WBC,7966,WBC_07966,10,7,7,0,False,False
WBC,7967,WBC_07967,10,5,5,0,False,False
WBC,7968,WBC_07968,10,9,9,0,False,False
WBC,7969,WBC_07969,10,8,8,0,False,False
WBC,7970,WBC_07970,10,9,9,0,False,False
WBC,7971,WBC_07971,10,7,7,0,False,False
WBC,7972,WBC_07972,10,8,8,0,False,False
WBC,7973,WBC_07973,10,7,7,0,False,False
WBC,7974,WBC_07974,10,1,1,0,False,False
WBC,7975,WBC_07975,10,9,9,0,False,False
WBC,7976,WBC_07976,10,9,9,0,False,False
WBC,7977,WBC_07977,10,6,6,0,False,False
WBC,7978,WBC_07978,10,8,8,0,False,False
WBC,7979,WBC_07979,10,6,6,0,False,False
WBC,7980,WBC_07980,10,7,7,0,False,False
WBC,7981,WBC_07981,10,9,9,0,False,False
WBC,7982,WBC_07982,10,9,9,0,False,False
WBC,7983,WBC_07983,10,8,8,0,False,False
WBC,7984,WBC_07984,10,0,0,0,False,False
WBC,7985,WBC_07985,10,5,5,0,False,False
WBC,7986,WBC_07986,10,7,7,0,False,False
WBC,7987,WBC_07987,10,2,2,0,False,False
WBC,7988,WBC_07988,10,1,1,0,False,False
WBC,7989,WBC_07989,10,0,0,0,False,False
WBC,7990,WBC_07990,10,7,7,0,False,False
WBC,7991,WBC_07991,10,6,6,0,False,False
WBC,7992,WBC_07992,10,9,9,0,False,False
WBC,7993,WBC_07993,10,9,9,0,False,False
WBC,7994,WBC_07994,10,8,8,0,False,False
WBC,7995,WBC_07995,10,6,6,0,False,False
WBC,7996,WBC_07996,10,0,0,0,False,False
WBC,7997,WBC_07997,10,6,6,0,False,False
WBC,7998,WBC_07998,10,8,8,0,False,False
WBC,7999,WBC_07999,10,5,5,0,False,False
WBC,8000,WBC_08000,10,9,9,0,False,False
WBC,8001,WBC_08001,10,6,6,0,False,False
WBC,8002,WBC_08002,10,8,8,0,False,False
WBC,8003,WBC_08003,10,5,5,0,False,False
WBC,8004,WBC_08004,10,0,0,0,False,False
WBC,8005,WBC_08005,10,9,9,0,False,False
WBC,8006,WBC_08006,10,9,9,0,False,False
WBC,8007,WBC_08007,10,9,9,0,False,False
WBC,8008,WBC_08008,10,1,1,0,False,False
WBC,8009,WBC_08009,10,6,6,0,False,False
WBC,8010,WBC_08010,10,9,9,0,False,False
WBC,8011,WBC_08011,10,6,6,0,False,False
WBC,8012,WBC_08012,10,7,7,0,False,False
WBC,8013,WBC_08013,10,7,7,0,False,False
WBC,8014,WBC_08014,10,7,7,0,False,False
WBC,8015,WBC_08015,10,9,9,0,False,False
WBC,8016,WBC_08016,10,8,8,0,False,False
WBC,8017,WBC_08017,10,6,6,0,False,False
WBC,8018,WBC_08018,10,9,9,0,False,False
WBC,8019,WBC_08019,10,5,5,0,False,False
WBC,8020,WBC_08020,10,7,7,0,False,False
WBC,8021,WBC_08021,10,7,7,0,False,False
WBC,8022,WBC_08022,10,9,9,0,False,False
WBC,8023,WBC_08023,10,9,9,0,False,False
WBC,8024,WBC_08024,10,9,9,0,False,False
WBC,8025,WBC_08025,10,4,4,0,False,False
WBC,8026,WBC_08026,10,7,7,0,False,False
WBC,8027,WBC_08027,10,9,9,0,False,False
WBC,8028,WBC_08028,10,1,1,0,False,False
WBC,8029,WBC_08029,10,7,7,0,False,False
WBC,8030,WBC_08030,10,5,5,0,False,False
WBC,8031,WBC_08031,10,9,9,0,False,False
WBC,8032,WBC_08032,10,9,9,0,False,False
WBC,8033,WBC_08033,10,5,5,0,False,False
WBC,8034,WBC_08034,10,9,9,0,False,False
WBC,8035,WBC_08035,10,6,6,0,False,False
WBC,8036,WBC_08036,10,5,5,0,False,False
WBC,8037,WBC_08037,10,5,5,0,False,False
WBC,8038,WBC_08038,10,6,6,0,False,False
WBC,8039,WBC_08039,10,9,9,0,False,False
WBC,8040,WBC_08040,10,6,6,0,False,False
WBC,8041,WBC_08041,10,9,9,0,False,False
WBC,8042,WBC_08042,10,6,6,0,False,False
WBC,8043,WBC_08043,10,6,6,0,False,False
WBC,8044,WBC_08044,10,7,7,0,False,False
WBC,8045,WBC_08045,10,1,1,0,False,False
WBC,8046,WBC_08046,10,9,9,0,False,False
WBC,8047,WBC_08047,10,9,9,0,False,False
WBC,8048,WBC_08048,10,9,9,0,False,False
WBC,8049,WBC_08049,10,9,9,0,False,False
WBC,8050,WBC_08050,10,6,6,0,False,False
WBC,8051,WBC_08051,10,6,6,0,False,False
WBC,8052,WBC_08052,10,9,9,0,False,False
WBC,8053,WBC_08053,10,9,9,0,False,False
WBC,8054,WBC_08054,10,6,6,0,False,False
WBC,8055,WBC_08055,10,5,5,0,False,False
WBC,8056,WBC_08056,10,9,9,0,False,False
WBC,8057,WBC_08057,10,7,7,0,False,False
WBC,8058,WBC_08058,10,7,7,0,False,False
WBC,8059,WBC_08059,10,8,8,0,False,False
WBC,8060,WBC_08060,10,9,9,0,False,False
WBC,8061,WBC_08061,10,9,9,0,False,False
WBC,8062,WBC_08062,10,7,7,0,False,False
WBC,8063,WBC_08063,10,6,6,0,False,False
WBC,8064,WBC_08064,10,9,9,0,False,False
WBC,8065,WBC_08065,10,6,6,0,False,False
WBC,8066,WBC_08066,10,7,7,0,False,False
WBC,8067,WBC_08067,10,9,9,0,False,False
WBC,8068,WBC_08068,10,9,9,0,False,False
WBC,8069,WBC_08069,10,8,8,0,False,False
WBC,8070,WBC_08070,10,7,7,0,False,False
WBC,8071,WBC_08071,10,0,0,0,False,False
WBC,8072,WBC_08072,10,9,9,0,False,False
WBC,8073,WBC_08073,10,6,6,0,False,False
WBC,8074,WBC_08074,10,0,0,0,False,False
WBC,8075,WBC_08075,10,8,8,0,False,False
WBC,8076,WBC_08076,10,9,9,0,False,False
WBC,8077,WBC_08077,10,9,9,0,False,False
WBC,8078,WBC_08078,10,8,8,0,False,False
WBC,8079,WBC_08079,10,7,7,0,False,False
WBC,8080,WBC_08080,10,2,2,0,False,False
WBC,8081,WBC_08081,10,9,9,0,False,False
WBC,8082,WBC_08082,10,2,2,0,False,False
WBC,8083,WBC_08083,10,0,0,0,False,False
WBC,8084,WBC_08084,10,7,7,0,False,False
WBC,8085,WBC_08085,10,8,8,0,False,False
WBC,8086,WBC_08086,10,7,7,0,False,False
WBC,8087,WBC_08087,10,9,9,0,False,False
WBC,8088,WBC_08088,10,0,0,0,False,False
WBC,8089,WBC_08089,10,0,0,0,False,False
WBC,8090,WBC_08090,10,0,0,0,False,False
WBC,8091,WBC_08091,10,0,0,0,False,False
WBC,8092,WBC_08092,10,1,1,0,False,False
WBC,8093,WBC_08093,10,9,9,0,False,False
WBC,8094,WBC_08094,10,0,0,0,False,False
WBC,8095,WBC_08095,10,1,1,0,False,False
WBC,8096,WBC_08096,10,9,9,0,False,False
WBC,8097,WBC_08097,10,1,1,0,False,False
WBC,8098,WBC_08098,10,9,9,0,False,False
WBC,8099,WBC_08099,10,9,9,0,False,False
WBC,8100,WBC_08100,10,8,8,0,False,False
WBC,8101,WBC_08101,10,5,5,0,False,False
WBC,8102,WBC_08102,10,8,8,0,False,False
WBC,8103,WBC_08103,10,9,9,0,False,False
WBC,8104,WBC_08104,10,9,9,0,False,False
WBC,8105,WBC_08105,10,9,9,0,False,False
WBC,8106,WBC_08106,10,9,9,0,False,False
WBC,8107,WBC_08107,10,9,9,0,False,False
WBC,8108,WBC_08108,10,9,9,0,False,False
WBC,8109,WBC_08109,10,7,7,0,False,False
WBC,8110,WBC_08110,10,9,9,0,False,False
WBC,8111,WBC_08111,10,8,8,0,False,False
WBC,8112,WBC_08112,10,9,9,0,False,False
WBC,8113,WBC_08113,10,6,6,0,False,False
WBC,8114,WBC_08114,10,2,2,0,False,False
WBC,8115,WBC_08115,10,9,9,0,False,False
WBC,8116,WBC_08116,10,9,9,0,False,False
WBC,8117,WBC_08117,10,9,9,0,False,False
WBC,8118,WBC_08118,10,9,9,0,False,False
WBC,8119,WBC_08119,10,6,6,0,False,False
WBC,8120,WBC_08120,10,8,8,0,False,False
WBC,8121,WBC_08121,10,1,1,0,False,False
WBC,8122,WBC_08122,10,9,9,0,False,False
WBC,8123,WBC_08123,10,2,2,0,False,False
WBC,8124,WBC_08124,10,8,8,0,False,False
WBC,8125,WBC_08125,10,9,9,0,False,False
WBC,8126,WBC_08126,10,9,9,0,False,False
WBC,8127,WBC_08127,10,9,9,0,False,False
WBC,8128,WBC_08128,10,1,1,0,False,False
WBC,8129,WBC_08129,10,9,9,0,False,False
WBC,8130,WBC_08130,10,1,1,0,False,False
WBC,8131,WBC_08131,10,9,9,0,False,False
WBC,8132,WBC_08132,10,9,9,0,False,False
WBC,8133,WBC_08133,10,9,9,0,False,False
WBC,8134,WBC_08134,10,0,0,0,False,False
WBC,8135,WBC_08135,10,1,1,0,False,False
WBC,8136,WBC_08136,10,1,1,0,False,False
WBC,8137,WBC_08137,10,8,8,0,False,False
WBC,8138,WBC_08138,10,8,8,0,False,False
WBC,8139,WBC_08139,10,1,1,0,False,False
WBC,8140,WBC_08140,10,9,9,0,False,False
WBC,8141,WBC_08141,10,6,6,0,False,False
WBC,8142,WBC_08142,10,9,9,0,False,False
WBC,8143,WBC_08143,10,8,8,0,False,False
WBC,8144,WBC_08144,10,7,7,0,False,False
WBC,8145,WBC_08145,10,9,9,0,False,False
WBC,8146,WBC_08146,10,1,1,0,False,False
WBC,8147,WBC_08147,10,9,9,0,False,False
WBC,8148,WBC_08148,10,9,9,0,False,False
WBC,8149,WBC_08149,10,1,1,0,False,False
WBC,8150,WBC_08150,10,9,9,0,False,False
WBC,8151,WBC_08151,10,2,2,0,False,False
WBC,8152,WBC_08152,10,1,1,0,False,False
WBC,8153,WBC_08153,10,8,8,0,False,False
WBC,8154,WBC_08154,10,0,0,0,False,False
WBC,8155,WBC_08155,10,9,9,0,False,False
WBC,8156,WBC_08156,10,9,9,0,False,False
WBC,8157,WBC_08157,10,8,8,0,False,False
WBC,8158,WBC_08158,10,9,9,0,False,False
WBC,8159,WBC_08159,10,2,2,0,False,False
WBC,8160,WBC_08160,10,9,9,0,False,False
WBC,8161,WBC_08161,10,3,3,0,False,False
WBC,8162,WBC_08162,10,9,9,0,False,False
WBC,8163,WBC_08163,10,9,9,0,False,False
WBC,8164,WBC_08164,10,8,8,0,False,False
WBC,8165,WBC_08165,10,9,9,0,False,False
WBC,8166,WBC_08166,10,8,8,0,False,False
WBC,8167,WBC_08167,10,1,1,0,False,False
WBC,8168,WBC_08168,10,9,9,0,False,False
WBC,8169,WBC_08169,10,9,9,0,False,False
WBC,8170,WBC_08170,10,7,7,0,False,False
WBC,8171,WBC_08171,10,7,7,0,False,False
WBC,8172,WBC_08172,10,7,7,0,False,False
WBC,8173,WBC_08173,10,9,9,0,False,False
WBC,8174,WBC_08174,10,7,7,0,False,False
WBC,8175,WBC_08175,10,7,7,0,False,False
WBC,8176,WBC_08176,10,6,6,0,False,False
WBC,8177,WBC_08177,10,9,9,0,False,False
WBC,8178,WBC_08178,10,9,9,0,False,False
WBC,8179,WBC_08179,10,7,7,0,False,False
WBC,8180,WBC_08180,10,5,5,0,False,False
WBC,8181,WBC_08181,10,9,9,0,False,False
WBC,8182,WBC_08182,10,8,8,0,False,False
WBC,8183,WBC_08183,10,8,8,0,False,False
WBC,8184,WBC_08184,10,9,9,0,False,False
WBC,8185,WBC_08185,10,8,8,0,False,False
WBC,8186,WBC_08186,10,8,8,0,False,False
WBC,8187,WBC_08187,10,7,7,0,False,False
WBC,8188,WBC_08188,10,8,8,0,False,False
WBC,8189,WBC_08189,10,8,8,0,False,False
WBC,8190,WBC_08190,10,7,7,0,False,False
WBC,8191,WBC_08191,10,7,7,0,False,False
WBC,8192,WBC_08192,10,8,8,0,False,False
WBC,8193,WBC_08193,10,8,8,0,False,False
WBC,8194,WBC_08194,10,9,9,0,False,False
WBC,8195,WBC_08195,10,6,6,0,False,False
WBC,8196,WBC_08196,10,7,7,0,False,False
WBC,8197,WBC_08197,10,7,7,0,False,False
WBC,8198,WBC_08198,10,8,8,0,False,False
WBC,8199,WBC_08199,10,6,6,0,False,False
WBC,8200,WBC_08200,10,7,7,0,False,False
WBC,8201,WBC_08201,10,9,9,0,False,False
WBC,8202,WBC_08202,10,7,7,0,False,False
WBC,8203,WBC_08203,10,8,8,0,False,False
WBC,8204,WBC_08204,10,7,7,0,False,False
WBC,8205,WBC_08205,10,7,7,0,False,False
WBC,8206,WBC_08206,10,6,6,0,False,False
WBC,8207,WBC_08207,10,6,6,0,False,False
WBC,8208,WBC_08208,10,7,7,0,False,False
WBC,8209,WBC_08209,10,8,8,0,False,False
WBC,8210,WBC_08210,10,8,8,0,False,False
WBC,8211,WBC_08211,10,7,7,0,False,False
WBC,8212,WBC_08212,10,7,7,0,False,False
WBC,8213,WBC_08213,10,7,7,0,False,False
WBC,8214,WBC_08214,10,8,8,0,False,False
WBC,8215,WBC_08215,10,7,7,0,False,False
WBC,8216,WBC_08216,10,9,9,0,False,False
WBC,8217,WBC_08217,10,7,7,0,False,False
WBC,8218,WBC_08218,10,7,7,0,False,False
WBC,8219,WBC_08219,10,8,8,0,False,False
WBC,8220,WBC_08220,10,8,8,0,False,False
WBC,8221,WBC_08221,10,7,7,0,False,False
WBC,8222,WBC_08222,10,6,6,0,False,False
WBC,8223,WBC_08223,10,9,9,0,False,False
WBC,8224,WBC_08224,10,9,9,0,False,False
WBC,8225,WBC_08225,10,7,7,0,False,False
WBC,8226,WBC_08226,10,7,7,0,False,False
WBC,8227,WBC_08227,10,7,7,0,False,False
WBC,8228,WBC_08228,10,6,6,0,False,False
WBC,8229,WBC_08229,10,5,5,0,False,False
WBC,8230,WBC_08230,10,8,8,0,False,False
WBC,8231,WBC_08231,10,7,7,0,False,False
WBC,8232,WBC_08232,10,8,8,0,False,False
WBC,8233,WBC_08233,10,6,6,0,False,False
WBC,8234,WBC_08234,10,9,9,0,False,False
WBC,8235,WBC_08235,10,9,9,0,False,False
WBC,8236,WBC_08236,10,7,7,0,False,False
WBC,8237,WBC_08237,10,8,8,0,False,False
WBC,8238,WBC_08238,10,9,9,0,False,False
WBC,8239,WBC_08239,10,7,7,0,False,False
WBC,8240,WBC_08240,10,7,7,0,False,False
WBC,8241,WBC_08241,10,8,8,0,False,False
WBC,8242,WBC_08242,10,8,8,0,False,False
WBC,8243,WBC_08243,10,9,9,0,False,False
WBC,8244,WBC_08244,10,8,8,0,False,False
WBC,8245,WBC_08245,10,9,9,0,False,False
WBC,8246,WBC_08246,10,9,9,0,False,False
WBC,8247,WBC_08247,10,8,8,0,False,False
WBC,8248,WBC_08248,10,9,9,0,False,False
WBC,8249,WBC_08249,10,8,8,0,False,False
WBC,8250,WBC_08250,10,9,9,0,False,False
WBC,8251,WBC_08251,10,7,7,0,False,False
WBC,8252,WBC_08252,10,7,7,0,False,False
WBC,8253,WBC_08253,10,9,9,0,False,False
WBC,8254,WBC_08254,10,8,8,0,False,False
WBC,8255,WBC_08255,10,7,7,0,False,False
WBC,8256,WBC_08256,10,0,0,0,False,False
WBC,8257,WBC_08257,10,9,9,0,False,False
WBC,8258,WBC_08258,10,6,6,0,False,False
WBC,8259,WBC_08259,10,5,5,0,False,False
WBC,8260,WBC_08260,10,9,9,0,False,False
WBC,8261,WBC_08261,10,7,7,0,False,False
WBC,8262,WBC_08262,10,7,7,0,False,False
WBC,8263,WBC_08263,10,8,8,0,False,False
WBC,8264,WBC_08264,10,0,0,0,False,False
WBC,8265,WBC_08265,10,8,8,0,False,False
WBC,8266,WBC_08266,10,7,7,0,False,False
WBC,8267,WBC_08267,10,9,9,0,False,False
WBC,8268,WBC_08268,10,9,9,0,False,False
WBC,8269,WBC_08269,10,9,9,0,False,False
WBC,8270,WBC_08270,10,8,8,0,False,False
WBC,8271,WBC_08271,10,7,7,0,False,False
WBC,8272,WBC_08272,10,9,9,0,False,False
WBC,8273,WBC_08273,10,6,6,0,False,False
WBC,8274,WBC_08274,10,7,7,0,False,False
WBC,8275,WBC_08275,10,7,7,0,False,False
WBC,8276,WBC_08276,10,6,6,0,False,False
WBC,8277,WBC_08277,10,6,6,0,False,False
WBC,8278,WBC_08278,10,8,8,0,False,False
WBC,8279,WBC_08279,10,8,8,0,False,False
WBC,8280,WBC_08280,10,9,9,0,False,False
WBC,8281,WBC_08281,10,9,9,0,False,False
WBC,8282,WBC_08282,10,7,7,0,False,False
WBC,8283,WBC_08283,10,7,7,0,False,False
WBC,8284,WBC_08284,10,8,8,0,False,False
WBC,8285,WBC_08285,10,6,6,0,False,False
WBC,8286,WBC_08286,10,8,8,0,False,False
WBC,8287,WBC_08287,10,0,0,0,False,False
WBC,8288,WBC_08288,10,7,7,0,False,False
WBC,8289,WBC_08289,10,7,7,0,False,False
WBC,8290,WBC_08290,10,6,6,0,False,False
WBC,8291,WBC_08291,10,8,8,0,False,False
WBC,8292,WBC_08292,10,7,7,0,False,False
WBC,8293,WBC_08293,10,8,8,0,False,False
WBC,8294,WBC_08294,10,9,9,0,False,False
WBC,8295,WBC_08295,10,9,9,0,False,False
WBC,8296,WBC_08296,10,8,8,0,False,False
WBC,8297,WBC_08297,10,8,8,0,False,False
WBC,8298,WBC_08298,10,9,9,0,False,False
WBC,8299,WBC_08299,10,9,9,0,False,False
WBC,8300,WBC_08300,10,9,9,0,False,False
WBC,8301,WBC_08301,10,8,8,0,False,False
WBC,8302,WBC_08302,10,6,6,0,False,False
WBC,8303,WBC_08303,10,6,6,0,False,False
WBC,8304,WBC_08304,10,8,8,0,False,False
WBC,8305,WBC_08305,10,9,9,0,False,False
WBC,8306,WBC_08306,10,9,9,0,False,False
WBC,8307,WBC_08307,10,9,9,0,False,False
WBC,8308,WBC_08308,10,7,7,0,False,False
WBC,8309,WBC_08309,10,7,7,0,False,False
WBC,8310,WBC_08310,10,8,8,0,False,False
WBC,8311,WBC_08311,10,9,9,0,False,False
WBC,8312,WBC_08312,10,9,9,0,False,False
WBC,8313,WBC_08313,10,9,9,0,False,False
WBC,8314,WBC_08314,10,9,9,0,False,False
WBC,8315,WBC_08315,10,7,7,0,False,False
WBC,8316,WBC_08316,10,7,7,0,False,False
WBC,8317,WBC_08317,10,7,7,0,False,False
WBC,8318,WBC_08318,10,8,8,0,False,False
WBC,8319,WBC_08319,10,7,7,0,False,False
WBC,8320,WBC_08320,10,9,9,0,False,False
WBC,8321,WBC_08321,10,9,9,0,False,False
WBC,8322,WBC_08322,10,9,9,0,False,False
WBC,8323,WBC_08323,10,9,9,0,False,False
WBC,8324,WBC_08324,10,6,6,0,False,False
WBC,8325,WBC_08325,10,8,8,0,False,False
WBC,8326,WBC_08326,10,6,6,0,False,False
WBC,8327,WBC_08327,10,0,0,0,False,False
WBC,8328,WBC_08328,10,9,9,0,False,False
WBC,8329,WBC_08329,10,7,7,0,False,False
WBC,8330,WBC_08330,10,0,0,0,False,False
WBC,8331,WBC_08331,10,7,7,0,False,False
WBC,8332,WBC_08332,10,6,6,0,False,False
WBC,8333,WBC_08333,10,8,8,0,False,False
WBC,8334,WBC_08334,10,9,9,0,False,False
