entity_name,common_value_G,common_value_rank,common_rank_G,common_rank_rank,weighted_mean,weighted_std,rank_mean,rank_std
CFM4,0.1622918270571713,11,15.737916937174344,1,0.2224361546075192,0.0219550627730262,17.22,12.27972312391448
Fourier Transform Sharpness Index,0.1409080586190143,8,20.150812624798,24,0.1798389665375845,0.0500692734756838,23.98,11.216042082659998
