domain,resolution,operator,height,width,megapixels,kernel_n_measurements,kernel_median_ms,kernel_mean_ms,kernel_sd_ms,kernel_iqr_ms,kernel_p5_ms,kernel_p95_ms,kernel_bootstrap_mean_ci_low_ms,kernel_bootstrap_mean_ci_high_ms,preprocessing_n_measurements,preprocessing_median_ms,preprocessing_mean_ms,preprocessing_sd_ms,preprocessing_iqr_ms,preprocessing_p5_ms,preprocessing_p95_ms,preprocessing_bootstrap_mean_ci_low_ms,preprocessing_bootstrap_mean_ci_high_ms,combined_n_measurements,combined_median_ms,combined_mean_ms,combined_sd_ms,combined_iqr_ms,combined_p5_ms,combined_p95_ms,combined_bootstrap_mean_ci_low_ms,combined_bootstrap_mean_ci_high_ms,io_mean_ms,kernel_megapixels_per_second
TBI,native,Mean Absolute Laplacian,2112,2816,5.947391999999998,21,167.340068,168.0779308571429,4.789626802891267,4.405796000000009,163.137908,176.425882,166.18325640357145,170.29193070714285,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,172.694329,173.1590958095238,4.107779673350685,4.463422000000008,168.499055,180.553862,171.66875203809525,174.92429223690476,224.10748571428567,35.5407528578272
TBI,native,Spatial Frequency,2112,2816,5.947391999999998,21,48.479966,48.316831619047626,1.618694327907016,2.4655740000000037,45.939129,50.539237,47.62398820357143,48.99313371428572,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,55.848206,56.796284809523804,4.1315753892107745,3.7290789999999987,53.200278,60.066006,55.309672415476186,58.705535674999986,224.10748571428567,122.67731375884212
TBI,native,Modified Tenengrad,2112,2816,5.947391999999998,21,378.510835,382.165782952381,10.226878164687568,17.191967000000034,371.170573,398.829141,378.23563981666666,386.4689280154762,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,385.945574,388.4968125714286,9.818720150919344,10.68273499999998,378.119719,399.346756,384.731061125,393.0121466773809,224.10748571428567,15.712607011632832
TBI,native,Absolute Central Moment 2,2112,2816,5.947391999999998,21,30.440099,30.628004476190476,1.0539936525440574,0.24947299999999828,29.59295,32.417332,30.257045107142858,31.13468766309523,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,37.425738,38.04940061904762,2.3455462190408536,1.0893269999999973,36.398453,41.077388,37.20843991309523,39.12234444523809,224.10748571428567,195.38017928259686
TBI,native,Absolute Central Moment 4,2112,2816,5.947391999999998,21,103.120812,102.93566847619047,2.098891370711635,2.758488,99.837461,106.331483,102.06379957738096,103.83340755119048,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,108.984563,110.80879333333334,5.5229230442196675,2.829976000000002,107.314486,126.661173,108.8589228845238,113.30808160000001,224.10748571428567,57.67402219447222
TBI,native,Image Power,2112,2816,5.947391999999998,21,15.392909,15.589693619047617,0.8196871994726084,0.34540299999999924,14.997435,16.391248,15.326669286904764,15.983953335714284,21,7.126106,11.214210238095237,5.331884799455779,9.506787000000001,6.614924,18.305274,9.032936845238096,13.516036592857139,21,22.958136,23.242053619047617,0.8686883869302315,1.0965930000000021,22.21026,24.400245,22.901092936904764,23.62751164047619,224.10748571428567,386.3721925465809
TBI,128,Tenengrad,96,128,0.012288,21,0.039925,0.043018714285714285,0.010714867214029566,0.004421000000000001,0.034364,0.058411,0.03955932142857142,0.04819126666666666,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.400944,16.19243152380952,0.8836829136949306,0.571987,15.741697,16.806484,15.781184394047619,16.47947987142857,224.10748571428567,307.777082028804
TBI,128,Brenner Gradient,96,128,0.012288,21,0.022062,0.02214776190476191,0.002857606986706917,0.004454,0.018314,0.02562,0.020986460714285712,0.023353890476190475,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.635798,15.962220142857142,2.6330771193662046,0.32213599999999865,14.314513,16.067279,15.11088075595238,17.185820736904763,224.10748571428567,556.9757954854501
TBI,128,Variance of Laplacian,96,128,0.012288,21,0.046642,0.04917314285714286,0.012105825045347856,0.010034000000000001,0.03548,0.078642,0.04446995,0.05448774523809523,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.108561,15.975662380952382,0.9719193396491538,0.5688120000000012,14.703314,16.789695,15.53297976547619,16.31654790119048,224.10748571428567,263.453539728142
TBI,128,Sum Modified Laplacian,96,128,0.012288,21,0.064573,0.06538295238095239,0.011340373646737529,0.009788999999999999,0.049928,0.089767,0.06078043095238094,0.0702422988095238,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.935985,16.005264809523812,0.4125246295761766,0.47540599999999955,15.513044,16.542364,15.848328925,16.17870575,224.10748571428567,190.29625385222926
TBI,128,Normalized Variance,96,128,0.012288,21,0.042326,0.04840480952380952,0.02128068195011393,0.009803,0.034044,0.076825,0.041304691666666664,0.05792774642857142,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.85111,15.84539961904762,0.3366766252627996,0.34361400000000053,15.361571,16.433974,15.705891717857147,15.982084567857143,224.10748571428567,290.3180078438785
TBI,128,Energy of Gradient,96,128,0.012288,21,0.042982,0.045207142857142855,0.009306699749565979,0.007653,0.035397,0.060043,0.04173452857142857,0.049539520238095235,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.216358,16.24366995238095,0.9022353178023167,0.929252,15.361803,17.511121,15.86233326785714,16.62201794404762,224.10748571428567,285.88711553673636
TBI,128,Histogram Entropy,96,128,0.012288,21,0.086784,0.09047342857142857,0.018271354748817695,0.020529000000000006,0.067634,0.123665,0.08315308452380951,0.09822372261904763,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.964488,16.535525,2.94999266828533,0.4178189999999997,15.49162,16.582615,15.672257608333332,17.92768707142857,224.10748571428567,141.5929203539823
TBI,128,GLCM Contrast,96,128,0.012288,21,2.996049,3.055621666666667,0.15751921096816518,0.14092899999999986,2.923413,3.217747,2.9953866380952383,3.125099923809524,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,18.723262,19.191005999999998,2.227148347412426,0.6424619999999983,18.1844,21.740976,18.395355778571428,20.213088245238094,224.10748571428567,4.1014015458358655
TBI,128,Variance of Gradient,96,128,0.012288,21,0.064085,0.06542733333333332,0.00969897046254567,0.008866000000000006,0.04872,0.07549,0.06148727261904762,0.0698165607142857,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.84573,15.937356809523811,0.5756079459614521,0.7337929999999986,15.29773,16.82334,15.721915014285717,16.18743919285714,224.10748571428567,191.74533822267298
TBI,128,Fourier Transform Sharpness Index,96,128,0.012288,21,0.216134,0.22153280952380952,0.03350795271218319,0.03822400000000001,0.17233,0.275101,0.20749472023809526,0.23660907976190476,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.652226,16.674203190476195,0.4032652603625333,0.7875680000000003,16.157465,17.301392,16.509431905952383,16.842730102380955,224.10748571428567,56.85361858846827
TBI,128,Fourier High Frequency Energy Ratio,96,128,0.012288,21,0.251952,0.24961704761904763,0.016134483897776806,0.021718000000000015,0.225454,0.278997,0.24264577619047617,0.25640032976190474,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.396239,16.260326333333335,0.8769120239236281,0.4967989999999993,15.881312,17.207093,15.848009433333335,16.559236679761906,224.10748571428567,48.771194513240616
TBI,128,Roberts Focus Measure,96,128,0.012288,21,0.039764,0.040913476190476195,0.005844884076002259,0.0041069999999999995,0.032011,0.048895,0.038590021428571424,0.0435155619047619,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.872726,15.869362428571431,0.7292321759724797,0.5574529999999989,15.370398,16.766041,15.539687542857147,16.138725063095244,224.10748571428567,309.02323709888344
TBI,128,Wavelet W1,96,128,0.012288,21,0.127235,0.1311532857142857,0.017922550946064732,0.012931999999999999,0.110661,0.159051,0.12406553809523808,0.13916762500000002,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.327087,16.581197666666668,0.6578266398051491,0.9479450000000007,15.858557,17.578269,16.301961764285718,16.867409205952377,224.10748571428567,96.57719966990217
TBI,128,Wavelet W2,96,128,0.012288,21,0.172646,0.17736790476190478,0.021188438604353932,0.016808000000000017,0.160334,0.202095,0.1693014154761905,0.18737938571428572,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.627236,17.655518380952383,5.271006488803589,0.529873000000002,16.206751,17.868911,16.212891344047616,20.06403096785714,224.10748571428567,71.17454212666382
TBI,128,Wavelet W3,96,128,0.012288,21,0.194201,0.19849066666666668,0.01799287320394754,0.02016799999999999,0.181154,0.222082,0.19149832500000002,0.20650943095238092,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.107731,15.935908952380952,0.7767474449465201,0.4570629999999998,15.60129,16.476884,15.565449353571431,16.18578176547619,224.10748571428567,63.27464843126451
TBI,128,Wavelet Detail Energy (db1),96,128,0.012288,21,0.130768,0.14213685714285715,0.03461143352605569,0.023647,0.11942,0.181311,0.13002540952380953,0.1585826702380952,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.379626,16.27315742857143,0.9616899157046709,0.47737800000000163,15.505594,17.111429,15.838554195238094,16.60768495595238,224.10748571428567,93.96794322770097
TBI,128,Curvelet Transform Sharpness Index,96,128,0.012288,21,0.128845,0.13198604761904761,0.014891558727937756,0.01720999999999999,0.112104,0.157952,0.12586225,0.1380256511904762,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.4144,16.37112747619048,0.4312561090179035,0.3503849999999993,15.649699,16.982405,16.19351433333333,16.552225804761903,224.10748571428567,95.370406302146
TBI,128,DCT Focus Measure,96,128,0.012288,21,0.090883,0.0933462857142857,0.010266262158852449,0.013505000000000003,0.078965,0.109521,0.08916348928571428,0.0978171357142857,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.834689,15.70449695238095,0.8478362639802852,0.41947199999999896,14.913589,16.519727,15.314634160714286,16.00095985714286,224.10748571428567,135.20680435284928
TBI,128,Intensity Skewness Index,96,128,0.012288,21,0.139138,0.14422814285714283,0.014253115418341754,0.022804999999999992,0.128797,0.17095,0.1386113619047619,0.1505368226190476,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.748122,15.665879857142857,0.9181103871954225,0.33214000000000077,14.531924,16.559371,15.242708076190478,15.987321483333332,224.10748571428567,88.31519786111629
TBI,128,Squared Gradient,96,128,0.012288,21,0.045312,0.046656666666666666,0.012241687654622352,0.011819000000000003,0.032585,0.070655,0.041951611904761904,0.052054552380952385,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.584927,16.713339095238094,4.511237214882353,1.3163910000000012,15.095798,17.357723,15.460809559523808,18.78679004404762,224.10748571428567,271.1864406779661
TBI,128,Gradient Squared Energy,96,128,0.012288,21,0.043311,0.0444922380952381,0.006442742326872633,0.005778999999999999,0.036687,0.056844,0.04205984761904762,0.04702404761904762,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.087633,16.217230285714283,0.5054572572479437,0.7686020000000013,15.519989,16.852191,16.00960978809524,16.423675934523803,224.10748571428567,283.71545334903374
TBI,128,Mean Intensity,96,128,0.012288,21,0.013622,0.013901761904761908,0.0034839950904781984,0.0012259999999999997,0.009192,0.019936,0.01256255,0.015413542857142857,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.586265,15.447443285714288,0.6981408344740436,0.3769840000000002,14.52576,16.168571,15.115700682142856,15.694470488095236,224.10748571428567,902.0701805902216
TBI,128,Intensity Variance,96,128,0.012288,21,0.032482,0.033013333333333325,0.008041153022628866,0.006429000000000001,0.021649,0.039478,0.030049957142857138,0.03653974642857143,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.950418,16.005695761904764,0.4244186127056521,0.47535499999999864,15.404872,16.730247,15.833811209523812,16.17402847976191,224.10748571428567,378.301828705129
TBI,128,Intensity Range Index,96,128,0.012288,21,0.01499,0.014853380952380953,0.002784201509880175,0.002695000000000001,0.010588,0.019559,0.01368662380952381,0.016004646428571433,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.43162,16.352291047619048,5.000704180245673,0.5353769999999987,14.839306,16.585208,14.985512639285714,18.64778952857143,224.10748571428567,819.74649766511
TBI,128,Maximal Intensity,96,128,0.012288,21,0.012522,0.012320571428571429,0.0021962512281482865,0.0020230000000000005,0.008243,0.014925,0.011357065476190477,0.01320081904761905,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.426042,16.250636047619047,1.1515530921850483,1.0152669999999997,15.290601,17.489084,15.707669920238093,16.645737375,224.10748571428567,981.312889314806
TBI,128,Laplacian Energy,96,128,0.012288,21,0.159886,0.16407390476190478,0.03420681331095424,0.01869599999999999,0.136264,0.185094,0.1519833988095238,0.17971275833333328,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.278258,16.501568333333335,0.9227215992644442,0.6361290000000004,15.32042,18.141271,16.118075414285713,16.900437057142852,224.10748571428567,76.85475901579875
TBI,128,Mean Absolute Laplacian,96,128,0.012288,21,0.162507,0.16940285714285713,0.03518666054669826,0.01613400000000001,0.138227,0.219404,0.1570974714285715,0.18541306666666668,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.509821,16.56661552380952,1.1250383275647817,0.3981710000000014,16.118058,18.062533,16.065868533333333,17.016917142857142,224.10748571428567,75.61520426812383
TBI,128,Spatial Frequency,96,128,0.012288,21,0.026446,0.026870047619047616,0.004203444390927402,0.0036689999999999987,0.021672,0.031136,0.02532897380952381,0.028725344047619047,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,12.535645,13.082702904761906,1.1971788807369976,0.9374529999999996,11.953897,15.086542,12.597282035714287,13.634510604761905,224.10748571428567,464.64493685245407
TBI,128,Modified Tenengrad,96,128,0.012288,21,0.366021,0.3616748571428571,0.036690205933308295,0.05707200000000001,0.313197,0.405541,0.3468105738095238,0.3777714738095238,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.527813,16.848280428571428,0.7219836547112111,0.9195010000000003,16.123791,18.095462,16.577190721428572,17.166885791666665,224.10748571428567,33.57184423844534
TBI,128,Absolute Central Moment 2,96,128,0.012288,21,0.028816,0.03127752380952381,0.007022435885211396,0.003278000000000003,0.025655,0.047091,0.028736376190476184,0.034369223809523806,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,15.741173,15.745537333333331,1.035571389360209,0.9227029999999985,14.794519,16.998842,15.258746813095236,16.11441512738095,224.10748571428567,426.4297612437535
TBI,128,Absolute Central Moment 4,96,128,0.012288,21,0.165315,0.1749247142857143,0.021133865600364878,0.01238800000000001,0.158183,0.20984,0.1672194404761905,0.1849093261904762,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.881255,16.656597523809527,1.5517276230284625,0.8505210000000005,15.834805,17.84509,15.895497832142857,17.162559296428572,224.10748571428567,74.33082297432175
TBI,128,Image Power,96,128,0.012288,21,0.014762,0.014922476190476189,0.0024285431356895356,0.0015709999999999995,0.010841,0.019414,0.013925364285714286,0.015912995238095237,21,8.677695,8.708944285714287,0.37251269377487567,0.4149440000000002,8.315435,9.259678,8.562996032142859,8.864913709523808,21,16.220031,16.077131095238094,0.8532186373166556,0.644025000000001,15.288841,16.810776,15.671445555952383,16.37102769285714,224.10748571428567,832.4075328546268
TBI,512,Tenengrad,384,512,0.196608,21,0.534616,0.5319254761904761,0.06439467278014467,0.07086099999999995,0.42297,0.636383,0.5052660023809522,0.5616822154761906,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.516956,17.297106999999997,0.9037619522907566,0.47532399999999697,16.630999,17.880156,16.880272236904755,17.595294852380956,224.10748571428567,367.75554790728296
TBI,512,Brenner Gradient,384,512,0.196608,21,0.268766,0.28092880952380955,0.036599385566726456,0.04983899999999997,0.247458,0.354671,0.2663510071428571,0.29789757023809527,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.050032,17.050141047619054,0.801019486532037,0.4365950000000005,16.71333,17.892914,16.67726034166667,17.33980227380953,224.10748571428567,731.5211001391546
TBI,512,Variance of Laplacian,384,512,0.196608,21,0.382604,0.38077457142857146,0.03643305726064096,0.047101000000000004,0.320734,0.431226,0.365117455952381,0.3966257642857143,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.733498,18.31209966666667,3.5174748377813785,1.1355649999999997,16.363992,19.063456,17.191409939285716,19.99600716071428,224.10748571428567,513.8681247451674
TBI,512,Sum Modified Laplacian,384,512,0.196608,21,0.632513,0.6311565714285714,0.04063674363869652,0.04459400000000002,0.583997,0.694093,0.6153518654761905,0.649484482142857,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.558794,17.66515257142857,0.4713752287718955,0.5100650000000009,17.253654,18.329064,17.492909748809524,17.885598648809523,224.10748571428567,310.8362990167791
TBI,512,Normalized Variance,384,512,0.196608,21,0.361031,0.3723324761904761,0.07455474676076572,0.045736,0.325564,0.442737,0.3474385523809524,0.4069635726190476,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.438348,17.314346857142855,0.7407773207784027,0.35412900000000036,16.724506,18.254307,16.980833258333334,17.587972598809525,224.10748571428567,544.5737346654442
TBI,512,Energy of Gradient,384,512,0.196608,21,0.521376,0.5397584761904761,0.08385659742537796,0.06398699999999996,0.431885,0.655933,0.5055358678571429,0.5790701988095237,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.78202,17.794906761904763,0.4279951584250583,0.5669170000000001,17.126337,18.487874,17.617477407142854,17.981341591666663,224.10748571428567,377.0944577425889
TBI,512,Histogram Entropy,384,512,0.196608,21,0.95657,0.9482955238095236,0.05091528045647894,0.053703999999999974,0.844528,0.995387,0.9275892916666667,0.9684761952380952,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.665973,17.75293919047619,0.6597563602417654,0.7066440000000007,17.118077,18.613673,17.501514161904762,18.071712854761905,224.10748571428567,205.534357130163
TBI,512,GLCM Contrast,384,512,0.196608,21,47.505446,47.70935766666666,0.5578929786896705,0.939001999999995,47.026558,48.512025,47.49037246785715,47.940656009523806,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,65.374739,66.218164,3.8751814743329898,1.5527119999999996,63.507952,74.918822,64.88560903095238,68.03576482738094,224.10748571428567,4.1386412833593855
TBI,512,Variance of Gradient,384,512,0.196608,21,0.670385,0.6761074285714285,0.05701127468805747,0.06664899999999996,0.579777,0.764591,0.6511761499999998,0.6992844749999999,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.594151,17.58839576190476,0.9472843135947574,0.5542520000000017,17.052799,18.416084,17.17680711666667,17.97232537738095,224.10748571428567,293.2762517061092
TBI,512,Fourier Transform Sharpness Index,384,512,0.196608,21,2.84437,2.861523523809524,0.1290767227809178,0.18132500000000018,2.725325,3.139613,2.8108445011904757,2.9183724345238096,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,20.715257,20.548408619047617,0.8696213655692046,0.6591929999999984,19.988169,21.530673,20.14823773690476,20.873947747619052,224.10748571428567,69.12180904734616
TBI,512,Fourier High Frequency Energy Ratio,384,512,0.196608,21,3.114936,3.224628476190476,0.3111318987237758,0.22090299999999985,2.994508,4.007857,3.1058462130952385,3.3672377083333336,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,20.541354,20.531892190476192,0.8151179431612099,0.729180999999997,20.045897,21.445748,20.150419303571432,20.826543492857144,224.10748571428567,63.11782970821873
TBI,512,Roberts Focus Measure,384,512,0.196608,21,0.546571,0.5505082380952381,0.0646277237591614,0.059004999999999974,0.468677,0.613331,0.526330694047619,0.5798907738095237,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.650745,17.98184557142857,0.6811221277446924,1.000467999999998,17.321954,19.103599,17.701644959523808,18.29074599047619,224.10748571428567,359.711730040562
TBI,512,Wavelet W1,384,512,0.196608,21,1.679823,1.6912848571428571,0.12040887983130052,0.08457899999999996,1.592466,1.740569,1.651047567857143,1.7501090297619046,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,18.63092,18.458702476190474,0.7289512013039434,0.585802000000001,17.853372,19.171244,18.103077719047622,18.716077798809522,224.10748571428567,117.04090252365874
TBI,512,Wavelet W2,384,512,0.196608,21,2.091498,2.073088761904762,0.07228662684612194,0.10740499999999997,1.94958,2.164364,2.04208375952381,2.1027808964285715,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,19.253644,19.686438380952378,2.1289083303606917,0.4824459999999995,18.640869,19.982018,19.114749832142856,20.64260104047619,224.10748571428567,94.00343677115636
TBI,512,Wavelet W3,384,512,0.196608,21,2.123476,2.1472364761904763,0.10475151921791827,0.12096200000000001,2.046837,2.220312,2.1094446749999998,2.1932189249999996,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,18.941668,18.986725047619046,0.8349819346407128,0.6176589999999997,18.476221,20.130347,18.610944576190477,19.318294083333335,224.10748571428567,92.58781356605867
TBI,512,Wavelet Detail Energy (db1),384,512,0.196608,21,1.731015,1.7341398095238099,0.09327673506754997,0.067326,1.607275,1.911086,1.6986744559523805,1.7732255833333335,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,18.705486,19.35327861904762,2.5746692725497478,1.1470289999999999,18.104361,19.706745,18.62255829166667,20.592447873809522,224.10748571428567,113.57960502941916
TBI,512,Curvelet Transform Sharpness Index,384,512,0.196608,21,1.721441,1.853323714285714,0.5674162789474888,0.0682020000000001,1.634655,1.837878,1.7114127714285712,2.108331239285714,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,19.300473,20.60598961904762,2.484000679115637,2.735831000000001,18.366375,24.948082,19.640458947619045,21.660094892857146,224.10748571428567,114.21129158652548
TBI,512,DCT Focus Measure,384,512,0.196608,21,1.286103,1.3255582857142858,0.08717671888304974,0.10159399999999996,1.245483,1.476942,1.2913394214285714,1.3631478416666665,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,18.336138,18.251178619047614,0.8978927981562429,0.646487999999998,17.272882,19.0273,17.836781782142854,18.597514391666667,224.10748571428567,152.87111529947447
TBI,512,Intensity Skewness Index,384,512,0.196608,21,1.688369,1.7005182857142858,0.05370172690067131,0.0869629999999999,1.617737,1.768265,1.678655586904762,1.7225529785714289,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,18.664635,18.71790780952381,0.4433543153669109,0.7395700000000005,18.208315,19.234484,18.534358586904762,18.906803991666663,224.10748571428567,116.44847779128851
TBI,512,Squared Gradient,384,512,0.196608,21,0.343443,0.34060733333333326,0.05070961694721558,0.068434,0.267638,0.403658,0.31881620714285713,0.36208840357142863,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,13.61292,13.58472457142857,0.6362128481465595,0.38321399999999883,13.287084,14.260938,13.274464183333334,13.80085463214286,224.10748571428567,572.4618058891868
TBI,512,Gradient Squared Energy,384,512,0.196608,21,0.508252,0.5212281904761904,0.07281795908745249,0.05496999999999996,0.445134,0.612233,0.4927027083333333,0.5556675607142857,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.525136,18.22038338095238,2.524966939910491,0.5835809999999988,17.107223,19.150861,17.50223003809524,19.44624123809524,224.10748571428567,386.8317291422365
TBI,512,Mean Intensity,384,512,0.196608,21,0.139285,0.13754623809523808,0.022350446185489814,0.01941000000000001,0.099705,0.160236,0.12813702261904764,0.1468119226190476,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,16.817015,16.901619333333333,0.681651480134191,0.6812629999999977,16.165719,17.572786,16.64580222619048,17.209473285714285,224.10748571428567,1411.5518541120723
TBI,512,Intensity Variance,384,512,0.196608,21,0.339483,0.3379095238095238,0.03292484428606921,0.04238999999999998,0.291981,0.394377,0.3237447380952382,0.35159194166666663,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.782654,17.521582714285714,0.9374658701005676,0.7203699999999991,16.897193,18.479899,17.062143313095238,17.868434808333337,224.10748571428567,579.1394561730632
TBI,512,Intensity Range Index,384,512,0.196608,21,0.159473,0.16001690476190478,0.03242648911600632,0.023123000000000005,0.10975,0.223567,0.1465610130952381,0.17399118809523811,21,9.629226,11.772007047619045,3.2125810553673264,6.393504,9.307384,16.313315,10.508206035714286,13.069022578571426,21,17.110932,17.133233047619047,0.5708488912578773,0.7333189999999981,16.479971,17.879,16.908964438095236,17.371562702380956,224.10748571428567,1232.860735046058
