domain,resolution,operator,height,width,megapixels,kernel_n_measurements,kernel_median_ms,kernel_mean_ms,kernel_sd_ms,kernel_iqr_ms,kernel_p5_ms,kernel_p95_ms,kernel_bootstrap_mean_ci_low_ms,kernel_bootstrap_mean_ci_high_ms,preprocessing_n_measurements,preprocessing_median_ms,preprocessing_mean_ms,preprocessing_sd_ms,preprocessing_iqr_ms,preprocessing_p5_ms,preprocessing_p95_ms,preprocessing_bootstrap_mean_ci_low_ms,preprocessing_bootstrap_mean_ci_high_ms,combined_n_measurements,combined_median_ms,combined_mean_ms,combined_sd_ms,combined_iqr_ms,combined_p5_ms,combined_p95_ms,combined_bootstrap_mean_ci_low_ms,combined_bootstrap_mean_ci_high_ms,io_mean_ms,kernel_megapixels_per_second
WBC,native,Intensity Variance,200,200,0.04000000000000001,21,0.045373,0.04826061904761905,0.00861511653708869,0.0020960000000000006,0.044538,0.057897,0.0456275988095238,0.0523650238095238,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.083643,0.0906942857142857,0.0148841358202042,0.012994000000000006,0.07968,0.118061,0.08515777738095238,0.09722490833333333,7.448814666666666,881.5815573138212
WBC,native,Intensity Range Index,200,200,0.04000000000000001,21,0.02389,0.024554809523809527,0.0020457972435959444,0.0005359999999999983,0.023573,0.029284,0.023862836904761906,0.02550697619047619,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.060121,0.06501719047619048,0.01499228093593182,0.004659000000000003,0.058841,0.075123,0.06064358095238094,0.07203672857142857,7.448814666666666,1674.340728338217
WBC,native,Maximal Intensity,200,200,0.04000000000000001,21,0.017196,0.017870190476190477,0.002636629773385858,0.00027500000000000094,0.016977,0.018664,0.01718465714285714,0.019054795238095237,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.053112,0.05794076190476191,0.01613781538159599,0.001453999999999997,0.052282,0.065908,0.05345845833333334,0.06540163333333333,7.448814666666666,2326.122354035823
WBC,native,Laplacian Energy,200,200,0.04000000000000001,21,0.310387,0.3354925238095238,0.054165328640763406,0.038702000000000014,0.295845,0.440257,0.3156338226190476,0.35977389047619046,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.382377,0.4264867142857143,0.15389683076793456,0.05103200000000002,0.347209,0.660771,0.37546967619047616,0.5025984869047616,7.448814666666666,128.87137670069947
WBC,native,Mean Absolute Laplacian,200,200,0.04000000000000001,21,0.320421,0.33364157142857137,0.0426617205004339,0.029239999999999988,0.298621,0.376846,0.3186187511904761,0.35375201785714283,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.376815,0.41751933333333335,0.1381754359636087,0.03331600000000001,0.351702,0.563259,0.37506108809523814,0.4879370357142857,7.448814666666666,124.83576294936977
WBC,native,Spatial Frequency,200,200,0.04000000000000001,21,0.100935,0.10526414285714286,0.014786672378482302,0.005722999999999992,0.097708,0.122023,0.10054804642857144,0.11235182023809524,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.155424,0.16738490476190476,0.032818582030466774,0.02653899999999998,0.143561,0.21375,0.15532050952380955,0.18198627142857143,7.448814666666666,396.2946450686086
WBC,native,Modified Tenengrad,200,200,0.04000000000000001,21,0.785728,0.7959169047619047,0.04731086148645442,0.05175700000000005,0.759038,0.863131,0.7779083392857143,0.8167295047619048,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.84518,0.8676079523809525,0.08123985886772342,0.04575000000000007,0.798169,0.931406,0.8406973071428572,0.9070544333333331,7.448814666666666,50.90820232955935
WBC,native,Absolute Central Moment 2,200,200,0.04000000000000001,21,0.057038,0.06340561904761904,0.01521689995852043,0.009499999999999995,0.053513,0.096721,0.05764002857142857,0.07051095595238095,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.101132,0.10923000000000001,0.024698676059659558,0.014969999999999997,0.0911,0.169074,0.1003326119047619,0.11998367380952381,7.448814666666666,701.286861390652
WBC,native,Absolute Central Moment 4,200,200,0.04000000000000001,21,0.506624,0.513706380952381,0.024226128678507822,0.024073999999999984,0.488459,0.557294,0.5042677023809523,0.5243508297619048,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.563492,0.5891051428571428,0.07994354577468135,0.04617300000000002,0.538064,0.757336,0.562010069047619,0.6264333154761905,7.448814666666666,78.95401718039415
WBC,native,Image Power,200,200,0.04000000000000001,21,0.027412,0.030146095238095243,0.0059466207454718515,0.004648000000000003,0.02659,0.037654,0.02801438690476191,0.03303227023809525,21,0.033551,0.036450809523809524,0.006440896378758532,0.0035309999999999994,0.032866,0.04988,0.03420080952380952,0.03930560357142856,21,0.068742,0.07790542857142857,0.021075527337581446,0.010959999999999998,0.063146,0.12535,0.07012442261904762,0.08757713452380952,7.448814666666666,1459.2149423610101
WBC,128,Tenengrad,128,128,0.016384000000000003,21,0.042754,0.056490476190476195,0.047512269163468755,0.004957999999999997,0.041379,0.076244,0.04359951190476191,0.07883653095238093,21,0.112158,0.11678166666666666,0.008215889503476376,0.009010000000000004,0.111019,0.134006,0.11366465714285715,0.12041565357142857,21,0.167829,0.1766422857142857,0.023230823354205198,0.019033999999999995,0.161552,0.240427,0.16820584404761907,0.18693730357142851,7.448814666666666,383.21560555737483
WBC,128,Brenner Gradient,128,128,0.016384000000000003,21,0.019132,0.022156142857142857,0.0113258791547752,0.0006929999999999992,0.018677,0.024989,0.019128222619047616,0.027354283333333333,21,0.112158,0.11678166666666666,0.008215889503476376,0.009010000000000004,0.111019,0.134006,0.11366465714285715,0.12041565357142857,21,0.134913,0.147400619047619,0.02696768824811684,0.016487,0.131302,0.190103,0.13786488214285716,0.16019957619047617,7.448814666666666,856.3662973029482
