domain,resolution,operator,image_index,repeat,height,width,megapixels,kernel_ms,combined_ms
TBF,native,Squared Gradient,2,4,2160,2560,5.5296,17.745274,43.172455
TBF,native,Squared Gradient,2,5,2160,2560,5.5296,36.295676,33.302873
TBF,native,Squared Gradient,2,6,2160,2560,5.5296,18.950168,41.923524
PBS,native,Intensity Skewness Index,0,0,2160,2560,5.5296,56.59611,59.621518
PBS,native,Intensity Skewness Index,0,1,2160,2560,5.5296,53.325135,64.015767
PBS,native,Intensity Skewness Index,0,2,2160,2560,5.5296,56.975221,58.845372
PBS,native,Intensity Skewness Index,0,3,2160,2560,5.5296,52.501626,71.163379
PBS,native,Intensity Skewness Index,0,4,2160,2560,5.5296,64.441152,58.268241
PBS,native,Intensity Skewness Index,0,5,2160,2560,5.5296,51.498849,61.379181
PBS,native,Intensity Skewness Index,0,6,2160,2560,5.5296,55.468128,59.546134
PBS,native,Intensity Skewness Index,1,0,2160,2560,5.5296,50.603276,60.138808
PBS,native,Intensity Skewness Index,1,1,2160,2560,5.5296,55.0102,58.743101
PBS,native,Intensity Skewness Index,1,2,2160,2560,5.5296,49.759419,61.244781
PBS,native,Intensity Skewness Index,1,3,2160,2560,5.5296,54.463719,57.920825
PBS,native,Intensity Skewness Index,1,4,2160,2560,5.5296,52.168647,64.489237
PBS,native,Intensity Skewness Index,1,5,2160,2560,5.5296,55.68193,58.764864
PBS,native,Intensity Skewness Index,1,6,2160,2560,5.5296,51.76578,63.064402
PBS,native,Intensity Skewness Index,2,0,2160,2560,5.5296,54.850034,60.384809
PBS,native,Intensity Skewness Index,2,1,2160,2560,5.5296,55.407437,62.068004
PBS,native,Intensity Skewness Index,2,2,2160,2560,5.5296,56.039932,59.123514
PBS,native,Intensity Skewness Index,2,3,2160,2560,5.5296,52.665659,61.635896
PBS,native,Intensity Skewness Index,2,4,2160,2560,5.5296,57.05144,57.698726
PBS,native,Intensity Skewness Index,2,5,2160,2560,5.5296,49.922061,72.455043
PBS,native,Intensity Skewness Index,2,6,2160,2560,5.5296,63.2313,56.811933
BMA,native,Wavelet W1,0,0,2160,2560,5.5296,135.276052,141.034907
BMA,native,Wavelet W1,0,1,2160,2560,5.5296,141.31561,138.297387
BMA,native,Wavelet W1,0,2,2160,2560,5.5296,132.528088,142.804396
BMA,native,Wavelet W1,0,3,2160,2560,5.5296,133.40164,138.062091
BMA,native,Wavelet W1,0,4,2160,2560,5.5296,131.061539,139.241247
BMA,native,Wavelet W1,0,5,2160,2560,5.5296,137.94111,143.100905
BMA,native,Wavelet W1,0,6,2160,2560,5.5296,139.829389,156.818172
BMA,native,Wavelet W1,1,0,2160,2560,5.5296,136.820389,136.382737
BMA,native,Wavelet W1,1,1,2160,2560,5.5296,135.266616,135.967279
BMA,native,Wavelet W1,1,2,2160,2560,5.5296,141.646691,138.841982
BMA,native,Wavelet W1,1,3,2160,2560,5.5296,142.592383,147.847286
BMA,native,Wavelet W1,1,4,2160,2560,5.5296,137.774778,141.031625
BMA,native,Wavelet W1,1,5,2160,2560,5.5296,133.738698,149.183999
BMA,native,Wavelet W1,1,6,2160,2560,5.5296,148.605452,148.445107
BMA,native,Wavelet W1,2,0,2160,2560,5.5296,133.572409,141.217523
BMA,native,Wavelet W1,2,1,2160,2560,5.5296,137.566168,140.799833
BMA,native,Wavelet W1,2,2,2160,2560,5.5296,132.682781,144.926188
BMA,native,Wavelet W1,2,3,2160,2560,5.5296,146.85202,149.90974
BMA,native,Wavelet W1,2,4,2160,2560,5.5296,132.301654,147.024566
BMA,native,Wavelet W1,2,5,2160,2560,5.5296,150.216624,141.131302
BMA,native,Wavelet W1,2,6,2160,2560,5.5296,132.158091,145.651844
BMA,1024,Fourier Transform Sharpness Index,0,0,864,1024,0.884736,20.532627,31.525341
BMA,1024,Fourier Transform Sharpness Index,0,1,864,1024,0.884736,19.044889,34.30995
BMA,1024,Fourier Transform Sharpness Index,0,2,864,1024,0.884736,18.983495,29.194212
BMA,1024,Fourier Transform Sharpness Index,0,3,864,1024,0.884736,18.747216,26.638806
BMA,1024,Fourier Transform Sharpness Index,0,4,864,1024,0.884736,18.173088,27.159147
BMA,1024,Fourier Transform Sharpness Index,0,5,864,1024,0.884736,18.019138,30.512784
BMA,1024,Fourier Transform Sharpness Index,0,6,864,1024,0.884736,18.460483,28.448652
BMA,1024,Fourier Transform Sharpness Index,1,0,864,1024,0.884736,18.748421,27.369911
BMA,1024,Fourier Transform Sharpness Index,1,1,864,1024,0.884736,18.562283,27.382593
BMA,1024,Fourier Transform Sharpness Index,1,2,864,1024,0.884736,18.250964,26.833318
BMA,1024,Fourier Transform Sharpness Index,1,3,864,1024,0.884736,18.827143,28.261409
BMA,1024,Fourier Transform Sharpness Index,1,4,864,1024,0.884736,18.75613,27.237019
BMA,1024,Fourier Transform Sharpness Index,1,5,864,1024,0.884736,18.154588,27.534113
BMA,1024,Fourier Transform Sharpness Index,1,6,864,1024,0.884736,17.973008,26.603978
BMA,1024,Fourier Transform Sharpness Index,2,0,864,1024,0.884736,19.521349,27.93153
BMA,1024,Fourier Transform Sharpness Index,2,1,864,1024,0.884736,18.343091,27.501715
BMA,1024,Fourier Transform Sharpness Index,2,2,864,1024,0.884736,19.855369,27.04861
BMA,1024,Fourier Transform Sharpness Index,2,3,864,1024,0.884736,18.730068,26.79064
BMA,1024,Fourier Transform Sharpness Index,2,4,864,1024,0.884736,18.564864,27.294342
BMA,1024,Fourier Transform Sharpness Index,2,5,864,1024,0.884736,18.527571,29.202252
BMA,1024,Fourier Transform Sharpness Index,2,6,864,1024,0.884736,18.845771,27.087609
TBF,native,Fourier Transform Sharpness Index,0,0,2160,2560,5.5296,192.905012,213.742409
TBF,native,Fourier Transform Sharpness Index,0,1,2160,2560,5.5296,204.729395,199.147163
TBF,native,Fourier Transform Sharpness Index,0,2,2160,2560,5.5296,190.320542,205.807909
TBF,native,Fourier Transform Sharpness Index,0,3,2160,2560,5.5296,200.716289,210.673444
TBF,native,Fourier Transform Sharpness Index,0,4,2160,2560,5.5296,192.458634,204.780478
TBF,native,Fourier Transform Sharpness Index,0,5,2160,2560,5.5296,202.529034,200.559741
TBF,native,Fourier Transform Sharpness Index,0,6,2160,2560,5.5296,187.897033,210.974676
TBF,native,Fourier Transform Sharpness Index,1,0,2160,2560,5.5296,200.435161,197.705272
TBF,native,Fourier Transform Sharpness Index,1,1,2160,2560,5.5296,189.093427,205.201754
TBF,native,Fourier Transform Sharpness Index,1,2,2160,2560,5.5296,195.603156,198.309246
TBF,native,Fourier Transform Sharpness Index,1,3,2160,2560,5.5296,221.704031,211.306173
TBF,native,Fourier Transform Sharpness Index,1,4,2160,2560,5.5296,201.017894,199.507145
TBF,native,Fourier Transform Sharpness Index,1,5,2160,2560,5.5296,195.636848,210.272442
TBF,native,Fourier Transform Sharpness Index,1,6,2160,2560,5.5296,196.044564,201.626843
TBF,native,Fourier Transform Sharpness Index,2,0,2160,2560,5.5296,245.307611,221.675561
TBF,native,Fourier Transform Sharpness Index,2,1,2160,2560,5.5296,202.857953,200.000606
TBF,native,Fourier Transform Sharpness Index,2,2,2160,2560,5.5296,188.123768,209.427227
TBF,native,Fourier Transform Sharpness Index,2,3,2160,2560,5.5296,201.595254,199.781758
TBF,native,Fourier Transform Sharpness Index,2,4,2160,2560,5.5296,189.653521,205.013661
TBF,native,Fourier Transform Sharpness Index,2,5,2160,2560,5.5296,204.208776,197.986455
TBF,native,Fourier Transform Sharpness Index,2,6,2160,2560,5.5296,187.906176,211.192007
WBC,1024,Image Power,0,0,1024,1024,1.048576,1.618571,2.912923
WBC,1024,Image Power,0,1,1024,1024,1.048576,1.51437,2.076996
WBC,1024,Image Power,0,2,1024,1024,1.048576,1.37376,2.018066
WBC,1024,Image Power,0,3,1024,1024,1.048576,1.574331,2.201511
WBC,1024,Image Power,0,4,1024,1024,1.048576,1.518919,2.227402
WBC,1024,Image Power,0,5,1024,1024,1.048576,1.592082,2.14016
WBC,1024,Image Power,0,6,1024,1024,1.048576,1.341016,2.083625
WBC,1024,Image Power,1,0,1024,1024,1.048576,1.268899,2.296389
WBC,1024,Image Power,1,1,1024,1024,1.048576,1.325524,2.195313
WBC,1024,Image Power,1,2,1024,1024,1.048576,1.43907,1.988855
WBC,1024,Image Power,1,3,1024,1024,1.048576,1.413192,2.109792
WBC,1024,Image Power,1,4,1024,1024,1.048576,1.443638,2.020262
WBC,1024,Image Power,1,5,1024,1024,1.048576,1.412244,2.097671
WBC,1024,Image Power,1,6,1024,1024,1.048576,1.355991,2.183988
WBC,1024,Image Power,2,0,1024,1024,1.048576,1.204119,2.096713
WBC,1024,Image Power,2,1,1024,1024,1.048576,1.347646,1.90837
WBC,1024,Image Power,2,2,1024,1024,1.048576,1.28085,2.123984
WBC,1024,Image Power,2,3,1024,1024,1.048576,1.332746,3.861438
WBC,1024,Image Power,2,4,1024,1024,1.048576,1.466438,2.102268
WBC,1024,Image Power,2,5,1024,1024,1.048576,1.543015,1.895334
WBC,1024,Image Power,2,6,1024,1024,1.048576,1.26619,1.876646
PBS,128,Variance of Gradient,0,0,108,128,0.013824,0.052314,11.876527
PBS,128,Variance of Gradient,0,1,108,128,0.013824,0.064506,8.099038
PBS,128,Variance of Gradient,0,2,108,128,0.013824,0.06853,8.384363
PBS,128,Variance of Gradient,0,3,108,128,0.013824,0.067658,7.813538
PBS,128,Variance of Gradient,0,4,108,128,0.013824,0.089078,8.109469
PBS,128,Variance of Gradient,0,5,108,128,0.013824,0.060506,7.85802
PBS,128,Variance of Gradient,0,6,108,128,0.013824,0.07155,8.030193
PBS,128,Variance of Gradient,1,0,108,128,0.013824,0.053615,10.432516
PBS,128,Variance of Gradient,1,1,108,128,0.013824,0.062817,7.838066
PBS,128,Variance of Gradient,1,2,108,128,0.013824,0.089611,8.154414
PBS,128,Variance of Gradient,1,3,108,128,0.013824,0.066257,8.054721
PBS,128,Variance of Gradient,1,4,108,128,0.013824,0.081487,8.338443
PBS,128,Variance of Gradient,1,5,108,128,0.013824,0.063604,7.787122
PBS,128,Variance of Gradient,1,6,108,128,0.013824,0.087499,8.397947
PBS,128,Variance of Gradient,2,0,108,128,0.013824,0.054246,8.241273
PBS,128,Variance of Gradient,2,1,108,128,0.013824,0.070699,8.200706
PBS,128,Variance of Gradient,2,2,108,128,0.013824,0.084118,8.478279
PBS,128,Variance of Gradient,2,3,108,128,0.013824,0.066178,8.427647
PBS,128,Variance of Gradient,2,4,108,128,0.013824,0.065678,7.896862
PBS,128,Variance of Gradient,2,5,108,128,0.013824,0.069116,8.242479
PBS,128,Variance of Gradient,2,6,108,128,0.013824,0.072065,10.301702
WBC,512,Mean Absolute Laplacian,0,0,512,512,0.262144,3.255489,3.721378
WBC,512,Mean Absolute Laplacian,0,1,512,512,0.262144,3.210992,3.639022
WBC,512,Mean Absolute Laplacian,0,2,512,512,0.262144,3.185166,3.417041
WBC,512,Mean Absolute Laplacian,0,3,512,512,0.262144,3.103902,3.493531
WBC,512,Mean Absolute Laplacian,0,4,512,512,0.262144,3.124805,3.301421
WBC,512,Mean Absolute Laplacian,0,5,512,512,0.262144,3.046134,3.447728
WBC,512,Mean Absolute Laplacian,0,6,512,512,0.262144,3.12605,3.371728
WBC,512,Mean Absolute Laplacian,1,0,512,512,0.262144,3.087903,3.62332
WBC,512,Mean Absolute Laplacian,1,1,512,512,0.262144,3.127444,3.478536
WBC,512,Mean Absolute Laplacian,1,2,512,512,0.262144,3.171054,3.496399
WBC,512,Mean Absolute Laplacian,1,3,512,512,0.262144,3.162927,3.347884
WBC,512,Mean Absolute Laplacian,1,4,512,512,0.262144,3.034653,3.357906
WBC,512,Mean Absolute Laplacian,1,5,512,512,0.262144,3.130728,3.303909
WBC,512,Mean Absolute Laplacian,1,6,512,512,0.262144,3.005196,3.331112
WBC,512,Mean Absolute Laplacian,2,0,512,512,0.262144,3.04754,3.258488
WBC,512,Mean Absolute Laplacian,2,1,512,512,0.262144,2.963154,3.304167
WBC,512,Mean Absolute Laplacian,2,2,512,512,0.262144,3.245734,3.262315
WBC,512,Mean Absolute Laplacian,2,3,512,512,0.262144,2.9838,3.304405
WBC,512,Mean Absolute Laplacian,2,4,512,512,0.262144,3.065481,3.229164
WBC,512,Mean Absolute Laplacian,2,5,512,512,0.262144,3.040468,3.31609
WBC,512,Mean Absolute Laplacian,2,6,512,512,0.262144,3.067163,3.416014
TBI,native,Wavelet W3,0,0,2112,2816,5.947392,152.63763,163.004148
TBI,native,Wavelet W3,0,1,2112,2816,5.947392,147.495476,161.277011
TBI,native,Wavelet W3,0,2,2112,2816,5.947392,151.307072,158.518876
TBI,native,Wavelet W3,0,3,2112,2816,5.947392,145.062123,159.674316
TBI,native,Wavelet W3,0,4,2112,2816,5.947392,121.955237,114.464162
TBI,native,Wavelet W3,0,5,2112,2816,5.947392,107.355695,110.688444
TBI,native,Wavelet W3,0,6,2112,2816,5.947392,101.012181,104.385663
TBI,native,Wavelet W3,1,0,2112,2816,5.947392,95.889176,107.999926
TBI,native,Wavelet W3,1,1,2112,2816,5.947392,103.383635,104.727828
TBI,native,Wavelet W3,1,2,2112,2816,5.947392,98.82919,105.810576
TBI,native,Wavelet W3,1,3,2112,2816,5.947392,102.099585,105.257332
TBI,native,Wavelet W3,1,4,2112,2816,5.947392,99.688113,107.285703
TBI,native,Wavelet W3,1,5,2112,2816,5.947392,101.14357,103.801731
TBI,native,Wavelet W3,1,6,2112,2816,5.947392,97.03692,107.839259
TBI,native,Wavelet W3,2,0,2112,2816,5.947392,99.0758,102.905653
TBI,native,Wavelet W3,2,1,2112,2816,5.947392,96.845979,107.740375
TBI,native,Wavelet W3,2,2,2112,2816,5.947392,99.106591,104.681552
TBI,native,Wavelet W3,2,3,2112,2816,5.947392,98.860186,106.84766
TBI,native,Wavelet W3,2,4,2112,2816,5.947392,100.932432,106.020191
TBI,native,Wavelet W3,2,5,2112,2816,5.947392,96.089978,148.004774
TBI,native,Wavelet W3,2,6,2112,2816,5.947392,150.658228,153.361652
TBI,128,Absolute Central Moment 4,0,0,96,128,0.012288,0.153175,10.440054
TBI,128,Absolute Central Moment 4,0,1,96,128,0.012288,0.164757,17.749952
TBI,128,Absolute Central Moment 4,0,2,96,128,0.012288,0.164438,17.694524
TBI,128,Absolute Central Moment 4,0,3,96,128,0.012288,0.164701,18.267575
TBI,128,Absolute Central Moment 4,0,4,96,128,0.012288,0.165261,16.448138
TBI,128,Absolute Central Moment 4,0,5,96,128,0.012288,0.192404,15.834805
TBI,128,Absolute Central Moment 4,0,6,96,128,0.012288,0.20984,16.659329
TBI,128,Absolute Central Moment 4,1,0,96,128,0.012288,0.17505,16.99007
TBI,128,Absolute Central Moment 4,1,1,96,128,0.012288,0.164357,16.295401
TBI,128,Absolute Central Moment 4,1,2,96,128,0.012288,0.166722,16.631686
TBI,128,Absolute Central Moment 4,1,3,96,128,0.012288,0.17766,17.357124
TBI,128,Absolute Central Moment 4,1,4,96,128,0.012288,0.176826,16.448563
TBI,128,Absolute Central Moment 4,1,5,96,128,0.012288,0.160763,16.089786
TBI,128,Absolute Central Moment 4,1,6,96,128,0.012288,0.16703,16.491481
TBI,128,Absolute Central Moment 4,2,0,96,128,0.012288,0.158183,16.737548
TBI,128,Absolute Central Moment 4,2,1,96,128,0.012288,0.202099,17.230547
TBI,128,Absolute Central Moment 4,2,2,96,128,0.012288,0.165315,17.84509
TBI,128,Absolute Central Moment 4,2,3,96,128,0.012288,0.164285,16.881255
TBI,128,Absolute Central Moment 4,2,4,96,128,0.012288,0.243768,17.22645
TBI,128,Absolute Central Moment 4,2,5,96,128,0.012288,0.165082,17.299084
TBI,128,Absolute Central Moment 4,2,6,96,128,0.012288,0.171703,17.170086
WBC,native,Tenengrad,0,0,200,200,0.04,0.079762,0.157219
WBC,native,Tenengrad,0,1,200,200,0.04,0.081301,0.157579
WBC,native,Tenengrad,0,2,200,200,0.04,0.08304,0.127939
WBC,native,Tenengrad,0,3,200,200,0.04,0.077553,0.120348
WBC,native,Tenengrad,0,4,200,200,0.04,0.101134,0.128183
WBC,native,Tenengrad,0,5,200,200,0.04,0.078596,0.150871
WBC,native,Tenengrad,0,6,200,200,0.04,0.086671,0.120919
WBC,native,Tenengrad,1,0,200,200,0.04,0.103513,0.142169
WBC,native,Tenengrad,1,1,200,200,0.04,0.082947,0.117105
WBC,native,Tenengrad,1,2,200,200,0.04,0.076129,0.117218
WBC,native,Tenengrad,1,3,200,200,0.04,0.083208,0.114017
WBC,native,Tenengrad,1,4,200,200,0.04,0.089467,0.121899
WBC,native,Tenengrad,1,5,200,200,0.04,0.080156,0.178588
WBC,native,Tenengrad,1,6,200,200,0.04,0.225623,0.141597
WBC,native,Tenengrad,2,0,200,200,0.04,0.078587,0.122328
WBC,native,Tenengrad,2,1,200,200,0.04,0.083812,0.128646
WBC,native,Tenengrad,2,2,200,200,0.04,0.079605,0.152287
WBC,native,Tenengrad,2,3,200,200,0.04,0.079098,0.122827
WBC,native,Tenengrad,2,4,200,200,0.04,0.079315,0.114286
WBC,native,Tenengrad,2,5,200,200,0.04,0.080349,0.144437
WBC,native,Tenengrad,2,6,200,200,0.04,0.080603,0.141621
TBI,native,Variance of Gradient,0,0,2112,2816,5.947392,58.980791,57.937526
TBI,native,Variance of Gradient,0,1,2112,2816,5.947392,35.682205,50.97301
TBI,native,Variance of Gradient,0,2,2112,2816,5.947392,40.620457,41.814414
TBI,native,Variance of Gradient,0,3,2112,2816,5.947392,36.673337,45.611745
TBI,native,Variance of Gradient,0,4,2112,2816,5.947392,37.294459,40.80987
TBI,native,Variance of Gradient,0,5,2112,2816,5.947392,35.520574,47.384891
TBI,native,Variance of Gradient,0,6,2112,2816,5.947392,38.545211,39.473886
TBI,native,Variance of Gradient,1,0,2112,2816,5.947392,36.999977,47.272604
TBI,native,Variance of Gradient,1,1,2112,2816,5.947392,40.583602,39.004068
TBI,native,Variance of Gradient,1,2,2112,2816,5.947392,34.62978,50.066134
TBI,native,Variance of Gradient,1,3,2112,2816,5.947392,36.374163,38.678488
TBI,native,Variance of Gradient,1,4,2112,2816,5.947392,33.974455,47.614769
TBI,native,Variance of Gradient,1,5,2112,2816,5.947392,48.349364,37.723406
TBI,native,Variance of Gradient,1,6,2112,2816,5.947392,33.807436,50.313581
TBI,native,Variance of Gradient,2,0,2112,2816,5.947392,40.881828,39.981059
TBI,native,Variance of Gradient,2,1,2112,2816,5.947392,34.634079,44.113905
TBI,native,Variance of Gradient,2,2,2112,2816,5.947392,37.006736,60.00465
TBI,native,Variance of Gradient,2,3,2112,2816,5.947392,33.786646,53.88853
TBI,native,Variance of Gradient,2,4,2112,2816,5.947392,40.034828,39.831291
TBI,native,Variance of Gradient,2,5,2112,2816,5.947392,34.046024,51.474751
TBI,native,Variance of Gradient,2,6,2112,2816,5.947392,40.914051,38.246017
TBF,512,Intensity Variance,0,0,432,512,0.221184,0.357592,7.50014
TBF,512,Intensity Variance,0,1,432,512,0.221184,0.360511,7.974044
TBF,512,Intensity Variance,0,2,432,512,0.221184,0.377363,11.754493
TBF,512,Intensity Variance,0,3,432,512,0.221184,1.026167,7.349086
TBF,512,Intensity Variance,0,4,432,512,0.221184,0.396302,7.268266
TBF,512,Intensity Variance,0,5,432,512,0.221184,0.385287,7.319383
TBF,512,Intensity Variance,0,6,432,512,0.221184,0.368478,7.0866
TBF,512,Intensity Variance,1,0,432,512,0.221184,0.334371,7.326969
TBF,512,Intensity Variance,1,1,432,512,0.221184,0.38864,7.260835
TBF,512,Intensity Variance,1,2,432,512,0.221184,0.355066,7.115694
TBF,512,Intensity Variance,1,3,432,512,0.221184,0.417187,7.308987
TBF,512,Intensity Variance,1,4,432,512,0.221184,0.396361,7.068896
TBF,512,Intensity Variance,1,5,432,512,0.221184,0.381588,7.637457
TBF,512,Intensity Variance,1,6,432,512,0.221184,0.375308,7.538083
TBF,512,Intensity Variance,2,0,432,512,0.221184,0.344997,7.661987
TBF,512,Intensity Variance,2,1,432,512,0.221184,0.439729,7.588504
TBF,512,Intensity Variance,2,2,432,512,0.221184,0.389211,7.546605
TBF,512,Intensity Variance,2,3,432,512,0.221184,0.403069,7.258103
TBF,512,Intensity Variance,2,4,432,512,0.221184,0.360572,7.255551
TBF,512,Intensity Variance,2,5,432,512,0.221184,0.420545,7.718502
TBF,512,Intensity Variance,2,6,432,512,0.221184,0.36286,7.570565
PBS,native,Variance of Laplacian,0,0,2160,2560,5.5296,15.351916,27.014751
PBS,native,Variance of Laplacian,0,1,2160,2560,5.5296,18.234876,20.512348
PBS,native,Variance of Laplacian,0,2,2160,2560,5.5296,13.890935,24.87249
PBS,native,Variance of Laplacian,0,3,2160,2560,5.5296,18.094058,21.554242
PBS,native,Variance of Laplacian,0,4,2160,2560,5.5296,14.373933,25.204744
PBS,native,Variance of Laplacian,0,5,2160,2560,5.5296,18.613869,20.909782
PBS,native,Variance of Laplacian,0,6,2160,2560,5.5296,14.269127,26.021168
PBS,native,Variance of Laplacian,1,0,2160,2560,5.5296,18.985638,20.887816
PBS,native,Variance of Laplacian,1,1,2160,2560,5.5296,14.374846,25.968789
PBS,native,Variance of Laplacian,1,2,2160,2560,5.5296,19.403151,21.23718
PBS,native,Variance of Laplacian,1,3,2160,2560,5.5296,14.730075,27.542577
PBS,native,Variance of Laplacian,1,4,2160,2560,5.5296,19.520645,22.688702
PBS,native,Variance of Laplacian,1,5,2160,2560,5.5296,15.472291,26.701541
PBS,native,Variance of Laplacian,1,6,2160,2560,5.5296,19.1238,25.102404
PBS,native,Variance of Laplacian,2,0,2160,2560,5.5296,18.626169,27.012066
PBS,native,Variance of Laplacian,2,1,2160,2560,5.5296,18.847987,22.968153
PBS,native,Variance of Laplacian,2,2,2160,2560,5.5296,15.145914,25.54252
PBS,native,Variance of Laplacian,2,3,2160,2560,5.5296,20.501869,22.336558
PBS,native,Variance of Laplacian,2,4,2160,2560,5.5296,17.408924,25.936108
PBS,native,Variance of Laplacian,2,5,2160,2560,5.5296,18.936946,23.54678
PBS,native,Variance of Laplacian,2,6,2160,2560,5.5296,17.170542,28.779358
PBS,128,DCT Focus Measure,0,0,108,128,0.013824,0.09465,9.037378
PBS,128,DCT Focus Measure,0,1,108,128,0.013824,0.112217,13.670106
PBS,128,DCT Focus Measure,0,2,108,128,0.013824,0.100382,8.988633
PBS,128,DCT Focus Measure,0,3,108,128,0.013824,0.11072,8.143914
PBS,128,DCT Focus Measure,0,4,108,128,0.013824,0.089873,9.043467
PBS,128,DCT Focus Measure,0,5,108,128,0.013824,0.133249,8.079831
PBS,128,DCT Focus Measure,0,6,108,128,0.013824,0.09016,9.198162
PBS,128,DCT Focus Measure,1,0,108,128,0.013824,0.089915,8.507228
PBS,128,DCT Focus Measure,1,1,108,128,0.013824,0.154434,8.567041
PBS,128,DCT Focus Measure,1,2,108,128,0.013824,0.094961,10.703617
PBS,128,DCT Focus Measure,1,3,108,128,0.013824,0.095543,8.340516
PBS,128,DCT Focus Measure,1,4,108,128,0.013824,0.10274,8.430961
PBS,128,DCT Focus Measure,1,5,108,128,0.013824,0.093522,8.476536
PBS,128,DCT Focus Measure,1,6,108,128,0.013824,0.104003,8.223702
PBS,128,DCT Focus Measure,2,0,108,128,0.013824,0.082632,8.298488
PBS,128,DCT Focus Measure,2,1,108,128,0.013824,0.106253,8.370973
PBS,128,DCT Focus Measure,2,2,108,128,0.013824,0.092222,8.269115
PBS,128,DCT Focus Measure,2,3,108,128,0.013824,0.091885,8.897818
PBS,128,DCT Focus Measure,2,4,108,128,0.013824,0.099938,8.036829
PBS,128,DCT Focus Measure,2,5,108,128,0.013824,0.08851,8.893327
PBS,128,DCT Focus Measure,2,6,108,128,0.013824,0.101837,9.754488
PBS,1024,Mean Absolute Laplacian,0,0,864,1024,0.884736,11.560371,20.90635
PBS,1024,Mean Absolute Laplacian,0,1,864,1024,0.884736,11.817723,19.660078
PBS,1024,Mean Absolute Laplacian,0,2,864,1024,0.884736,11.889484,20.188036
PBS,1024,Mean Absolute Laplacian,0,3,864,1024,0.884736,11.720676,19.267338
PBS,1024,Mean Absolute Laplacian,0,4,864,1024,0.884736,11.628899,20.551441
PBS,1024,Mean Absolute Laplacian,0,5,864,1024,0.884736,11.414044,19.696779
PBS,1024,Mean Absolute Laplacian,0,6,864,1024,0.884736,11.154057,20.385555
PBS,1024,Mean Absolute Laplacian,1,0,864,1024,0.884736,11.864959,19.70206
PBS,1024,Mean Absolute Laplacian,1,1,864,1024,0.884736,11.745522,20.430346
PBS,1024,Mean Absolute Laplacian,1,2,864,1024,0.884736,21.710484,22.783572
PBS,1024,Mean Absolute Laplacian,1,3,864,1024,0.884736,11.967788,21.25855
PBS,1024,Mean Absolute Laplacian,1,4,864,1024,0.884736,11.640939,20.509245
PBS,1024,Mean Absolute Laplacian,1,5,864,1024,0.884736,11.675744,20.636916
PBS,1024,Mean Absolute Laplacian,1,6,864,1024,0.884736,11.644155,19.788801
PBS,1024,Mean Absolute Laplacian,2,0,864,1024,0.884736,11.242143,20.127425
PBS,1024,Mean Absolute Laplacian,2,1,864,1024,0.884736,11.73915,20.383308
PBS,1024,Mean Absolute Laplacian,2,2,864,1024,0.884736,11.068174,19.870077
PBS,1024,Mean Absolute Laplacian,2,3,864,1024,0.884736,11.683832,22.156647
PBS,1024,Mean Absolute Laplacian,2,4,864,1024,0.884736,11.678564,20.68375
PBS,1024,Mean Absolute Laplacian,2,5,864,1024,0.884736,11.799731,19.604699
PBS,1024,Mean Absolute Laplacian,2,6,864,1024,0.884736,11.561408,19.119208
TBF,1024,Brenner Gradient,0,0,864,1024,0.884736,1.300795,8.805708
TBF,1024,Brenner Gradient,0,1,864,1024,0.884736,1.32701,10.382023
TBF,1024,Brenner Gradient,0,2,864,1024,0.884736,1.725354,9.908183
TBF,1024,Brenner Gradient,0,3,864,1024,0.884736,1.384806,9.346893
TBF,1024,Brenner Gradient,0,4,864,1024,0.884736,1.666473,9.778338
TBF,1024,Brenner Gradient,0,5,864,1024,0.884736,1.38433,8.968988
TBF,1024,Brenner Gradient,0,6,864,1024,0.884736,1.523176,9.193323
TBF,1024,Brenner Gradient,1,0,864,1024,0.884736,1.276922,10.247364
TBF,1024,Brenner Gradient,1,1,864,1024,0.884736,1.44079,9.057556
TBF,1024,Brenner Gradient,1,2,864,1024,0.884736,1.302005,9.884737
TBF,1024,Brenner Gradient,1,3,864,1024,0.884736,1.709293,10.189925
TBF,1024,Brenner Gradient,1,4,864,1024,0.884736,1.309386,10.033718
TBF,1024,Brenner Gradient,1,5,864,1024,0.884736,1.355312,9.924265
TBF,1024,Brenner Gradient,1,6,864,1024,0.884736,1.652001,10.933208
TBF,1024,Brenner Gradient,2,0,864,1024,0.884736,1.522455,10.512302
TBF,1024,Brenner Gradient,2,1,864,1024,0.884736,1.35467,9.781505
TBF,1024,Brenner Gradient,2,2,864,1024,0.884736,1.44148,8.894409
TBF,1024,Brenner Gradient,2,3,864,1024,0.884736,1.270179,9.19039
TBF,1024,Brenner Gradient,2,4,864,1024,0.884736,1.411378,9.468806
TBF,1024,Brenner Gradient,2,5,864,1024,0.884736,1.290922,9.055049
TBF,1024,Brenner Gradient,2,6,864,1024,0.884736,1.419022,8.792749
TBI,512,Intensity Range Index,0,0,384,512,0.196608,0.10975,18.762122
TBI,512,Intensity Range Index,0,1,384,512,0.196608,0.18372,17.236351
TBI,512,Intensity Range Index,0,2,384,512,0.196608,0.162606,17.879
TBI,512,Intensity Range Index,0,3,384,512,0.196608,0.241941,17.804037
TBI,512,Intensity Range Index,0,4,384,512,0.196608,0.182293,17.637005
TBI,512,Intensity Range Index,0,5,384,512,0.196608,0.168001,17.376864
TBI,512,Intensity Range Index,0,6,384,512,0.196608,0.143652,17.298385
