domain,resolution,operator,image_index,repeat,height,width,megapixels,kernel_ms,combined_ms
TBF,native,Intensity Range Index,0,0,2160,2560,5.5296,7.474745,29.416781
TBF,native,Intensity Range Index,0,1,2160,2560,5.5296,11.896967,15.704263
TBF,native,Intensity Range Index,0,2,2160,2560,5.5296,7.291092,21.727248
TBF,native,Intensity Range Index,0,3,2160,2560,5.5296,12.10787,13.87913
TBF,native,Intensity Range Index,0,4,2160,2560,5.5296,7.242159,17.718577
TBF,native,Intensity Range Index,0,5,2160,2560,5.5296,11.535947,13.638893
TBF,native,Intensity Range Index,0,6,2160,2560,5.5296,7.538363,17.90793
TBF,native,Intensity Range Index,1,0,2160,2560,5.5296,11.488794,13.357479
TBF,native,Intensity Range Index,1,1,2160,2560,5.5296,7.737064,18.306126
TBF,native,Intensity Range Index,1,2,2160,2560,5.5296,11.859412,15.105641
TBF,native,Intensity Range Index,1,3,2160,2560,5.5296,7.42865,18.050665
TBF,native,Intensity Range Index,1,4,2160,2560,5.5296,12.444742,14.419232
TBF,native,Intensity Range Index,1,5,2160,2560,5.5296,7.306765,18.089486
TBF,native,Intensity Range Index,1,6,2160,2560,5.5296,11.127989,14.479326
TBF,native,Intensity Range Index,2,0,2160,2560,5.5296,8.901504,20.743275
TBF,native,Intensity Range Index,2,1,2160,2560,5.5296,12.378941,15.68072
TBF,native,Intensity Range Index,2,2,2160,2560,5.5296,9.653755,19.399462
TBF,native,Intensity Range Index,2,3,2160,2560,5.5296,13.220996,13.600841
TBF,native,Intensity Range Index,2,4,2160,2560,5.5296,9.66453,18.283562
TBF,native,Intensity Range Index,2,5,2160,2560,5.5296,11.418227,13.831899
TBF,native,Intensity Range Index,2,6,2160,2560,5.5296,9.37851,17.970915
BMA,128,Laplacian Energy,0,0,108,128,0.013824,0.17988,10.796973
BMA,128,Laplacian Energy,0,1,108,128,0.013824,0.177811,12.828029
BMA,128,Laplacian Energy,0,2,108,128,0.013824,0.178713,8.516703
BMA,128,Laplacian Energy,0,3,108,128,0.013824,0.160068,8.353001
BMA,128,Laplacian Energy,0,4,108,128,0.013824,0.159627,8.113411
BMA,128,Laplacian Energy,0,5,108,128,0.013824,0.148905,8.350562
BMA,128,Laplacian Energy,0,6,108,128,0.013824,0.176197,8.155422
BMA,128,Laplacian Energy,1,0,108,128,0.013824,0.135712,8.824161
BMA,128,Laplacian Energy,1,1,108,128,0.013824,0.19362,8.079242
BMA,128,Laplacian Energy,1,2,108,128,0.013824,0.178038,8.269406
BMA,128,Laplacian Energy,1,3,108,128,0.013824,0.172329,8.046774
BMA,128,Laplacian Energy,1,4,108,128,0.013824,0.157119,8.430642
BMA,128,Laplacian Energy,1,5,108,128,0.013824,0.158202,8.091858
BMA,128,Laplacian Energy,1,6,108,128,0.013824,0.154574,8.351284
BMA,128,Laplacian Energy,2,0,108,128,0.013824,0.167,8.053456
BMA,128,Laplacian Energy,2,1,108,128,0.013824,0.147192,9.172963
BMA,128,Laplacian Energy,2,2,108,128,0.013824,0.162849,8.524655
BMA,128,Laplacian Energy,2,3,108,128,0.013824,0.15927,8.46931
BMA,128,Laplacian Energy,2,4,108,128,0.013824,0.165622,8.075975
BMA,128,Laplacian Energy,2,5,108,128,0.013824,0.147109,8.768128
BMA,128,Laplacian Energy,2,6,108,128,0.013824,0.152792,7.982143
PBS,native,Wavelet W1,0,0,2160,2560,5.5296,127.876457,144.939259
PBS,native,Wavelet W1,0,1,2160,2560,5.5296,152.560851,143.889542
PBS,native,Wavelet W1,0,2,2160,2560,5.5296,139.663286,146.288925
PBS,native,Wavelet W1,0,3,2160,2560,5.5296,130.498923,143.131923
PBS,native,Wavelet W1,0,4,2160,2560,5.5296,133.86579,140.192402
PBS,native,Wavelet W1,0,5,2160,2560,5.5296,137.701454,140.819107
PBS,native,Wavelet W1,0,6,2160,2560,5.5296,141.216898,149.581853
PBS,native,Wavelet W1,1,0,2160,2560,5.5296,155.009651,140.9311
PBS,native,Wavelet W1,1,1,2160,2560,5.5296,132.073381,154.599299
PBS,native,Wavelet W1,1,2,2160,2560,5.5296,144.649375,146.762567
PBS,native,Wavelet W1,1,3,2160,2560,5.5296,136.327915,151.166833
PBS,native,Wavelet W1,1,4,2160,2560,5.5296,137.357247,138.742566
PBS,native,Wavelet W1,1,5,2160,2560,5.5296,130.032923,147.952825
PBS,native,Wavelet W1,1,6,2160,2560,5.5296,141.748252,142.822019
PBS,native,Wavelet W1,2,0,2160,2560,5.5296,133.315733,141.63878
PBS,native,Wavelet W1,2,1,2160,2560,5.5296,148.070554,142.611941
PBS,native,Wavelet W1,2,2,2160,2560,5.5296,136.539882,144.104656
PBS,native,Wavelet W1,2,3,2160,2560,5.5296,140.100348,142.556111
PBS,native,Wavelet W1,2,4,2160,2560,5.5296,134.248455,148.371228
PBS,native,Wavelet W1,2,5,2160,2560,5.5296,138.705861,139.963451
PBS,native,Wavelet W1,2,6,2160,2560,5.5296,130.934609,148.34321
TBF,1024,Maximal Intensity,0,0,864,1024,0.884736,0.525406,9.788502
TBF,1024,Maximal Intensity,0,1,864,1024,0.884736,0.64329,12.917211
TBF,1024,Maximal Intensity,0,2,864,1024,0.884736,0.648856,9.499846
TBF,1024,Maximal Intensity,0,3,864,1024,0.884736,0.740489,8.423501
TBF,1024,Maximal Intensity,0,4,864,1024,0.884736,0.721797,9.137105
TBF,1024,Maximal Intensity,0,5,864,1024,0.884736,1.129391,8.754393
TBF,1024,Maximal Intensity,0,6,864,1024,0.884736,0.724185,8.988222
TBF,1024,Maximal Intensity,1,0,864,1024,0.884736,0.499628,8.873437
TBF,1024,Maximal Intensity,1,1,864,1024,0.884736,0.708948,8.078067
TBF,1024,Maximal Intensity,1,2,864,1024,0.884736,0.744711,8.164549
TBF,1024,Maximal Intensity,1,3,864,1024,0.884736,0.669747,8.576626
TBF,1024,Maximal Intensity,1,4,864,1024,0.884736,0.802439,9.336019
TBF,1024,Maximal Intensity,1,5,864,1024,0.884736,0.792526,8.721921
TBF,1024,Maximal Intensity,1,6,864,1024,0.884736,0.650464,8.429433
TBF,1024,Maximal Intensity,2,0,864,1024,0.884736,0.552398,8.746844
TBF,1024,Maximal Intensity,2,1,864,1024,0.884736,0.613471,7.910347
TBF,1024,Maximal Intensity,2,2,864,1024,0.884736,0.754182,8.498835
TBF,1024,Maximal Intensity,2,3,864,1024,0.884736,0.709724,8.502123
TBF,1024,Maximal Intensity,2,4,864,1024,0.884736,0.689237,9.050026
TBF,1024,Maximal Intensity,2,5,864,1024,0.884736,0.648859,8.166121
TBF,1024,Maximal Intensity,2,6,864,1024,0.884736,0.705123,8.201323
BMA,native,Tenengrad,0,0,2160,2560,5.5296,42.803444,53.120931
BMA,native,Tenengrad,0,1,2160,2560,5.5296,36.202981,29.583651
BMA,native,Tenengrad,0,2,2160,2560,5.5296,17.986332,41.913753
BMA,native,Tenengrad,0,3,2160,2560,5.5296,34.637544,29.077907
BMA,native,Tenengrad,0,4,2160,2560,5.5296,17.621717,42.15643
BMA,native,Tenengrad,0,5,2160,2560,5.5296,33.976545,31.277765
BMA,native,Tenengrad,0,6,2160,2560,5.5296,18.420033,41.757181
BMA,native,Tenengrad,1,0,2160,2560,5.5296,35.437473,29.835517
BMA,native,Tenengrad,1,1,2160,2560,5.5296,16.784858,43.424162
BMA,native,Tenengrad,1,2,2160,2560,5.5296,37.250935,31.241998
BMA,native,Tenengrad,1,3,2160,2560,5.5296,16.205364,41.428595
BMA,native,Tenengrad,1,4,2160,2560,5.5296,34.327882,29.399997
BMA,native,Tenengrad,1,5,2160,2560,5.5296,17.1235,40.955249
BMA,native,Tenengrad,1,6,2160,2560,5.5296,34.875874,30.602494
BMA,native,Tenengrad,2,0,2160,2560,5.5296,18.315485,41.35881
BMA,native,Tenengrad,2,1,2160,2560,5.5296,36.214952,31.612531
BMA,native,Tenengrad,2,2,2160,2560,5.5296,17.386102,41.761002
BMA,native,Tenengrad,2,3,2160,2560,5.5296,33.831881,29.132667
BMA,native,Tenengrad,2,4,2160,2560,5.5296,18.316431,44.07241
BMA,native,Tenengrad,2,5,2160,2560,5.5296,35.110302,29.420563
BMA,native,Tenengrad,2,6,2160,2560,5.5296,16.860942,41.678715
TBF,128,Sum Modified Laplacian,0,0,108,128,0.013824,0.053023,10.557709
TBF,128,Sum Modified Laplacian,0,1,108,128,0.013824,0.067448,12.291395
TBF,128,Sum Modified Laplacian,0,2,108,128,0.013824,0.053056,7.271481
TBF,128,Sum Modified Laplacian,0,3,108,128,0.013824,0.05249,7.11179
TBF,128,Sum Modified Laplacian,0,4,108,128,0.013824,0.052122,7.299213
TBF,128,Sum Modified Laplacian,0,5,108,128,0.013824,0.063196,7.812348
TBF,128,Sum Modified Laplacian,0,6,108,128,0.013824,0.074017,8.106066
TBF,128,Sum Modified Laplacian,1,0,108,128,0.013824,0.053097,8.600929
TBF,128,Sum Modified Laplacian,1,1,108,128,0.013824,0.069249,7.310565
TBF,128,Sum Modified Laplacian,1,2,108,128,0.013824,0.052905,7.614305
TBF,128,Sum Modified Laplacian,1,3,108,128,0.013824,0.056382,8.153248
TBF,128,Sum Modified Laplacian,1,4,108,128,0.013824,0.061303,7.441614
TBF,128,Sum Modified Laplacian,1,5,108,128,0.013824,0.065421,8.106802
TBF,128,Sum Modified Laplacian,1,6,108,128,0.013824,0.055445,7.35516
TBF,128,Sum Modified Laplacian,2,0,108,128,0.013824,0.047896,7.761322
TBF,128,Sum Modified Laplacian,2,1,108,128,0.013824,0.068824,7.327713
TBF,128,Sum Modified Laplacian,2,2,108,128,0.013824,0.052361,7.897623
TBF,128,Sum Modified Laplacian,2,3,108,128,0.013824,0.058207,7.733313
TBF,128,Sum Modified Laplacian,2,4,108,128,0.013824,0.05633,8.291855
TBF,128,Sum Modified Laplacian,2,5,108,128,0.013824,0.062479,8.192711
TBF,128,Sum Modified Laplacian,2,6,108,128,0.013824,0.063024,8.160892
BMA,1024,Squared Gradient,0,0,864,1024,0.884736,2.452797,10.98785
BMA,1024,Squared Gradient,0,1,864,1024,0.884736,2.58518,11.584197
BMA,1024,Squared Gradient,0,2,864,1024,0.884736,2.449613,11.904589
BMA,1024,Squared Gradient,0,3,864,1024,0.884736,2.44687,10.878956
BMA,1024,Squared Gradient,0,4,864,1024,0.884736,2.30199,12.946571
BMA,1024,Squared Gradient,0,5,864,1024,0.884736,2.37707,10.473024
BMA,1024,Squared Gradient,0,6,864,1024,0.884736,3.297684,10.815041
BMA,1024,Squared Gradient,1,0,864,1024,0.884736,2.470516,10.971285
BMA,1024,Squared Gradient,1,1,864,1024,0.884736,2.631814,10.901025
BMA,1024,Squared Gradient,1,2,864,1024,0.884736,2.558626,10.919514
BMA,1024,Squared Gradient,1,3,864,1024,0.884736,2.267415,10.675232
BMA,1024,Squared Gradient,1,4,864,1024,0.884736,2.34927,10.758133
BMA,1024,Squared Gradient,1,5,864,1024,0.884736,2.264854,11.459823
BMA,1024,Squared Gradient,1,6,864,1024,0.884736,2.838169,10.655287
BMA,1024,Squared Gradient,2,0,864,1024,0.884736,2.461358,11.47455
BMA,1024,Squared Gradient,2,1,864,1024,0.884736,2.551303,10.598721
BMA,1024,Squared Gradient,2,2,864,1024,0.884736,2.253161,10.750497
BMA,1024,Squared Gradient,2,3,864,1024,0.884736,2.583917,10.914582
BMA,1024,Squared Gradient,2,4,864,1024,0.884736,2.4796,11.228501
BMA,1024,Squared Gradient,2,5,864,1024,0.884736,2.590646,10.694479
BMA,1024,Squared Gradient,2,6,864,1024,0.884736,2.152915,10.217121
PBS,1024,Mean Intensity,0,0,864,1024,0.884736,0.529497,8.406077
PBS,1024,Mean Intensity,0,1,864,1024,0.884736,0.677273,8.819668
PBS,1024,Mean Intensity,0,2,864,1024,0.884736,0.685849,9.103387
PBS,1024,Mean Intensity,0,3,864,1024,0.884736,0.865855,8.962356
PBS,1024,Mean Intensity,0,4,864,1024,0.884736,0.694281,9.01456
PBS,1024,Mean Intensity,0,5,864,1024,0.884736,0.859532,9.233436
PBS,1024,Mean Intensity,0,6,864,1024,0.884736,0.665733,8.738406
PBS,1024,Mean Intensity,1,0,864,1024,0.884736,0.535843,9.041503
PBS,1024,Mean Intensity,1,1,864,1024,0.884736,0.777347,8.955708
PBS,1024,Mean Intensity,1,2,864,1024,0.884736,0.99061,9.123072
PBS,1024,Mean Intensity,1,3,864,1024,0.884736,0.707763,8.597341
PBS,1024,Mean Intensity,1,4,864,1024,0.884736,0.856025,8.894457
PBS,1024,Mean Intensity,1,5,864,1024,0.884736,0.8276,9.396806
PBS,1024,Mean Intensity,1,6,864,1024,0.884736,0.966223,8.978719
PBS,1024,Mean Intensity,2,0,864,1024,0.884736,0.655874,8.97866
PBS,1024,Mean Intensity,2,1,864,1024,0.884736,0.795729,9.109614
PBS,1024,Mean Intensity,2,2,864,1024,0.884736,0.889092,9.417237
PBS,1024,Mean Intensity,2,3,864,1024,0.884736,0.668314,9.121186
PBS,1024,Mean Intensity,2,4,864,1024,0.884736,0.843536,9.038179
PBS,1024,Mean Intensity,2,5,864,1024,0.884736,0.655182,8.460518
PBS,1024,Mean Intensity,2,6,864,1024,0.884736,0.738784,8.782727
WBC,1024,Wavelet W1,0,0,1024,1024,1.048576,16.205175,16.346975
WBC,1024,Wavelet W1,0,1,1024,1024,1.048576,15.498085,16.292589
WBC,1024,Wavelet W1,0,2,1024,1024,1.048576,17.347233,18.029649
WBC,1024,Wavelet W1,0,3,1024,1024,1.048576,18.292937,17.224489
WBC,1024,Wavelet W1,0,4,1024,1024,1.048576,16.145925,16.598007
WBC,1024,Wavelet W1,0,5,1024,1024,1.048576,15.46596,18.193262
WBC,1024,Wavelet W1,0,6,1024,1024,1.048576,16.106269,17.310606
WBC,1024,Wavelet W1,1,0,1024,1024,1.048576,15.936634,16.501859
WBC,1024,Wavelet W1,1,1,1024,1024,1.048576,16.216189,17.701645
WBC,1024,Wavelet W1,1,2,1024,1024,1.048576,16.899992,19.118499
WBC,1024,Wavelet W1,1,3,1024,1024,1.048576,18.065117,18.030494
WBC,1024,Wavelet W1,1,4,1024,1024,1.048576,17.892233,16.572966
WBC,1024,Wavelet W1,1,5,1024,1024,1.048576,16.193747,18.392938
WBC,1024,Wavelet W1,1,6,1024,1024,1.048576,16.612773,17.683286
WBC,1024,Wavelet W1,2,0,1024,1024,1.048576,16.06046,16.574623
WBC,1024,Wavelet W1,2,1,1024,1024,1.048576,15.868865,17.584199
WBC,1024,Wavelet W1,2,2,1024,1024,1.048576,16.813733,16.870181
WBC,1024,Wavelet W1,2,3,1024,1024,1.048576,15.061078,15.987944
WBC,1024,Wavelet W1,2,4,1024,1024,1.048576,15.64294,16.918228
WBC,1024,Wavelet W1,2,5,1024,1024,1.048576,15.590241,17.165245
WBC,1024,Wavelet W1,2,6,1024,1024,1.048576,15.579537,16.334517
TBF,1024,Laplacian Energy,0,0,864,1024,0.884736,11.175794,20.851644
TBF,1024,Laplacian Energy,0,1,864,1024,0.884736,11.98401,20.599782
TBF,1024,Laplacian Energy,0,2,864,1024,0.884736,12.702003,20.102393
TBF,1024,Laplacian Energy,0,3,864,1024,0.884736,11.67755,19.171051
TBF,1024,Laplacian Energy,0,4,864,1024,0.884736,11.778669,19.225667
TBF,1024,Laplacian Energy,0,5,864,1024,0.884736,12.023408,19.280151
TBF,1024,Laplacian Energy,0,6,864,1024,0.884736,11.575656,19.931946
TBF,1024,Laplacian Energy,1,0,864,1024,0.884736,12.070561,20.278671
TBF,1024,Laplacian Energy,1,1,864,1024,0.884736,11.852687,19.938679
TBF,1024,Laplacian Energy,1,2,864,1024,0.884736,11.71415,18.953479
TBF,1024,Laplacian Energy,1,3,864,1024,0.884736,12.13972,20.198096
TBF,1024,Laplacian Energy,1,4,864,1024,0.884736,11.685167,19.299837
TBF,1024,Laplacian Energy,1,5,864,1024,0.884736,11.603828,19.549849
TBF,1024,Laplacian Energy,1,6,864,1024,0.884736,11.647382,21.141607
TBF,1024,Laplacian Energy,2,0,864,1024,0.884736,11.342747,19.458541
TBF,1024,Laplacian Energy,2,1,864,1024,0.884736,11.983837,18.699799
TBF,1024,Laplacian Energy,2,2,864,1024,0.884736,12.400292,19.475009
TBF,1024,Laplacian Energy,2,3,864,1024,0.884736,12.226065,19.403732
TBF,1024,Laplacian Energy,2,4,864,1024,0.884736,11.344612,20.31346
TBF,1024,Laplacian Energy,2,5,864,1024,0.884736,12.197486,19.905908
TBF,1024,Laplacian Energy,2,6,864,1024,0.884736,11.573149,19.951559
TBI,128,Laplacian Energy,0,0,96,128,0.012288,0.136264,18.141271
TBI,128,Laplacian Energy,0,1,96,128,0.012288,0.185094,16.757193
TBI,128,Laplacian Energy,0,2,96,128,0.012288,0.159978,16.129038
TBI,128,Laplacian Energy,0,3,96,128,0.012288,0.183814,16.121064
TBI,128,Laplacian Energy,0,4,96,128,0.012288,0.16299,15.336256
TBI,128,Laplacian Energy,0,5,96,128,0.012288,0.140886,15.169932
TBI,128,Laplacian Energy,0,6,96,128,0.012288,0.146844,15.32042
TBI,128,Laplacian Energy,1,0,96,128,0.012288,0.129838,15.988061
TBI,128,Laplacian Energy,1,1,96,128,0.012288,0.163685,16.144688
TBI,128,Laplacian Energy,1,2,96,128,0.012288,0.184166,16.180142
TBI,128,Laplacian Energy,1,3,96,128,0.012288,0.154887,15.691709
TBI,128,Laplacian Energy,1,4,96,128,0.012288,0.159886,16.462024
TBI,128,Laplacian Energy,1,5,96,128,0.012288,0.147799,16.353547
TBI,128,Laplacian Energy,1,6,96,128,0.012288,0.163772,16.302523
TBI,128,Laplacian Energy,2,0,96,128,0.012288,0.136431,16.398732
TBI,128,Laplacian Energy,2,1,96,128,0.012288,0.150108,16.278258
TBI,128,Laplacian Energy,2,2,96,128,0.012288,0.172696,16.264553
TBI,128,Laplacian Energy,2,3,96,128,0.012288,0.16554,18.277536
TBI,128,Laplacian Energy,2,4,96,128,0.012288,0.146512,17.234042
TBI,128,Laplacian Energy,2,5,96,128,0.012288,0.296797,17.930689
TBI,128,Laplacian Energy,2,6,96,128,0.012288,0.157565,18.051257
WBC,512,Absolute Central Moment 4,0,0,512,512,0.262144,4.607413,4.027542
WBC,512,Absolute Central Moment 4,0,1,512,512,0.262144,3.704348,3.978496
WBC,512,Absolute Central Moment 4,0,2,512,512,0.262144,3.919899,4.369247
WBC,512,Absolute Central Moment 4,0,3,512,512,0.262144,3.779353,4.01356
WBC,512,Absolute Central Moment 4,0,4,512,512,0.262144,3.68877,4.04295
WBC,512,Absolute Central Moment 4,0,5,512,512,0.262144,4.508253,4.30277
WBC,512,Absolute Central Moment 4,0,6,512,512,0.262144,4.63759,4.250843
WBC,512,Absolute Central Moment 4,1,0,512,512,0.262144,3.836069,4.000704
WBC,512,Absolute Central Moment 4,1,1,512,512,0.262144,3.904777,4.210864
WBC,512,Absolute Central Moment 4,1,2,512,512,0.262144,3.689105,4.29373
WBC,512,Absolute Central Moment 4,1,3,512,512,0.262144,3.953656,4.133732
WBC,512,Absolute Central Moment 4,1,4,512,512,0.262144,3.660329,4.211593
WBC,512,Absolute Central Moment 4,1,5,512,512,0.262144,3.861238,4.113447
WBC,512,Absolute Central Moment 4,1,6,512,512,0.262144,3.959896,3.992785
WBC,512,Absolute Central Moment 4,2,0,512,512,0.262144,3.748022,4.040147
WBC,512,Absolute Central Moment 4,2,1,512,512,0.262144,3.716043,4.143174
WBC,512,Absolute Central Moment 4,2,2,512,512,0.262144,3.746572,6.105958
WBC,512,Absolute Central Moment 4,2,3,512,512,0.262144,4.125727,4.472097
WBC,512,Absolute Central Moment 4,2,4,512,512,0.262144,3.944423,4.113188
WBC,512,Absolute Central Moment 4,2,5,512,512,0.262144,3.941396,4.351603
WBC,512,Absolute Central Moment 4,2,6,512,512,0.262144,3.857405,4.128095
BMA,1024,Maximal Intensity,0,0,864,1024,0.884736,0.565964,14.224538
BMA,1024,Maximal Intensity,0,1,864,1024,0.884736,0.786893,9.298755
BMA,1024,Maximal Intensity,0,2,864,1024,0.884736,0.63806,9.860618
BMA,1024,Maximal Intensity,0,3,864,1024,0.884736,0.772912,9.375736
BMA,1024,Maximal Intensity,0,4,864,1024,0.884736,0.75373,9.635874
BMA,1024,Maximal Intensity,0,5,864,1024,0.884736,0.822575,9.404349
BMA,1024,Maximal Intensity,0,6,864,1024,0.884736,0.790335,10.202889
BMA,1024,Maximal Intensity,1,0,864,1024,0.884736,0.478318,9.754343
BMA,1024,Maximal Intensity,1,1,864,1024,0.884736,0.712283,10.102457
BMA,1024,Maximal Intensity,1,2,864,1024,0.884736,0.689383,10.033821
BMA,1024,Maximal Intensity,1,3,864,1024,0.884736,0.836578,9.755436
BMA,1024,Maximal Intensity,1,4,864,1024,0.884736,1.096669,9.502715
BMA,1024,Maximal Intensity,1,5,864,1024,0.884736,0.978017,9.785403
BMA,1024,Maximal Intensity,1,6,864,1024,0.884736,0.627745,9.506657
BMA,1024,Maximal Intensity,2,0,864,1024,0.884736,0.795009,9.090087
BMA,1024,Maximal Intensity,2,1,864,1024,0.884736,0.650911,9.308181
BMA,1024,Maximal Intensity,2,2,864,1024,0.884736,0.685749,8.952805
BMA,1024,Maximal Intensity,2,3,864,1024,0.884736,0.700724,9.211314
BMA,1024,Maximal Intensity,2,4,864,1024,0.884736,0.699309,8.624615
BMA,1024,Maximal Intensity,2,5,864,1024,0.884736,0.734721,9.635623
BMA,1024,Maximal Intensity,2,6,864,1024,0.884736,0.782355,10.865365
BMA,128,Absolute Central Moment 4,0,0,108,128,0.013824,0.178583,8.617051
BMA,128,Absolute Central Moment 4,0,1,108,128,0.013824,0.237533,9.408307
BMA,128,Absolute Central Moment 4,0,2,108,128,0.013824,0.181656,8.894342
BMA,128,Absolute Central Moment 4,0,3,108,128,0.013824,0.18113,9.20781
BMA,128,Absolute Central Moment 4,0,4,108,128,0.013824,0.187878,9.45729
BMA,128,Absolute Central Moment 4,0,5,108,128,0.013824,0.187164,8.741214
BMA,128,Absolute Central Moment 4,0,6,108,128,0.013824,0.182771,8.774251
BMA,128,Absolute Central Moment 4,1,0,108,128,0.013824,0.212054,8.785803
BMA,128,Absolute Central Moment 4,1,1,108,128,0.013824,0.192089,9.388761
BMA,128,Absolute Central Moment 4,1,2,108,128,0.013824,0.201127,9.095052
BMA,128,Absolute Central Moment 4,1,3,108,128,0.013824,0.226584,8.736305
BMA,128,Absolute Central Moment 4,1,4,108,128,0.013824,0.282838,9.20919
BMA,128,Absolute Central Moment 4,1,5,108,128,0.013824,0.182438,9.129133
BMA,128,Absolute Central Moment 4,1,6,108,128,0.013824,0.191628,9.895882
BMA,128,Absolute Central Moment 4,2,0,108,128,0.013824,0.184289,9.160533
BMA,128,Absolute Central Moment 4,2,1,108,128,0.013824,0.183451,9.382449
BMA,128,Absolute Central Moment 4,2,2,108,128,0.013824,0.182632,8.844127
BMA,128,Absolute Central Moment 4,2,3,108,128,0.013824,0.1856,9.659045
BMA,128,Absolute Central Moment 4,2,4,108,128,0.013824,0.20853,9.281182
BMA,128,Absolute Central Moment 4,2,5,108,128,0.013824,0.18219,9.309113
BMA,128,Absolute Central Moment 4,2,6,108,128,0.013824,0.184201,9.5546
WBC,128,Intensity Variance,0,0,128,128,0.016384,0.029672,0.234536
WBC,128,Intensity Variance,0,1,128,128,0.016384,0.026702,0.164958
WBC,128,Intensity Variance,0,2,128,128,0.016384,0.023657,0.157415
WBC,128,Intensity Variance,0,3,128,128,0.016384,0.023505,0.285705
WBC,128,Intensity Variance,0,4,128,128,0.016384,0.037985,0.208538
WBC,128,Intensity Variance,0,5,128,128,0.016384,0.026863,0.163566
WBC,128,Intensity Variance,0,6,128,128,0.016384,0.024443,0.154919
WBC,128,Intensity Variance,1,0,128,128,0.016384,0.023303,0.158198
WBC,128,Intensity Variance,1,1,128,128,0.016384,0.023757,0.151754
WBC,128,Intensity Variance,1,2,128,128,0.016384,0.023361,0.18913
WBC,128,Intensity Variance,1,3,128,128,0.016384,0.0254,0.163015
WBC,128,Intensity Variance,1,4,128,128,0.016384,0.026387,0.178287
WBC,128,Intensity Variance,1,5,128,128,0.016384,0.02611,0.161135
WBC,128,Intensity Variance,1,6,128,128,0.016384,0.052412,0.174209
WBC,128,Intensity Variance,2,0,128,128,0.016384,0.037203,0.188513
WBC,128,Intensity Variance,2,1,128,128,0.016384,0.025368,0.15788
WBC,128,Intensity Variance,2,2,128,128,0.016384,0.023773,0.156292
WBC,128,Intensity Variance,2,3,128,128,0.016384,0.023884,0.154681
WBC,128,Intensity Variance,2,4,128,128,0.016384,0.023779,0.178997
WBC,128,Intensity Variance,2,5,128,128,0.016384,0.025461,0.162051
WBC,128,Intensity Variance,2,6,128,128,0.016384,0.024454,0.184529
BMA,128,Fourier High Frequency Energy Ratio,0,0,108,128,0.013824,0.249808,8.991679
BMA,128,Fourier High Frequency Energy Ratio,0,1,108,128,0.013824,0.308444,9.118946
BMA,128,Fourier High Frequency Energy Ratio,0,2,108,128,0.013824,0.276516,8.938082
BMA,128,Fourier High Frequency Energy Ratio,0,3,108,128,0.013824,0.297501,8.7775
BMA,128,Fourier High Frequency Energy Ratio,0,4,108,128,0.013824,0.325277,8.630552
BMA,128,Fourier High Frequency Energy Ratio,0,5,108,128,0.013824,0.272261,9.214902
BMA,128,Fourier High Frequency Energy Ratio,0,6,108,128,0.013824,0.300613,8.726721
BMA,128,Fourier High Frequency Energy Ratio,1,0,108,128,0.013824,0.248794,9.243577
BMA,128,Fourier High Frequency Energy Ratio,1,1,108,128,0.013824,0.545804,9.150516
BMA,128,Fourier High Frequency Energy Ratio,1,2,108,128,0.013824,0.308122,8.929055
BMA,128,Fourier High Frequency Energy Ratio,1,3,108,128,0.013824,0.280935,8.859715
BMA,128,Fourier High Frequency Energy Ratio,1,4,108,128,0.013824,0.318735,8.701163
BMA,128,Fourier High Frequency Energy Ratio,1,5,108,128,0.013824,0.328316,8.416056
BMA,128,Fourier High Frequency Energy Ratio,1,6,108,128,0.013824,0.296449,9.209346
BMA,128,Fourier High Frequency Energy Ratio,2,0,108,128,0.013824,0.279325,8.853702
BMA,128,Fourier High Frequency Energy Ratio,2,1,108,128,0.013824,0.269742,8.851879
BMA,128,Fourier High Frequency Energy Ratio,2,2,108,128,0.013824,0.313576,8.682123
BMA,128,Fourier High Frequency Energy Ratio,2,3,108,128,0.013824,0.277586,8.89604
BMA,128,Fourier High Frequency Energy Ratio,2,4,108,128,0.013824,0.278344,8.537492
BMA,128,Fourier High Frequency Energy Ratio,2,5,108,128,0.013824,0.298209,9.123237
BMA,128,Fourier High Frequency Energy Ratio,2,6,108,128,0.013824,0.314012,9.037386
TBF,128,Energy of Gradient,0,0,108,128,0.013824,0.039283,7.69392
TBF,128,Energy of Gradient,0,1,108,128,0.013824,0.043801,7.550382
TBF,128,Energy of Gradient,0,2,108,128,0.013824,0.04032,7.373321
TBF,128,Energy of Gradient,0,3,108,128,0.013824,0.04208,7.262728
TBF,128,Energy of Gradient,0,4,108,128,0.013824,0.074622,8.113591
TBF,128,Energy of Gradient,0,5,108,128,0.013824,0.065881,7.262984
TBF,128,Energy of Gradient,0,6,108,128,0.013824,0.039074,7.610845
TBF,128,Energy of Gradient,1,0,108,128,0.013824,0.060006,7.756186
TBF,128,Energy of Gradient,1,1,108,128,0.013824,0.044299,7.465806
TBF,128,Energy of Gradient,1,2,108,128,0.013824,0.040819,7.580267
TBF,128,Energy of Gradient,1,3,108,128,0.013824,0.040459,7.558685
TBF,128,Energy of Gradient,1,4,108,128,0.013824,0.041848,7.671403
TBF,128,Energy of Gradient,1,5,108,128,0.013824,0.055866,9.051944
TBF,128,Energy of Gradient,1,6,108,128,0.013824,0.090225,8.565291
TBF,128,Energy of Gradient,2,0,108,128,0.013824,0.046072,7.942577
