resolution,operator,equal_domain_macro_median_kernel_ms,slice_weighted_micro_median_kernel_ms,equal_domain_macro_median_combined_ms,slice_weighted_micro_median_combined_ms
512,Variance of Gradient,0.7375079999999999,1.0047906521200098,8.645763400000002,1.3335740527532474
512,Fourier Transform Sharpness Index,3.1241786,3.9319823385836083,11.2716354,4.294819788704725
512,Fourier High Frequency Energy Ratio,3.697873199999999,4.197977274668601,11.8216524,4.641808294592687
512,Roberts Focus Measure,0.6173464000000001,0.7357808743748688,8.413920399999999,1.0958749922600088
512,Wavelet W1,1.9372631999999999,2.215712903717408,9.857424,2.667704311972381
512,Wavelet W2,2.3546154,2.6128004379904253,10.368828,3.02737203402697
512,Wavelet W3,2.4454306,2.752428961422114,10.390004000000001,3.1541064185393584
512,Wavelet Detail Energy (db1),1.9700304,2.2826297441835623,9.913119,2.71500854217704
512,Curvelet Transform Sharpness Index,1.9562821999999997,2.1847216841290122,10.108893400000001,2.6082031416544282
512,DCT Focus Measure,1.4762276,1.6054126115966352,9.4844972,1.9930955761391596
512,Intensity Skewness Index,1.7595076000000003,2.208194991027866,9.385881999999999,2.7528679138415764
512,Squared Gradient,0.5414766,0.6978360683133381,7.6831616,1.0529321436571362
512,Gradient Squared Energy,0.5751461999999999,0.7013601951172062,8.4356338,1.0449549688912625
512,Mean Intensity,0.150394,0.1484547535257205,7.883819600000001,0.49749485943275673
512,Intensity Variance,0.40235519999999997,0.5189040883633104,8.3391356,0.8684348363920731
512,Intensity Range Index,0.17486059999999998,0.17880401520913994,8.015656199999999,0.5355217764100021
512,Maximal Intensity,0.1462874,0.1330754211409716,8.234283600000001,0.4873230730931355
512,Laplacian Energy,2.7078222,3.0571021664841975,10.6699326,3.5025432973507025
512,Mean Absolute Laplacian,2.698468,3.09631772329436,10.678115600000002,3.4801714921856224
512,Spatial Frequency,0.8106772000000001,0.9913562325163554,8.807559600000001,1.3719849747239123
512,Modified Tenengrad,6.3641992,8.144004518674778,14.370073999999999,8.44375808808484
512,Absolute Central Moment 2,0.5277108,0.7446764684888134,8.3628118,1.0964752024566558
512,Absolute Central Moment 4,3.1043344,3.8467710467985277,11.0350322,4.247649884071793
512,Image Power,0.2888642,0.3858382828816113,7.991956399999999,0.7365472416372618
1024,Tenengrad,2.344146,2.8277207472505674,10.7532034,3.622386834202445
1024,Brenner Gradient,1.432277,1.667888201548761,9.9573724,2.5319702941730715
1024,Variance of Laplacian,1.8147867999999998,2.0469120389593547,10.323547399999999,2.970274051990311
1024,Sum Modified Laplacian,2.9156266000000004,2.55492717859963,11.1472132,3.2266786832974117
1024,Normalized Variance,1.7402406000000004,1.8987561410059317,10.2499462,2.6931189302408973
1024,Energy of Gradient,2.3803066,2.9042119489671747,10.984703200000002,3.9096080630338172
1024,Histogram Entropy,4.739517,6.022224651391404,13.1266684,6.827782689435236
1024,GLCM Contrast,220.92841800000002,261.3456048979573,229.45728880000001,262.3185823669953
1024,Variance of Gradient,3.2813402,4.1450296490644485,11.8516612,5.054769810150871
1024,Fourier Transform Sharpness Index,19.854618199999997,24.46216448295409,29.028270600000003,25.56039742528753
1024,Fourier High Frequency Energy Ratio,20.510754400000003,26.306194255057314,29.8012294,27.72229785957008
1024,Roberts Focus Measure,2.5711914,3.101926143550325,11.1071068,4.060694926391882
1024,Wavelet W1,11.9618854,16.06610974158576,20.423921200000002,17.214733705540823
1024,Wavelet W2,14.728217600000002,17.901027155707716,23.642238799999998,18.96560293722558
1024,Wavelet W3,15.0099042,18.088089652394668,23.9907464,19.26061521867669
1024,Wavelet Detail Energy (db1),12.939533,15.847562038844915,21.824846200000003,17.265410631505464
1024,Curvelet Transform Sharpness Index,13.2059892,15.517421182170173,22.3466064,16.64667719352267
1024,DCT Focus Measure,8.0294314,14.683867164996474,16.5158362,15.903785058715597
1024,Intensity Skewness Index,7.896210399999999,9.546183333647408,16.283809400000003,10.408478806412482
1024,Squared Gradient,2.5135650000000003,3.1465164861774975,11.0338166,4.039252356695722
1024,Gradient Squared Energy,2.4324356000000003,2.691757081855462,10.9902408,3.5852036889622156
1024,Mean Intensity,0.6515601999999999,0.6796130451086233,8.1742344,1.5385403937401056
1024,Intensity Variance,1.6465055999999998,1.848579798329169,10.408313999999999,2.9474302291861374
1024,Intensity Range Index,0.816367,0.8850922394628928,9.2247024,1.9581068777241604
1024,Maximal Intensity,0.6585705999999999,0.6436513365732706,9.0431668,1.4208402114821947
1024,Laplacian Energy,10.9336378,10.705283416681606,19.6314476,11.166120645165844
1024,Mean Absolute Laplacian,11.7120722,14.388563523454577,20.2962054,15.189775521776118
1024,Spatial Frequency,3.6206042000000003,4.875269195281238,12.0606984,5.973062148772625
1024,Modified Tenengrad,27.318609,32.805441926689426,36.2760332,33.90087763314196
1024,Absolute Central Moment 2,2.3388055999999997,3.038316624627592,10.799216000000001,3.9750904330008203
1024,Absolute Central Moment 4,12.533111200000002,15.120413766251504,21.12484,15.971465174041084
1024,Image Power,1.2168847999999999,1.4079149883881057,9.504657599999998,2.2306535003528585
