condition,operator,family,n_stacks,mean_absolute_peak_error_slices,exact_match_rate,within_one_slice_rate,mean_false_maxima_count,mean_noise_level,mean_fwhm_slices
aspect_0.5x_nearest,Mean Intensity,statistical,15,4.733333333333333,0.06666666666666667,0.06666666666666667,1.1333333333333333,0.14120845236493737,6.6
aspect_0.5x_nearest,Intensity Variance,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.040632019498901786,5.933333333333334
aspect_0.5x_nearest,Intensity Range Index,statistical,15,0.9333333333333333,0.4,0.8,0.8666666666666667,0.12930932214458143,5.066666666666666
aspect_0.5x_nearest,Maximal Intensity,statistical,15,1.4666666666666666,0.26666666666666666,0.7333333333333333,1.0,0.21490206017684826,5.0
aspect_0.5x_nearest,Laplacian Energy,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.11826509958212834,2.933333333333333
aspect_0.5x_nearest,Mean Absolute Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.08447858354399482,3.933333333333333
aspect_0.5x_nearest,Spatial Frequency,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.05665174882283684,4.466666666666667
aspect_0.5x_nearest,Modified Tenengrad,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.04699033319874669,5.2
aspect_0.5x_nearest,Absolute Central Moment 2,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.040632019498901786,5.933333333333334
aspect_0.5x_nearest,Absolute Central Moment 4,statistical,15,1.1333333333333333,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.06675323641019422,5.866666666666666
aspect_0.5x_nearest,Image Power,statistical,15,2.6,0.26666666666666666,0.4,1.1333333333333333,0.14195135117342592,7.466666666666667
aspect_0.5x_bilinear,Tenengrad,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.043883954858279686,5.266666666666667
aspect_0.5x_bilinear,Brenner Gradient,gradient,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.052045582678597234,4.933333333333334
aspect_0.5x_bilinear,Variance of Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.10391733591718116,3.4
aspect_0.5x_bilinear,Sum Modified Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.10212926607377168,3.4
aspect_0.5x_bilinear,Normalized Variance,statistical,15,1.0666666666666667,0.6,0.6666666666666666,0.13333333333333333,0.030495448733803214,6.933333333333334
