condition,operator,family,mechanism_score,rank,mean_absolute_peak_error_slices,mean_false_maxima_count,mean_noise_level,mean_fwhm_slices,rank_shift_vs_native,rank_shift_vs_controlled_base
aspect_2x_bicubic,Wavelet W2,wavelet,0.12872103143406682,5,0.2,0.0,0.0606000409609523,4.2,-12,-1
aspect_2x_bicubic,Wavelet W3,wavelet,0.12872103143406682,6,0.2,0.0,0.0606000409609523,4.2,-12,-1
aspect_2x_bicubic,Spatial Frequency,gradient,0.1327839148984262,7,0.06666666666666667,0.0,0.0736766454543867,3.7333333333333334,-13,5
aspect_2x_bicubic,DCT Focus Measure,frequency,0.14514107880548788,8,0.13333333333333333,0.0,0.05999812618676228,4.666666666666667,-5,-8
aspect_2x_bicubic,Energy of Gradient,gradient,0.16482980972214448,9,0.06666666666666667,0.0,0.09009595365079119,3.6,7,0
aspect_2x_bicubic,Gradient Squared Energy,gradient,0.16482980972214448,10,0.06666666666666667,0.0,0.09009595365079119,3.6,7,0
aspect_2x_bicubic,Squared Gradient,gradient,0.16482980972214448,11,0.06666666666666667,0.0,0.09009595365079119,3.6,7,0
aspect_2x_bicubic,Tenengrad,gradient,0.16482980972214448,12,0.06666666666666667,0.0,0.09009595365079119,3.6,7,0
aspect_2x_bicubic,Brenner Gradient,gradient,0.16559323040069135,13,0.0,0.0,0.09290220276700113,3.533333333333333,5,5
aspect_2x_bicubic,Roberts Focus Measure,gradient,0.16920655094058357,14,0.06666666666666667,0.0,0.09453716142465969,3.466666666666667,-5,0
aspect_2x_bicubic,Modified Tenengrad,gradient,0.1790435579586751,15,0.06666666666666667,0.06666666666666667,0.09309953426935808,3.466666666666667,9,2
aspect_2x_bicubic,Variance of Gradient,gradient,0.19055229206673924,16,0.06666666666666667,0.06666666666666667,0.09680846831271715,3.533333333333333,9,1
aspect_2x_bicubic,Mean Absolute Laplacian,laplacian,0.1906331386071731,17,0.06666666666666667,0.06666666666666667,0.103209709425198,3.2,-11,-1
aspect_2x_bicubic,Normalized Variance,statistical,0.22974716202270384,18,1.0,0.13333333333333333,0.03394863681949291,6.533333333333333,9,-3
aspect_2x_bicubic,Laplacian Energy,laplacian,0.2634602896646877,19,0.06666666666666667,0.13333333333333333,0.13540703980550312,2.8666666666666667,-10,-1
aspect_2x_bicubic,Variance of Laplacian,laplacian,0.263460327523397,20,0.06666666666666667,0.13333333333333333,0.1354070561947078,2.8666666666666667,-10,1
aspect_2x_bicubic,Absolute Central Moment 2,statistical,0.27148066240979923,21,1.0,0.4,0.04069004594892601,5.933333333333334,11,-2
aspect_2x_bicubic,Intensity Variance,statistical,0.27148066240979923,22,1.0,0.4,0.04069004594892601,5.933333333333334,11,-2
aspect_2x_bicubic,Sum Modified Laplacian,laplacian,0.27413452505821334,23,0.06666666666666667,0.26666666666666666,0.12863574104409395,2.8666666666666667,-8,1
aspect_2x_bicubic,Fourier High Frequency Energy Ratio,frequency,0.30127918059272657,24,0.4666666666666667,0.13333333333333333,0.13819769006675495,3.2,1,7
aspect_2x_bicubic,Absolute Central Moment 4,statistical,0.3249312934759094,25,1.1333333333333333,0.3333333333333333,0.06712014999728005,5.933333333333334,13,0
aspect_2x_bicubic,Maximal Intensity,statistical,0.41605151399072515,26,1.4,0.4666666666666667,0.11200945225013095,4.8,0,-4
aspect_2x_bicubic,Intensity Range Index,statistical,0.4261654800413749,27,1.0,0.7333333333333333,0.09827196502396478,4.933333333333334,6,0
aspect_2x_bicubic,GLCM Contrast,texture,0.44498752923941637,28,1.2,0.3333333333333333,0.11789051931154798,5.933333333333334,3,2
aspect_2x_bicubic,Histogram Entropy,entropy,0.5358810473943396,29,3.8,0.5333333333333333,0.07542693232976445,6.866666666666666,7,1
aspect_2x_bicubic,Intensity Skewness Index,statistical,0.5837580508930158,30,6.0,0.2,0.05311953734064436,8.533333333333333,6,1
aspect_2x_bicubic,Image Power,statistical,0.7655142758857929,31,2.1333333333333333,1.1333333333333333,0.14217475563588672,7.466666666666667,4,0
aspect_2x_bicubic,Mean Intensity,statistical,0.8613901603101862,32,4.733333333333333,1.2666666666666666,0.14194187715613465,6.6,0,0
aspect_2x_bilinear,Fourier Transform Sharpness Index,frequency,0.0950621506585845,1,0.0,0.0,0.047201383194194486,4.4,0,0
aspect_2x_bilinear,Spatial Frequency,gradient,0.10352590996749864,2,0.06666666666666667,0.0,0.06304432956174302,4.0,-18,0
aspect_2x_bilinear,Brenner Gradient,gradient,0.11630210599140502,3,0.0,0.0,0.08173481938811394,3.7333333333333334,-5,-5
aspect_2x_bilinear,Curvelet Transform Sharpness Index,wavelet_alias,0.11698431154028642,4,0.2,0.0,0.05262004655454278,4.533333333333333,-10,1
aspect_2x_bilinear,Wavelet Detail Energy (db1),wavelet,0.11698431154028642,5,0.2,0.0,0.05262004655454278,4.533333333333333,-10,1
aspect_2x_bilinear,Wavelet W1,wavelet,0.11698431629311645,6,0.2,0.0,0.05262004983877737,4.533333333333333,-10,1
aspect_2x_bilinear,Wavelet W2,wavelet,0.11698431629311645,7,0.2,0.0,0.05262004983877737,4.533333333333333,-10,1
aspect_2x_bilinear,Wavelet W3,wavelet,0.11698431629311645,8,0.2,0.0,0.05262004983877737,4.533333333333333,-10,1
aspect_2x_bilinear,Energy of Gradient,gradient,0.11901989759231807,9,0.06666666666666667,0.0,0.07970771883969403,3.8,7,0
aspect_2x_bilinear,Gradient Squared Energy,gradient,0.11901989759231807,10,0.06666666666666667,0.0,0.07970771883969403,3.8,7,0
aspect_2x_bilinear,Squared Gradient,gradient,0.11901989759231807,11,0.06666666666666667,0.0,0.07970771883969403,3.8,7,0
aspect_2x_bilinear,Tenengrad,gradient,0.11901989759231807,12,0.06666666666666667,0.0,0.07970771883969403,3.8,7,0
aspect_2x_bilinear,Roberts Focus Measure,gradient,0.12231536646601984,13,0.06666666666666667,0.0,0.08397055769194783,3.7333333333333334,-6,-1
aspect_2x_bilinear,Modified Tenengrad,gradient,0.12237110824684913,14,0.06666666666666667,0.0,0.082023425869089,3.8,8,1
aspect_2x_bilinear,Variance of Gradient,gradient,0.12838929576025965,15,0.06666666666666667,0.0,0.08618203019620847,3.8,8,0
aspect_2x_bilinear,DCT Focus Measure,frequency,0.13995320031235983,16,0.26666666666666666,0.0,0.052672679429434426,5.0,3,0
aspect_2x_bilinear,Mean Absolute Laplacian,laplacian,0.16570699657259974,17,0.13333333333333333,0.13333333333333333,0.10576450485161333,3.3333333333333335,-11,-1
aspect_2x_bilinear,Variance of Laplacian,laplacian,0.20341204205419539,18,0.13333333333333333,0.2,0.14059758353962665,2.7333333333333334,-12,-1
aspect_2x_bilinear,Laplacian Energy,laplacian,0.20341207599472316,19,0.13333333333333333,0.2,0.14059760699273863,2.7333333333333334,-10,-1
aspect_2x_bilinear,Fourier High Frequency Energy Ratio,frequency,0.21257177422093726,20,0.4666666666666667,0.13333333333333333,0.13252234484834313,3.2,-3,3
aspect_2x_bilinear,Sum Modified Laplacian,laplacian,0.22596612200678684,21,0.06666666666666667,0.3333333333333333,0.13793203096190376,2.8,-10,-1
aspect_2x_bilinear,Normalized Variance,statistical,0.25179471667674935,22,1.0666666666666667,0.13333333333333333,0.03115409985471957,6.933333333333334,13,1
aspect_2x_bilinear,Absolute Central Moment 2,statistical,0.28682122124160414,23,1.0,0.4,0.03877919494955791,6.333333333333333,13,0
aspect_2x_bilinear,Intensity Variance,statistical,0.28682122124160414,24,1.0,0.4,0.03877919494955791,6.333333333333333,13,0
aspect_2x_bilinear,Absolute Central Moment 4,statistical,0.31707196117249653,25,1.2,0.4,0.06385250543562307,6.0,13,0
aspect_2x_bilinear,GLCM Contrast,texture,0.4066239123190489,26,1.3333333333333333,0.26666666666666666,0.13213630009826183,6.266666666666667,1,0
aspect_2x_bilinear,Intensity Range Index,statistical,0.41992967565681716,27,1.1333333333333333,0.6666666666666666,0.11636373112187982,5.466666666666667,6,0
aspect_2x_bilinear,Histogram Entropy,entropy,0.5011273025881049,28,3.8,0.5333333333333333,0.06820775822894665,7.0,6,0
aspect_2x_bilinear,Intensity Skewness Index,statistical,0.5652168125851749,29,6.0,0.2,0.04894275878464663,8.533333333333333,5,0
aspect_2x_bilinear,Maximal Intensity,statistical,0.5935017140552531,30,1.1333333333333333,0.9333333333333333,0.20390562669950113,5.333333333333333,4,0
aspect_2x_bilinear,Image Power,statistical,0.704570624889126,31,2.6,1.1333333333333333,0.14165247386424187,7.666666666666667,4,0
aspect_2x_bilinear,Mean Intensity,statistical,0.7742205634417799,32,4.733333333333333,1.2666666666666666,0.14194426617708975,6.6,0,0
aspect_2x_nearest,Fourier Transform Sharpness Index,frequency,0.10085183448688574,1,0.0,0.0,0.058933996657887074,4.133333333333334,0,0
aspect_2x_nearest,Mean Absolute Laplacian,laplacian,0.1109600191167222,2,0.06666666666666667,0.0,0.07175112350748741,3.8,-26,-16
aspect_2x_nearest,Spatial Frequency,gradient,0.11153621149348314,3,0.06666666666666667,0.0,0.07362987506924039,3.7333333333333334,-17,1
aspect_2x_nearest,DCT Focus Measure,frequency,0.12366416040644412,4,0.13333333333333333,0.0,0.06359862299303339,4.533333333333333,-9,-12
aspect_2x_nearest,Energy of Gradient,gradient,0.12829468691010582,5,0.06666666666666667,0.0,0.09083001892437777,3.533333333333333,3,-4
aspect_2x_nearest,Gradient Squared Energy,gradient,0.12829468691010582,6,0.06666666666666667,0.0,0.09083001892437777,3.533333333333333,3,-4
aspect_2x_nearest,Squared Gradient,gradient,0.12829468691010582,7,0.06666666666666667,0.0,0.09083001892437777,3.533333333333333,3,-4
aspect_2x_nearest,Tenengrad,gradient,0.12829468691010582,8,0.06666666666666667,0.0,0.09083001892437777,3.533333333333333,3,-4
aspect_2x_nearest,Roberts Focus Measure,gradient,0.130148867872563,9,0.06666666666666667,0.0,0.09225661162262914,3.533333333333333,-10,-5
aspect_2x_nearest,Variance of Laplacian,laplacian,0.13582896124935886,10,0.06666666666666667,0.0,0.09949769924654582,3.4,-20,-9
aspect_2x_nearest,Laplacian Energy,laplacian,0.13582898690678566,11,0.06666666666666667,0.0,0.09949771898717442,3.4,-18,-9
aspect_2x_nearest,Brenner Gradient,gradient,0.14060408748587858,12,0.0,0.06666666666666667,0.09518526211098573,3.4,4,4
aspect_2x_nearest,Sum Modified Laplacian,laplacian,0.1431511675976512,13,0.06666666666666667,0.06666666666666667,0.09357233154601158,3.466666666666667,-18,-9
aspect_2x_nearest,Variance of Gradient,gradient,0.150896675830468,14,0.06666666666666667,0.06666666666666667,0.09953166653699287,3.466666666666667,7,-1
aspect_2x_nearest,Modified Tenengrad,gradient,0.16104023029611367,15,0.06666666666666667,0.13333333333333333,0.09721245611039284,3.466666666666667,9,2
aspect_2x_nearest,Fourier High Frequency Energy Ratio,frequency,0.20478981478687758,16,0.3333333333333333,0.13333333333333333,0.12663054934641696,3.2666666666666666,-7,-1
aspect_2x_nearest,Normalized Variance,statistical,0.20521899479109007,17,1.0,0.13333333333333333,0.03381706972854204,6.6,8,-4
aspect_2x_nearest,Absolute Central Moment 2,statistical,0.24816884467775296,18,1.0,0.4,0.04072235658561314,5.933333333333334,8,-5
aspect_2x_nearest,Intensity Variance,statistical,0.24816884467775296,19,1.0,0.4,0.04072235658561314,5.933333333333334,8,-5
aspect_2x_nearest,Absolute Central Moment 4,statistical,0.274710472592211,20,1.1333333333333333,0.3333333333333333,0.066992464592533,5.933333333333334,8,-5
aspect_2x_nearest,GLCM Contrast,texture,0.4217594647522632,21,1.6,0.5333333333333333,0.1290579450019411,6.2,-4,-5
aspect_2x_nearest,Intensity Range Index,statistical,0.4548427993024238,22,0.9333333333333333,1.1333333333333333,0.10917413587558324,5.066666666666666,1,-5
aspect_2x_nearest,Histogram Entropy,entropy,0.45926338247967713,23,3.7333333333333334,0.5333333333333333,0.07373297096082793,6.933333333333334,1,-5
aspect_2x_nearest,Curvelet Transform Sharpness Index,wavelet_alias,0.4833333333333333,24,5.6,0.0,0.0,12.2,10,21
aspect_2x_nearest,Wavelet Detail Energy (db1),wavelet,0.4833333333333333,25,5.6,0.0,0.0,12.2,10,21
aspect_2x_nearest,Wavelet W1,wavelet,0.4833333333333333,26,5.6,0.0,0.0,12.2,10,21
aspect_2x_nearest,Wavelet W2,wavelet,0.4833333333333333,27,5.6,0.0,0.0,12.2,10,21
aspect_2x_nearest,Wavelet W3,wavelet,0.4833333333333333,28,5.6,0.0,0.0,12.2,10,21
aspect_2x_nearest,Intensity Skewness Index,statistical,0.49266963745998527,29,6.0,0.13333333333333333,0.05306175178601582,8.533333333333333,5,0
aspect_2x_nearest,Maximal Intensity,statistical,0.5184254167757704,30,1.5333333333333334,0.8,0.19234809427134467,4.933333333333334,4,0
aspect_2x_nearest,Image Power,statistical,0.614922843054404,31,2.1333333333333333,1.1333333333333333,0.14219327499139967,7.466666666666667,4,0
aspect_2x_nearest,Mean Intensity,statistical,0.7249945909177004,32,4.733333333333333,1.2666666666666666,0.14194426607233052,6.6,0,0
native_cached,Fourier Transform Sharpness Index,frequency,0.07844418334147688,1,0.0,0.0,0.06131341373976008,4.066666666666666,0,0
native_cached,Energy of Gradient,gradient,0.09646117876645618,2,0.0,0.0,0.10317303628727853,3.2,0,-7
native_cached,Gradient Squared Energy,gradient,0.09646117876645618,3,0.0,0.0,0.10317303628727853,3.2,0,-7
native_cached,Squared Gradient,gradient,0.09646117876645618,4,0.0,0.0,0.10317303628727853,3.2,0,-7
native_cached,Tenengrad,gradient,0.09646117876645618,5,0.0,0.0,0.10317303628727853,3.2,0,-7
native_cached,Modified Tenengrad,gradient,0.10014402827993066,6,0.0,0.0,0.10591359479230673,3.2,0,-7
native_cached,Variance of Gradient,gradient,0.10743813192153008,7,0.0,0.0,0.11571873345516606,3.066666666666667,0,-8
native_cached,Brenner Gradient,gradient,0.14141024959772394,8,0.0,0.26666666666666666,0.10247854301120439,3.3333333333333335,0,0
native_cached,Normalized Variance,statistical,0.20872549019607844,9,1.0,0.13333333333333333,0.035769638298109314,6.4,0,-12
native_cached,Absolute Central Moment 2,statistical,0.23452823390607253,10,1.0,0.4,0.042714075740601036,5.866666666666666,0,-13
native_cached,Intensity Variance,statistical,0.23452823390607253,11,1.0,0.4,0.042714075740601036,5.866666666666666,0,-13
native_cached,Absolute Central Moment 4,statistical,0.2586523732519032,12,1.0,0.4,0.06942042897764893,5.6,0,-13
native_cached,DCT Focus Measure,frequency,0.32418826155214386,13,1.6,0.6,0.06850601570513676,5.866666666666666,0,-3
native_cached,Curvelet Transform Sharpness Index,wavelet_alias,0.37548379930251596,14,1.9333333333333333,1.0666666666666667,0.09240225969112771,4.4,0,11
native_cached,Wavelet Detail Energy (db1),wavelet,0.37548379930251596,15,1.9333333333333333,1.0666666666666667,0.09240225969112771,4.4,0,11
native_cached,Wavelet W1,wavelet,0.37548907413107946,16,1.9333333333333333,1.0666666666666667,0.09240618490616281,4.4,0,11
native_cached,Wavelet W2,wavelet,0.37548907413107946,17,1.9333333333333333,1.0666666666666667,0.09240618490616281,4.4,0,11
native_cached,Wavelet W3,wavelet,0.37548907413107946,18,1.9333333333333333,1.0666666666666667,0.09240618490616281,4.4,0,11
native_cached,Roberts Focus Measure,gradient,0.39805310031928953,19,1.8,1.0,0.0988860266580694,5.066666666666666,0,5
native_cached,Spatial Frequency,gradient,0.40836790323208516,20,1.8,1.0666666666666667,0.08817703759622217,5.4,0,18
native_cached,Intensity Range Index,statistical,0.4941487821838843,21,1.2666666666666666,1.3333333333333333,0.16723335980322176,4.533333333333333,0,-6
native_cached,Histogram Entropy,entropy,0.49674590158141363,22,3.7333333333333334,0.6,0.08261705965222525,7.333333333333333,0,-6
native_cached,Fourier High Frequency Energy Ratio,frequency,0.5418327801555656,23,2.466666666666667,0.9333333333333333,0.1379329464489882,6.733333333333333,0,6
native_cached,Intensity Skewness Index,statistical,0.5579858688218666,24,6.0,0.2,0.056595064517605466,8.733333333333333,0,-5
native_cached,GLCM Contrast,texture,0.5705577810367999,25,2.4,1.0666666666666667,0.11804019157727391,7.6,0,-1
native_cached,Maximal Intensity,statistical,0.5822875816993465,26,1.4666666666666666,1.2,0.22180483298915582,5.133333333333334,0,-4
native_cached,Image Power,statistical,0.6220567407520239,27,2.533333333333333,1.2,0.14172303525105648,7.466666666666667,0,-4
native_cached,Mean Absolute Laplacian,laplacian,0.6223007542350362,28,3.7333333333333334,1.5333333333333334,0.11564082344265712,6.0,0,10
native_cached,Laplacian Energy,laplacian,0.6414169107878662,29,3.4,1.6,0.10868467303079259,6.733333333333333,0,9
native_cached,Variance of Laplacian,laplacian,0.6414233533626367,30,3.4,1.6,0.10868946721339948,6.733333333333333,0,11
native_cached,Sum Modified Laplacian,laplacian,0.655947234257105,31,3.4,1.6666666666666667,0.1098672221159391,6.8,0,9
native_cached,Mean Intensity,statistical,0.6857834521587286,32,4.733333333333333,1.2666666666666666,0.14194280893861366,6.6,0,0
square_512_area,Fourier Transform Sharpness Index,frequency,0.09751300505975913,1,0.0,0.0,0.0519789977715146,4.266666666666667,0,0
square_512_area,Curvelet Transform Sharpness Index,wavelet_alias,0.105008346026536,2,0.06666666666666667,0.0,0.06611332545592219,3.8666666666666667,-12,-1
square_512_area,Wavelet Detail Energy (db1),wavelet,0.105008346026536,3,0.06666666666666667,0.0,0.06611332545592219,3.8666666666666667,-12,-1
square_512_area,Wavelet W1,wavelet,0.10500845985013935,4,0.06666666666666667,0.0,0.06611339938041774,3.8666666666666667,-12,-1
square_512_area,Wavelet W2,wavelet,0.10500845985013935,5,0.06666666666666667,0.0,0.06611339938041774,3.8666666666666667,-12,-1
square_512_area,Wavelet W3,wavelet,0.10500845985013935,6,0.06666666666666667,0.0,0.06611339938041774,3.8666666666666667,-12,-1
square_512_area,Spatial Frequency,gradient,0.10884339647004396,7,0.06666666666666667,0.0,0.07044913038971644,3.8,-13,5
square_512_area,Brenner Gradient,gradient,0.12089565067283847,8,0.0,0.0,0.0819257957420936,3.7333333333333334,0,0
square_512_area,Energy of Gradient,gradient,0.12656416446615767,9,0.06666666666666667,0.0,0.07457786762288506,4.066666666666666,7,0
square_512_area,Gradient Squared Energy,gradient,0.12656416446615767,10,0.06666666666666667,0.0,0.07457786762288506,4.066666666666666,7,0
square_512_area,Squared Gradient,gradient,0.12656416446615767,11,0.06666666666666667,0.0,0.07457786762288506,4.066666666666666,7,0
square_512_area,Tenengrad,gradient,0.12656416446615767,12,0.06666666666666667,0.0,0.07457786762288506,4.066666666666666,7,0
square_512_area,Modified Tenengrad,gradient,0.1279919184250387,13,0.06666666666666667,0.0,0.07550514446260323,4.066666666666666,7,0
square_512_area,Variance of Gradient,gradient,0.12866337403130068,14,0.06666666666666667,0.0,0.07963137615919917,3.933333333333333,7,-1
square_512_area,Roberts Focus Measure,gradient,0.13265659311135322,15,0.06666666666666667,0.0,0.08776005064677234,3.7333333333333334,-4,1
square_512_area,DCT Focus Measure,frequency,0.13267797525453204,16,0.13333333333333333,0.0,0.058293783277982986,4.733333333333333,3,0
square_512_area,Fourier High Frequency Energy Ratio,frequency,0.1782671372157925,17,0.4666666666666667,0.06666666666666667,0.09432235620719114,3.8666666666666667,-6,0
square_512_area,Mean Absolute Laplacian,laplacian,0.18882722630362128,18,0.13333333333333333,0.2,0.10602543239690967,3.4,-10,0
square_512_area,Sum Modified Laplacian,laplacian,0.2064673962879309,19,0.06666666666666667,0.2,0.13773690609318387,2.7333333333333334,-12,-3
square_512_area,Laplacian Energy,laplacian,0.21099378502955018,20,0.13333333333333333,0.2,0.1407176407118626,2.6666666666666665,-9,0
square_512_area,Variance of Laplacian,laplacian,0.2109938239825634,21,0.13333333333333333,0.2,0.1407176660104981,2.6666666666666665,-9,2
square_512_area,Normalized Variance,statistical,0.24411881977671446,22,1.0,0.13333333333333333,0.03292940585535835,6.8,13,1
square_512_area,Absolute Central Moment 2,statistical,0.27934655642175454,23,1.0,0.4,0.04007693438078396,6.133333333333334,13,0
square_512_area,Intensity Variance,statistical,0.27934655642175454,24,1.0,0.4,0.04007693438078396,6.133333333333334,13,0
square_512_area,Absolute Central Moment 4,statistical,0.3193947642103265,25,1.1333333333333333,0.4,0.06616886410851873,6.0,13,0
square_512_area,Intensity Range Index,statistical,0.448753857493503,26,0.9333333333333333,0.9333333333333333,0.1167517090205472,4.933333333333334,5,-1
square_512_area,GLCM Contrast,texture,0.4753486470637567,27,1.6,0.4666666666666667,0.13890113855240774,6.266666666666667,2,1
square_512_area,Histogram Entropy,entropy,0.4992712803421714,28,3.7333333333333334,0.5333333333333333,0.07155655339097951,6.866666666666666,6,0
square_512_area,Intensity Skewness Index,statistical,0.5550888708442295,29,6.0,0.13333333333333333,0.05161652753782479,8.533333333333333,5,0
square_512_area,Maximal Intensity,statistical,0.5712154439128123,30,1.5333333333333334,0.8,0.19529576350932396,5.0,4,0
square_512_area,Image Power,statistical,0.7233990764939654,31,2.6,1.2,0.14203723750252292,7.6,4,0
square_512_area,Mean Intensity,statistical,0.78268907158134,32,4.733333333333333,1.2666666666666666,0.14194426511372485,6.6,0,0
square_512_bicubic,Fourier Transform Sharpness Index,frequency,0.09922537574913304,1,0.0,0.0,0.05260617908604104,4.266666666666667,0,0
square_512_bicubic,Spatial Frequency,gradient,0.11272630109637607,2,0.06666666666666667,0.0,0.07278792664557907,3.7333333333333334,-18,0
square_512_bicubic,Wavelet W1,wavelet,0.12083667649587118,3,0.06666666666666667,0.06666666666666667,0.068028576246742,3.8,-13,-2
square_512_bicubic,Wavelet W2,wavelet,0.12083667649587118,4,0.06666666666666667,0.06666666666666667,0.068028576246742,3.8,-13,-2
square_512_bicubic,Wavelet W3,wavelet,0.12083667649587118,5,0.06666666666666667,0.06666666666666667,0.068028576246742,3.8,-13,-2
square_512_bicubic,Curvelet Transform Sharpness Index,wavelet_alias,0.12083673272751422,6,0.06666666666666667,0.06666666666666667,0.06802861017315652,3.8,-8,3
square_512_bicubic,Wavelet Detail Energy (db1),wavelet,0.12083673272751422,7,0.06666666666666667,0.06666666666666667,0.06802861017315652,3.8,-8,3
square_512_bicubic,Brenner Gradient,gradient,0.1294447225284487,8,0.0,0.0,0.08626464463408073,3.6666666666666665,0,0
square_512_bicubic,Energy of Gradient,gradient,0.13113963760438482,9,0.06666666666666667,0.0,0.07704124446407107,4.0,7,0
square_512_bicubic,Gradient Squared Energy,gradient,0.13113963760438482,10,0.06666666666666667,0.0,0.07704124446407107,4.0,7,0
square_512_bicubic,Squared Gradient,gradient,0.13113963760438482,11,0.06666666666666667,0.0,0.07704124446407107,4.0,7,0
square_512_bicubic,Tenengrad,gradient,0.13113963760438482,12,0.06666666666666667,0.0,0.07704124446407107,4.0,7,0
square_512_bicubic,Modified Tenengrad,gradient,0.1324499642823027,13,0.06666666666666667,0.0,0.07783180799061803,4.0,7,0
square_512_bicubic,Variance of Gradient,gradient,0.1337700692623409,14,0.06666666666666667,0.0,0.08205630037158963,3.8666666666666667,7,-1
square_512_bicubic,DCT Focus Measure,frequency,0.13469662652346967,15,0.13333333333333333,0.0,0.06037122197624664,4.666666666666667,2,-1
square_512_bicubic,Roberts Focus Measure,gradient,0.1362329608302758,16,0.06666666666666667,0.0,0.09039830306884974,3.6,-3,2
square_512_bicubic,Fourier High Frequency Energy Ratio,frequency,0.1872437677157236,17,0.4666666666666667,0.06666666666666667,0.09632460880262052,3.8666666666666667,-6,0
square_512_bicubic,Mean Absolute Laplacian,laplacian,0.20161349384889032,18,0.13333333333333333,0.2,0.10949488234918885,3.4,-10,0
square_512_bicubic,Normalized Variance,statistical,0.23275518341307816,19,1.0,0.13333333333333333,0.033876571606800146,6.533333333333333,10,-2
square_512_bicubic,Variance of Laplacian,laplacian,0.2415326403739208,20,0.13333333333333333,0.26666666666666666,0.1444949938221137,2.6666666666666665,-10,1
square_512_bicubic,Laplacian Energy,laplacian,0.24153266562865489,21,0.13333333333333333,0.26666666666666666,0.14449500905913204,2.6666666666666665,-8,1
square_512_bicubic,Sum Modified Laplacian,laplacian,0.249889056961444,22,0.06666666666666667,0.3333333333333333,0.1415600136551684,2.7333333333333334,-9,0
square_512_bicubic,Absolute Central Moment 2,statistical,0.27113239173562964,23,1.0,0.4,0.04070256899084595,5.933333333333334,13,0
square_512_bicubic,Intensity Variance,statistical,0.27113239173562964,24,1.0,0.4,0.04070256899084595,5.933333333333334,13,0
square_512_bicubic,Absolute Central Moment 4,statistical,0.3071583120037147,25,1.1333333333333333,0.3333333333333333,0.06702494434094317,5.933333333333334,13,0
square_512_bicubic,Intensity Range Index,statistical,0.4291346745643768,26,1.0666666666666667,0.8666666666666667,0.10278070520519077,5.0,5,-1
square_512_bicubic,GLCM Contrast,texture,0.4518988869144811,27,1.6,0.4,0.12782560115700617,6.2,2,1
square_512_bicubic,Histogram Entropy,entropy,0.52263562919968,28,3.7333333333333334,0.5333333333333333,0.07528640145482839,7.2,6,0
square_512_bicubic,Maximal Intensity,statistical,0.5579312865497076,29,1.6666666666666667,0.7333333333333333,0.18470985995195524,4.866666666666666,3,-1
square_512_bicubic,Intensity Skewness Index,statistical,0.558011341762185,30,6.0,0.13333333333333333,0.052999549117161655,8.533333333333333,6,1
square_512_bicubic,Image Power,statistical,0.69659941249697,31,2.1333333333333333,1.1333333333333333,0.14216332395897355,7.466666666666667,4,0
square_512_bicubic,Mean Intensity,statistical,0.7939501003935676,32,4.733333333333333,1.2666666666666666,0.1419421319320242,6.6,0,0
square_512_bilinear,Fourier Transform Sharpness Index,frequency,0.09558085463468383,1,0.0,0.0,0.05062451540589521,4.333333333333333,0,0
square_512_bilinear,Wavelet W1,wavelet,0.10339026841074084,2,0.06666666666666667,0.0,0.06379282515075294,4.0,-14,-3
square_512_bilinear,Wavelet W2,wavelet,0.10339026841074084,3,0.06666666666666667,0.0,0.06379282515075294,4.0,-14,-3
square_512_bilinear,Wavelet W3,wavelet,0.10339026841074084,4,0.06666666666666667,0.0,0.06379282515075294,4.0,-14,-3
square_512_bilinear,Curvelet Transform Sharpness Index,wavelet_alias,0.10339030716207022,5,0.06666666666666667,0.0,0.06379285145507875,4.0,-9,2
square_512_bilinear,Wavelet Detail Energy (db1),wavelet,0.10339030716207022,6,0.06666666666666667,0.0,0.06379285145507875,4.0,-9,2
square_512_bilinear,Spatial Frequency,gradient,0.10447114740628638,7,0.06666666666666667,0.0,0.0684276617458402,3.8666666666666667,-13,5
square_512_bilinear,Brenner Gradient,gradient,0.1137446588437573,8,0.0,0.0,0.0805091911201495,3.7333333333333334,0,0
square_512_bilinear,Energy of Gradient,gradient,0.12107325669939722,9,0.06666666666666667,0.0,0.07384543362450978,4.066666666666666,7,0
square_512_bilinear,Gradient Squared Energy,gradient,0.12107325669939722,10,0.06666666666666667,0.0,0.07384543362450978,4.066666666666666,7,0
square_512_bilinear,Squared Gradient,gradient,0.12107325669939722,11,0.06666666666666667,0.0,0.07384543362450978,4.066666666666666,7,0
square_512_bilinear,Tenengrad,gradient,0.12107325669939722,12,0.06666666666666667,0.0,0.07384543362450978,4.066666666666666,7,0
square_512_bilinear,Modified Tenengrad,gradient,0.1223284207904104,13,0.06666666666666667,0.0,0.07469743652924159,4.066666666666666,7,0
square_512_bilinear,Variance of Gradient,gradient,0.1228082434794346,14,0.06666666666666667,0.0,0.07892427729117034,3.933333333333333,7,-1
square_512_bilinear,Roberts Focus Measure,gradient,0.12522744170335887,15,0.06666666666666667,0.0,0.08641813136829841,3.7333333333333334,-4,1
square_512_bilinear,DCT Focus Measure,frequency,0.12796813653177486,16,0.13333333333333333,0.0,0.05713442401980785,4.733333333333333,3,0
square_512_bilinear,Fourier High Frequency Energy Ratio,frequency,0.17178324018749894,17,0.4666666666666667,0.06666666666666667,0.09387412396835862,3.8666666666666667,-6,0
