domain,stack_index,source_folder,condition,geometry,direction,scale_factor,interpolation,operator,family,reference_tier,reference_index,slice_count,peak_index,absolute_peak_error_slices,exact_match,within_one_slice,false_maxima_count,noise_level,fwhm_slices
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.0337487589326258,4.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.0337487589326258,4.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,1,4,0,0,0.0,0.01810985842291283,5.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.0034482771361933453,6.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,2.0,0.024192630263687235,9.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,2,3,0,0,0.0,0.11818851201366028,9.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03283901093160849,4.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.028630309905132656,5.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.027332043758832535,4.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.033650240238070395,4.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.0034482771361933453,6.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.002946238420283725,6.0
WBC,12886,/mnt/d/New_folder/datasets/WBC_dataset1/12886,square_512_area,square_distortion,geometry_only,1.0,area,Image Power,statistical,REF-B_fixed_ten_diagnostic,5,10,9,4,0,0,1.0,0.005634614567800652,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03126181079266534,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03177881443868336,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.026573435562092438,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.025176408930925487,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.004970168295013642,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03126181079266534,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,5,10,7,2,0,0,1.0,0.11912122435144401,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.04500516038651233,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.031130150479411728,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.02156260151721483,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03912142052922656,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.031975968209346464,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Wavelet W1,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03607253157747767,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Wavelet W2,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03607253157747767,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03607253157747767,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036072532550439115,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036072532550439115,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.01701001819123723,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,5,10,9,4,0,0,0.0,0.004739259032370646,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03126181079266534,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03126181079266534,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,0,5,0,0,0.0,0.003996137412858806,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005087410608419285,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,5,10,7,2,0,0,2.0,0.07749999999984503,7.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.6093749999987812,9.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.026573476075664744,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.015398209388740425,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.02858572311319177,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03159369868668464,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005087410608419285,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.0064197042223481295,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,native_cached,native,observational_native,native,native,Image Power,statistical,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.011160000766707201,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032021799370302646,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032325553307308894,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.026404153154882468,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.025447677816823038,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005016208060637163,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032021799370302646,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,5,10,7,2,0,0,1.0,0.11602686681363894,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.043855686569834774,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032314873416320576,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.021660112365000227,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.033625542734799126,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.0325129504057395,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Wavelet W1,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036600647714001275,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Wavelet W2,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036600647714001275,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036600647714001275,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03660065430544375,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03660065430544375,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.017219677941953244,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,5,10,9,4,0,0,0.0,0.004828322284380343,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032021799370302646,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032021799370302646,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,0,5,0,0,0.0,0.00404055742002281,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005136259948055621,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,1.0,0.05144063439187046,7.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,1,4,0,0,0.0,0.8699158611256229,9.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.026404195643044255,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.015108315964070267,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.028944483409414325,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032327262618673996,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005136259948055621,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.006493417166370365,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Image Power,statistical,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.011087578294855977,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03186189655102939,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.032082469090647894,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.027157369419618015,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.02569758370131019,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.0049872151032795695,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03186189655102939,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,5,10,7,2,0,0,1.0,0.11916075478304858,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.04235639849479808,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03205591344655756,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.02152208625043881,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03269940701604624,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03236208879126022,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W1,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036619615518940274,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W2,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036619615518940274,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.036619615518940274,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03661962745071431,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03661962745071431,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.01705867216519717,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,5,10,9,4,0,0,0.0,0.004759603900198147,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03186189655102939,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03186189655102939,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,0,5,0,0,0.0,0.00399893818886922,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005105306930649276,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,5,10,7,2,0,0,1.0,0.05063027612276738,7.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,2.0,0.6674296695614217,9.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.02715738889449365,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,5,10,4,1,0,1,0.0,0.015080589350117624,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.02884294269430938,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03219696001579052,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.005105306930649276,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,5,10,8,3,0,0,0.0,0.006443710653042129,5.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Image Power,statistical,REF-B_fixed_ten_diagnostic,5,10,6,1,0,1,0.0,0.011183979431184932,6.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03206801432196682,4.0
WBC,25772,/mnt/d/New_folder/datasets/WBC_dataset1/25772,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,5,10,5,0,1,1,0.0,0.03226983813260073,4.0
