domain,stack_index,source_folder,condition,geometry,direction,scale_factor,interpolation,operator,family,reference_tier,reference_index,slice_count,peak_index,absolute_peak_error_slices,exact_match,within_one_slice,false_maxima_count,noise_level,fwhm_slices
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004336170367233054,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.07668320497837014,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.028151783274612648,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.07127481405299445,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.11019644196438766,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.017735739136812336,4.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004840234232430153,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0035289680729812326,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0041986830602074735,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.028151783274612648,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.04346522855830022,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_nearest,aspect_preserved,downsample,0.5,nearest,Image Power,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.06841334127580195,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004220572521445307,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.011971680267329353,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.01151174729679885,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,0.0,0.014882300942160141,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,3,15,13,10,0,0,0.0,0.0125885245551194,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003928420019952173,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0036984703323175378,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0030880181008183637,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,3,15,5,2,0,0,0.0,0.005296365159058921,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004457600456134313,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W1,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003322795835107674,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W2,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003322795835107674,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003322795835107674,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033227950027001104,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033227950027001104,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.006603681039829856,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,3,15,14,11,0,0,0.0,0.0006069114231656765,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.07665423411079753,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.029416540663602893,11.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.07539003795040902,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.13746889690148956,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.011971667816624069,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003381420808826108,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.002801385600003872,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004281664068891775,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.029416540663602893,11.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.04557681576785719,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bilinear,aspect_preserved,downsample,0.5,bilinear,Image Power,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.06882883449024388,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004268163904558259,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0043049626607379625,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.016569383927713944,4.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.01605758113465438,4.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,0.0,0.013250633812310248,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004268163904558259,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,3,15,13,10,0,0,0.0,0.010741068805650336,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,3,15,4,1,0,1,0.0,0.005064121333817966,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0037297930286004526,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003433409048866846,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,3,15,5,2,0,0,0.0,0.0053082520685236905,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.005071668092465857,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Wavelet W1,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033790447045256257,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Wavelet W2,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033790447045256257,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033790447045256257,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003379043765656892,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003379043765656892,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.006411372758912853,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,3,15,14,11,0,0,0.0,0.0006185136461440537,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004268163904558259,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004268163904558259,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Mean Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.07665422883279553,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Intensity Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.027419380423127356,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Intensity Range Index,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.04847394832992997,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Maximal Intensity,statistical,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,3.0,0.0607511599910182,5.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Laplacian Energy,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.016569374066807502,4.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Mean Absolute Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004525909519358673,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0033415471263874815,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004114112497541901,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.027419380423127356,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,3.0,0.04241242684397279,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_bicubic,aspect_preserved,downsample,0.5,bicubic,Image Power,statistical,REF-B_fixed_ten_diagnostic,3,15,0,3,0,0,4.0,0.06814569070938035,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Brenner Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004220572521445307,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Variance of Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.011971680267329353,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Sum Modified Laplacian,laplacian,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.01151174729679885,6.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Normalized Variance,statistical,REF-B_fixed_ten_diagnostic,3,15,6,3,0,0,0.0,0.014882300942160141,10.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Energy of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004471805850339329,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Histogram Entropy,entropy,REF-B_fixed_ten_diagnostic,3,15,13,10,0,0,0.0,0.0125885245551194,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,GLCM Contrast,texture,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.003928420019952173,7.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Variance of Gradient,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0036984703323175378,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Fourier Transform Sharpness Index,frequency,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.0030880181008183637,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Fourier High Frequency Energy Ratio,frequency,REF-B_fixed_ten_diagnostic,3,15,5,2,0,0,0.0,0.005296365159058921,8.0
PBS,38,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos356_Cam01_RGB_MB,aspect_0.5x_area,aspect_preserved,downsample,0.5,area,Roberts Focus Measure,gradient,REF-B_fixed_ten_diagnostic,3,15,3,0,1,1,0.0,0.004457600456134313,7.0
