domain,operator,family,reference_tier,n_stacks,mean_absolute_displacement_slices,median_absolute_displacement_slices,p90_absolute_displacement_slices,mean_absolute_displacement_um,median_absolute_displacement_um,p90_absolute_displacement_um,mean_normalized_axial_displacement,exact_match_rate,within_one_slice_rate,units_status
WBC,Mean Absolute Laplacian,laplacian,REF-C_fixed_disjoint_four_confirmatory,25773,1.7014317308811546,2.0,3.0,0.680572692352462,0.8,1.2000000000000002,0.1890479700979061,0.1737865207775579,0.49939859542932524,axial step verified from official record
WBC,Spatial Frequency,gradient,REF-B_fixed_ten_diagnostic,25773,0.12831257517557135,0.0,1.0,0.05132503007022853,0.0,0.4,0.014256952797285703,0.8750242501843014,0.9978271834865945,axial step verified from official record
WBC,Spatial Frequency,gradient,REF-C_fixed_disjoint_four_confirmatory,25773,1.0694913281340939,1.0,3.0,0.4277965312536376,0.4,1.2000000000000002,0.1188323697926771,0.4403445466185543,0.6273619679509564,axial step verified from official record
WBC,Modified Tenengrad,gradient,REF-B_fixed_ten_diagnostic,25773,0.03670507895860008,0.0,0.0,0.014682031583440034,0.0,0.0,0.004078342106511121,0.965390136965041,0.9991075932177085,axial step verified from official record
WBC,Modified Tenengrad,gradient,REF-C_fixed_disjoint_four_confirmatory,25773,0.9664765452217436,1.0,3.0,0.3865906180886975,0.4,1.2000000000000002,0.10738628280241598,0.48061925270632055,0.6574709967795755,axial step verified from official record
WBC,Absolute Central Moment 2,statistical,REF-B_fixed_ten_diagnostic,25773,2.26419120785318,2.0,3.0,0.905676483141272,0.8,1.2000000000000002,0.25157680087257556,0.0016296123850541265,0.12427734450781826,axial step verified from official record
WBC,Absolute Central Moment 2,statistical,REF-C_fixed_disjoint_four_confirmatory,25773,1.3355837504365033,1.0,3.0,0.5342335001746014,0.4,1.2000000000000002,0.14839819449294483,0.30788033989058317,0.5323788460792303,axial step verified from official record
WBC,Absolute Central Moment 4,statistical,REF-B_fixed_ten_diagnostic,25773,2.092073099755558,2.0,3.0,0.8368292399022234,0.8,1.2000000000000002,0.2324525666395065,0.013774104683195593,0.19978271834865946,axial step verified from official record
WBC,Absolute Central Moment 4,statistical,REF-C_fixed_disjoint_four_confirmatory,25773,1.3355061498467389,1.0,3.0,0.5342024599386956,0.4,1.2000000000000002,0.14838957220519322,0.24828308695146084,0.5630310790362006,axial step verified from official record
WBC,Image Power,statistical,REF-B_fixed_ten_diagnostic,25773,2.2911574127963372,2.0,4.0,0.9164629651185349,0.8,1.6,0.25457304586625973,0.13533542854925698,0.33504054630815194,axial step verified from official record
WBC,Image Power,statistical,REF-C_fixed_disjoint_four_confirmatory,25773,1.8292399022232568,1.0,4.0,0.7316959608893029,0.4,1.6,0.20324887802480635,0.20277034105459202,0.5608194622279129,axial step verified from official record
TBI,Tenengrad,gradient,REF-B_fixed_ten_diagnostic,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
TBI,Tenengrad,gradient,REF-C_fixed_disjoint_four_confirmatory,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
