domain,operator,family,criterion,raw_value,normalized_value,unit,sample_count,reference_tier,runtime_protocol,candidate_pool,axial_step_um,raw_value_um,physical_unit_status
TBI,Intensity Variance,statistical,fwhm,3.066666666666667,0.2076271186440678,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,7.666666666666667,converted from slices using verified dataset axial step
TBI,Intensity Range Index,statistical,range_around_global_maximum,1.1333333333333333,0.0967741935483869,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.833333333333333,converted from slices using verified dataset axial step
TBI,Intensity Range Index,statistical,fwhm,4.333333333333333,0.3686440677966101,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,10.833333333333332,converted from slices using verified dataset axial step
TBI,Maximal Intensity,statistical,range_around_global_maximum,1.4333333333333331,0.3870967741935482,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,3.583333333333333,converted from slices using verified dataset axial step
TBI,Maximal Intensity,statistical,fwhm,5.366666666666666,0.4999999999999999,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,13.416666666666666,converted from slices using verified dataset axial step
TBI,Laplacian Energy,laplacian,range_around_global_maximum,1.1666666666666667,0.1290322580645161,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.916666666666667,converted from slices using verified dataset axial step
TBI,Laplacian Energy,laplacian,fwhm,6.933333333333334,0.6991525423728813,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,17.333333333333336,converted from slices using verified dataset axial step
TBI,Mean Absolute Laplacian,laplacian,range_around_global_maximum,1.2333333333333334,0.1935483870967741,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,3.0833333333333335,converted from slices using verified dataset axial step
TBI,Mean Absolute Laplacian,laplacian,fwhm,7.766666666666667,0.8050847457627118,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,19.416666666666668,converted from slices using verified dataset axial step
TBI,Spatial Frequency,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.5833333333333335,converted from slices using verified dataset axial step
TBI,Spatial Frequency,gradient,fwhm,2.3,0.1101694915254237,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,5.75,converted from slices using verified dataset axial step
TBI,Modified Tenengrad,gradient,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.5833333333333335,converted from slices using verified dataset axial step
TBI,Modified Tenengrad,gradient,fwhm,1.5333333333333334,0.0127118644067796,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,3.8333333333333335,converted from slices using verified dataset axial step
TBI,Absolute Central Moment 2,statistical,range_around_global_maximum,1.0333333333333334,0.0,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.5833333333333335,converted from slices using verified dataset axial step
TBI,Absolute Central Moment 2,statistical,fwhm,3.066666666666667,0.2076271186440678,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,7.666666666666667,converted from slices using verified dataset axial step
TBI,Absolute Central Moment 4,statistical,range_around_global_maximum,1.1,0.064516129032258,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.75,converted from slices using verified dataset axial step
TBI,Absolute Central Moment 4,statistical,fwhm,2.7,0.1610169491525424,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,6.75,converted from slices using verified dataset axial step
TBI,Image Power,statistical,range_around_global_maximum,1.1333333333333333,0.0967741935483869,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,2.833333333333333,converted from slices using verified dataset axial step
TBI,Image Power,statistical,fwhm,8.7,0.923728813559322,slices,30,not_reference_dependent,not_applicable,frozen_32,2.5,21.75,converted from slices using verified dataset axial step
PBS,Tenengrad,gradient,range_around_global_maximum,1.1688311688311688,0.217391304347826,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.5844155844155844,converted from slices using verified dataset axial step
PBS,Tenengrad,gradient,fwhm,3.896103896103896,0.1088957055214723,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,1.948051948051948,converted from slices using verified dataset axial step
PBS,Brenner Gradient,gradient,range_around_global_maximum,1.1688311688311688,0.217391304347826,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.5844155844155844,converted from slices using verified dataset axial step
PBS,Brenner Gradient,gradient,fwhm,3.8701298701298703,0.1058282208588956,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,1.9350649350649352,converted from slices using verified dataset axial step
PBS,Variance of Laplacian,laplacian,range_around_global_maximum,1.155844155844156,0.1956521739130436,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.577922077922078,converted from slices using verified dataset axial step
PBS,Variance of Laplacian,laplacian,fwhm,8.922077922077921,0.7024539877300613,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,4.461038961038961,converted from slices using verified dataset axial step
PBS,Sum Modified Laplacian,laplacian,range_around_global_maximum,1.155844155844156,0.1956521739130436,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.577922077922078,converted from slices using verified dataset axial step
PBS,Sum Modified Laplacian,laplacian,fwhm,9.07792207792208,0.7208588957055215,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,4.53896103896104,converted from slices using verified dataset axial step
PBS,Normalized Variance,statistical,range_around_global_maximum,1.324675324675325,0.4782608695652174,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.6623376623376624,converted from slices using verified dataset axial step
PBS,Normalized Variance,statistical,fwhm,7.688311688311688,0.5567484662576686,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,3.844155844155844,converted from slices using verified dataset axial step
PBS,Energy of Gradient,gradient,range_around_global_maximum,1.1688311688311688,0.217391304347826,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,0.5844155844155844,converted from slices using verified dataset axial step
PBS,Energy of Gradient,gradient,fwhm,3.896103896103896,0.1088957055214723,slices,77,not_reference_dependent,not_applicable,frozen_32,0.5,1.948051948051948,converted from slices using verified dataset axial step
